new_formula,composition_vector,is_superconductor
Ca1Pd2,"[20, 1.0, 46, 2.0]",1
Ca1Pd5,"[20, 1.0, 46, 5.0]",1
Ca1Ag1,"[20, 1.0, 47, 1.0]",1
Ca1Ag1Sn1,"[20, 1.0, 47, 1.0, 50, 1.0]",1
Ca1Ag1Sb1,"[20, 1.0, 47, 1.0, 51, 1.0]",1
Ca1Ag1Bi1,"[20, 1.0, 47, 1.0, 83, 1.0]",1
Ca1Ag2,"[20, 1.0, 47, 2.0]",1
Ca1Cd1,"[20, 1.0, 48, 1.0]",1
Ca1Cd1Sn1,"[20, 1.0, 48, 1.0, 50, 1.0]",1
Ca1Cd1Pt1,"[20, 1.0, 48, 1.0, 78, 1.0]",1
Ca1Cd1Au1,"[20, 1.0, 48, 1.0, 79, 1.0]",1
Ca1Cd1Pb1,"[20, 1.0, 48, 1.0, 82, 1.0]",1
Ca1Cd2,"[20, 1.0, 48, 2.0]",1
Ca1Cd2Sb2,"[20, 1.0, 48, 2.0, 51, 2.0]",1
Ca1Cd2Au4,"[20, 1.0, 48, 2.0, 79, 4.0]",1
Ca1In1,"[20, 1.0, 49, 1.0]",1
Ca1In1Pt1,"[20, 1.0, 49, 1.0, 78, 1.0]",1
Ca1In1Au1,"[20, 1.0, 49, 1.0, 79, 1.0]",1
Ca1In2,"[20, 1.0, 49, 2.0]",1
Ca1In2Ir1,"[20, 1.0, 49, 2.0, 77, 1.0]",1
Ca1In2Pt1,"[20, 1.0, 49, 2.0, 78, 1.0]",1
Ca1In2Au1,"[20, 1.0, 49, 2.0, 79, 1.0]",1
Ca1In4Ir1,"[20, 1.0, 49, 4.0, 77, 1.0]",1
Ca1Sn1,"[20, 1.0, 50, 1.0]",1
Ba1Ca1Sn1,"[56, 1.0, 20, 1.0, 50, 1.0]",1
Ca1Sn1Pt1,"[20, 1.0, 50, 1.0, 78, 1.0]",1
Ca1Sn1Au1,"[20, 1.0, 50, 1.0, 79, 1.0]",1
Ca1Sn1Hg1,"[20, 1.0, 50, 1.0, 80, 1.0]",1
Ca1Sn2Ir1,"[20, 1.0, 50, 2.0, 77, 1.0]",0
Ca1Sn3,"[20, 1.0, 50, 3.0]",1
Ca1Sb1Pt1,"[20, 1.0, 51, 1.0, 78, 1.0]",1
Ca1Sb1Au1,"[20, 1.0, 51, 1.0, 79, 1.0]",1
Ca1Sb2,"[20, 1.0, 51, 2.0]",1
Ca1Te1,"[20, 1.0, 52, 1.0]",1
Ca1I2,"[20, 1.0, 53, 2.0]",1
Ba1Ca1Pb1,"[56, 1.0, 20, 1.0, 82, 1.0]",0
Ca1Ir2,"[20, 1.0, 77, 2.0]",0
Ca1Pt1Pb1,"[20, 1.0, 78, 1.0, 82, 1.0]",1
Ca1Pt2,"[20, 1.0, 78, 2.0]",1
Ca1Pt5,"[20, 1.0, 78, 5.0]",1
Ca1Au1,"[20, 1.0, 79, 1.0]",1
Ca1Bi1Au1,"[20, 1.0, 83, 1.0, 79, 1.0]",1
Ca1Au2,"[20, 1.0, 79, 2.0]",0
Ca1Bi1Au4,"[20, 1.0, 83, 1.0, 79, 4.0]",1
Ca1Au5,"[20, 1.0, 79, 5.0]",1
Ca1Hg1,"[20, 1.0, 80, 1.0]",1
Ca1Hg2,"[20, 1.0, 80, 2.0]",1
Ca1Hg3,"[20, 1.0, 80, 3.0]",1
Ca1Tl1,"[20, 1.0, 81, 1.0]",0
Ca1Tl3,"[20, 1.0, 81, 3.0]",1
Ca1Pb1,"[20, 1.0, 82, 1.0]",1
Ca1Pb3,"[20, 1.0, 82, 3.0]",1
Ca1Bi2,"[20, 1.0, 83, 2.0]",1
Ca21Zn4As18,"[20, 21.0, 30, 4.0, 33, 18.0]",1
Ca21Zn4Sb18,"[20, 21.0, 30, 4.0, 51, 18.0]",1
Ca21Cd4Bi18,"[20, 21.0, 48, 4.0, 83, 18.0]",1
Ca2Ni12As7,"[20, 2.0, 28, 12.0, 33, 7.0]",1
Ca2Ni3Ge2,"[20, 2.0, 28, 3.0, 32, 2.0]",1
Ca2Ni7,"[20, 2.0, 28, 7.0]",1
Ca2Cu1,"[20, 2.0, 29, 1.0]",1
Ca2Ga1Cu2,"[20, 2.0, 31, 1.0, 29, 2.0]",1
Ca2Ga1Pd2,"[20, 2.0, 31, 1.0, 46, 2.0]",1
Ca2Ga1Pt2,"[20, 2.0, 31, 1.0, 78, 2.0]",1
Ca2Ge1,"[20, 2.0, 32, 1.0]",1
Ca2Ge1Pd2,"[20, 2.0, 32, 1.0, 46, 2.0]",1
Ca2Ge1Pd3,"[20, 2.0, 32, 1.0, 46, 3.0]",1
Ca2Ge1Pt2,"[20, 2.0, 32, 1.0, 78, 2.0]",1
Ca2As1I1,"[20, 2.0, 33, 1.0, 53, 1.0]",1
Ca2Cd1As2,"[20, 2.0, 48, 1.0, 33, 2.0]",1
Ca2Ag1Pd2,"[20, 2.0, 47, 1.0, 46, 2.0]",1
Ca2Cd1Pd2,"[20, 2.0, 48, 1.0, 46, 2.0]",1
Ca2In1Pd2,"[20, 2.0, 49, 1.0, 46, 2.0]",1
Ca2Sb4Pd3,"[20, 2.0, 51, 4.0, 46, 3.0]",1
Ca2Ag7,"[20, 2.0, 47, 7.0]",1
Ca2Cd1Sb2,"[20, 2.0, 48, 1.0, 51, 2.0]",1
Ca2Cd1Pt2,"[20, 2.0, 48, 1.0, 78, 2.0]",1
Ca2In1Pt2,"[20, 2.0, 49, 1.0, 78, 2.0]",1
Ca2Sn1,"[20, 2.0, 50, 1.0]",1
Ca2Sn5Pt3,"[20, 2.0, 50, 5.0, 78, 3.0]",1
Ca2Sb1,"[20, 2.0, 51, 1.0]",1
Ca2Pb1Au2,"[20, 2.0, 82, 1.0, 79, 2.0]",1
Ca2Hg1,"[20, 2.0, 80, 1.0]",0
Ca2Pb1,"[20, 2.0, 82, 1.0]",1
Ca2Bi1,"[20, 2.0, 83, 1.0]",0
Ca28Ga11,"[20, 28.0, 31, 11.0]",1
Ca31Sn20,"[20, 31.0, 50, 20.0]",1
Ca3Ga4Ni4,"[20, 3.0, 31, 4.0, 28, 4.0]",1
Ca3In4Ni8,"[20, 3.0, 49, 4.0, 28, 8.0]",1
Ca3Cu8Sn4,"[20, 3.0, 29, 8.0, 50, 4.0]",1
Ca3Ga1As3,"[20, 3.0, 31, 1.0, 33, 3.0]",1
Ca3Ga2Pd2,"[20, 3.0, 31, 2.0, 46, 2.0]",1
Ca3Ga2Pt2,"[20, 3.0, 31, 2.0, 78, 2.0]",1
Ca3Ga3Rh2,"[20, 3.0, 31, 3.0, 45, 2.0]",1
Ca3Ga3Ir2,"[20, 3.0, 31, 3.0, 77, 2.0]",0
Ca3Ga5,"[20, 3.0, 31, 5.0]",1
Ca3Ge2As4,"[20, 3.0, 32, 2.0, 33, 4.0]",1
Ca3Ge2Au9,"[20, 3.0, 32, 2.0, 79, 9.0]",1
Ca3Ge4Ir4,"[20, 3.0, 32, 4.0, 77, 4.0]",1
Ca3Ge4Au7,"[20, 3.0, 32, 4.0, 79, 7.0]",1
Ca3As1Br3,"[20, 3.0, 33, 1.0, 35, 3.0]",1
Ca3As1I3,"[20, 3.0, 33, 1.0, 53, 3.0]",1
Ca3In2As4,"[20, 3.0, 49, 2.0, 33, 4.0]",1
Ca3Sn13Rh4,"[20, 3.0, 50, 13.0, 45, 4.0]",1
Ca3Pd2,"[20, 3.0, 46, 2.0]",1
Ca3Bi8Pd4,"[20, 3.0, 83, 8.0, 46, 4.0]",1
Ca3Cd8Pt4,"[20, 3.0, 48, 8.0, 78, 4.0]",1
Ca3In1Au3,"[20, 3.0, 49, 1.0, 79, 3.0]",1
Ca3Sn13Ir4,"[20, 3.0, 50, 13.0, 77, 4.0]",1
Ca3Sb1I3,"[20, 3.0, 51, 1.0, 53, 3.0]",1
Ca3Pt2,"[20, 3.0, 78, 2.0]",1
Ca3Au1,"[20, 3.0, 79, 1.0]",0
Ca3Au4,"[20, 3.0, 79, 4.0]",0
Ca3Hg2,"[20, 3.0, 80, 2.0]",0
Ca3Tl5,"[20, 3.0, 81, 5.0]",1
Ca4Ni4Ge3,"[20, 4.0, 28, 4.0, 32, 3.0]",1
Ca4As3,"[20, 4.0, 33, 3.0]",1
Ca4As7Ir8,"[20, 4.0, 33, 7.0, 77, 8.0]",1
Ca4In3Au10,"[20, 4.0, 49, 3.0, 79, 10.0]",0
Ca5Ni17Ge8,"[20, 5.0, 28, 17.0, 32, 8.0]",1
Ca5Cd1Cu2,"[20, 5.0, 48, 1.0, 29, 2.0]",1
Ca5Zn3,"[20, 5.0, 30, 3.0]",1
Ca5Ga2As6,"[20, 5.0, 31, 2.0, 33, 6.0]",1
Ca5Ga2Sb6,"[20, 5.0, 31, 2.0, 51, 6.0]",1
Ca5Ge6Pd6,"[20, 5.0, 32, 6.0, 46, 6.0]",1
Ca5As3,"[20, 5.0, 33, 3.0]",1
Ca5Sn2As6,"[20, 5.0, 50, 2.0, 33, 6.0]",1
Ca5Rh1,"[20, 5.0, 45, 1.0]",1
Ca5Pd2,"[20, 5.0, 46, 2.0]",1
Ca5Ag3,"[20, 5.0, 47, 3.0]",1
Ca5In2Sb6,"[20, 5.0, 49, 2.0, 51, 6.0]",1
Ca5Sb3,"[20, 5.0, 51, 3.0]",1
Ca5Ir1,"[20, 5.0, 77, 1.0]",1
Ca5Pt2,"[20, 5.0, 78, 2.0]",1
Ca5Au2,"[20, 5.0, 79, 2.0]",1
Ca5Au3,"[20, 5.0, 79, 3.0]",1
Ca5Au4,"[20, 5.0, 79, 4.0]",1
Ca5Bi3,"[20, 5.0, 83, 3.0]",1
Ca6Cu2Sn7,"[20, 6.0, 29, 2.0, 50, 7.0]",1
Ca7Ni4Sn13,"[20, 7.0, 28, 4.0, 50, 13.0]",1
Ca8In3,"[20, 8.0, 49, 3.0]",1
Ca9Zn4Sb9,"[20, 9.0, 30, 4.0, 51, 9.0]",1
Ca9Zn4Bi9,"[20, 9.0, 30, 4.0, 83, 9.0]",0
Ca9Cd4Bi9,"[20, 9.0, 48, 4.0, 83, 9.0]",1
Li1Ca10Mg1Sb9,"[3, 1.0, 20, 10.0, 12, 1.0, 51, 9.0]",1
Li1Ca1Si2,"[3, 1.0, 20, 1.0, 14, 2.0]",1
Li1Ca2Si3,"[3, 1.0, 20, 2.0, 14, 3.0]",1
Li1Ca1P1,"[3, 1.0, 20, 1.0, 15, 1.0]",1
Li1Ca11Sb9,"[3, 1.0, 20, 11.0, 51, 9.0]",1
Li1Ca1Ge2,"[3, 1.0, 20, 1.0, 32, 2.0]",1
Li1Ca1As1,"[3, 1.0, 20, 1.0, 33, 1.0]",1
Li1Ca1Sn1,"[3, 1.0, 20, 1.0, 50, 1.0]",1
Li1Ca1Sb1,"[3, 1.0, 20, 1.0, 51, 1.0]",1
Li1Ca1Pb1,"[3, 1.0, 20, 1.0, 82, 1.0]",1
Li1Ca1Bi1,"[3, 1.0, 20, 1.0, 83, 1.0]",0
Li1Ca2In1Ge2,"[3, 1.0, 20, 2.0, 49, 1.0, 32, 2.0]",1
Li1Ca2Ge3,"[3, 1.0, 20, 2.0, 32, 3.0]",1
Li1Ca1B1O3,"[3, 1.0, 20, 1.0, 5, 1.0, 8, 3.0]",1
Li1Ca4B3N6,"[3, 1.0, 20, 4.0, 5, 3.0, 7, 6.0]",1
Li1Ca1N1,"[3, 1.0, 20, 1.0, 7, 1.0]",1
Li1Ca1Al1N2,"[3, 1.0, 20, 1.0, 13, 1.0, 7, 2.0]",1
Li1Ca1Ga1N2,"[3, 1.0, 20, 1.0, 31, 1.0, 7, 2.0]",1
Li1Ca3Si2N5,"[3, 1.0, 20, 3.0, 14, 2.0, 7, 5.0]",1
Li1Ca9Mn1P7O28,"[3, 1.0, 20, 9.0, 25, 1.0, 15, 7.0, 8, 28.0]",1
Li1Ca3Ru1O6,"[3, 1.0, 20, 3.0, 44, 1.0, 8, 6.0]",1
Li1Ca3Os1O6,"[3, 1.0, 20, 3.0, 76, 1.0, 8, 6.0]",1
Li1Ca1Al1F6,"[3, 1.0, 20, 1.0, 13, 1.0, 9, 6.0]",1
Li1Ca1V1F6,"[3, 1.0, 20, 1.0, 23, 1.0, 9, 6.0]",1
Li1Ca1Cr1F6,"[3, 1.0, 20, 1.0, 24, 1.0, 9, 6.0]",1
Li1Ca1Fe1F6,"[3, 1.0, 20, 1.0, 26, 1.0, 9, 6.0]",1
Li1Ca1Ni1F6,"[3, 1.0, 20, 1.0, 28, 1.0, 9, 6.0]",1
Li1Ca1Ga1F6,"[3, 1.0, 20, 1.0, 31, 1.0, 9, 6.0]",1
Li2Ca1,"[3, 2.0, 20, 1.0]",1
Li2Ca3Be3Si3O12F2,"[3, 2.0, 20, 3.0, 4, 3.0, 14, 3.0, 8, 12.0, 9, 2.0]",1
Li2Ca1Si2N4,"[3, 2.0, 20, 1.0, 14, 2.0, 7, 4.0]",1
Li2Ca1Si1O4,"[3, 2.0, 20, 1.0, 14, 1.0, 8, 4.0]",1
Li2Ca1Ge1O4,"[3, 2.0, 20, 1.0, 32, 1.0, 8, 4.0]",1
Li2Ca1Ta2O7,"[3, 2.0, 20, 1.0, 73, 2.0, 8, 7.0]",1
Li2Ca1Hf1F8,"[3, 2.0, 20, 1.0, 72, 1.0, 9, 8.0]",1
Li3Ca1Mn1N3,"[3, 3.0, 20, 1.0, 25, 1.0, 7, 3.0]",1
K1Li3Ca7Ti2Si12O36F2,"[19, 1.0, 3, 3.0, 20, 7.0, 22, 2.0, 14, 12.0, 8, 36.0, 9, 2.0]",1
Li4Ca1B2O6,"[3, 4.0, 20, 1.0, 5, 2.0, 8, 6.0]",1
Li4Ca2Mg1Si2N6,"[3, 4.0, 20, 2.0, 12, 1.0, 14, 2.0, 7, 6.0]",1
Li4Ca3Si2N6,"[3, 4.0, 20, 3.0, 14, 2.0, 7, 6.0]",1
Sr1Li4Ca1Si2O8,"[38, 1.0, 3, 4.0, 20, 1.0, 14, 2.0, 8, 8.0]",1
Li6Ca17Hg9,"[3, 6.0, 20, 17.0, 80, 9.0]",1
Li6Ca12Re4N16O3,"[3, 6.0, 20, 12.0, 75, 4.0, 7, 16.0, 8, 3.0]",1
Ca1Be13,"[20, 1.0, 4, 13.0]",1
Na1Ca1Be1Si2O6F1,"[11, 1.0, 20, 1.0, 4, 1.0, 14, 2.0, 8, 6.0, 9, 1.0]",1
Ca1Be2P2,"[20, 1.0, 4, 2.0, 15, 2.0]",1
Ca1Be2As2,"[20, 1.0, 4, 2.0, 33, 2.0]",1
Ca1Be2N2,"[20, 1.0, 4, 2.0, 7, 2.0]",1
Ca3Ti1Be2Si2As6O20,"[20, 3.0, 22, 1.0, 4, 2.0, 14, 2.0, 33, 6.0, 8, 20.0]",1
Ca1Be2P2O8,"[20, 1.0, 4, 2.0, 15, 2.0, 8, 8.0]",1
Ca1Mn2Be3Si3O12,"[20, 1.0, 25, 2.0, 4, 3.0, 14, 3.0, 8, 12.0]",1
Rb2Ca2Be3F12,"[37, 2.0, 20, 2.0, 4, 3.0, 9, 12.0]",1
Cs2Ca2Be3F12,"[55, 2.0, 20, 2.0, 4, 3.0, 9, 12.0]",1
Ca1La2B10O19,"[20, 1.0, 57, 2.0, 5, 10.0, 8, 19.0]",1
Ca1Ni4B1,"[20, 1.0, 28, 4.0, 5, 1.0]",1
Ca1B1Pd3,"[20, 1.0, 5, 1.0, 46, 3.0]",1
Ca7B14Rh20,"[20, 7.0, 5, 14.0, 45, 20.0]",1
Ca3B1C1N1Cl2,"[20, 3.0, 5, 1.0, 6, 1.0, 7, 1.0, 17, 2.0]",1
Ca3B1C1Br2N1,"[20, 3.0, 5, 1.0, 6, 1.0, 35, 2.0, 7, 1.0]",1
Ca1Ni1B1N1,"[20, 1.0, 28, 1.0, 5, 1.0, 7, 1.0]",1
Ca2B1N2Cl1,"[20, 2.0, 5, 1.0, 7, 2.0, 17, 1.0]",1
Ca3B1I3N2,"[20, 3.0, 5, 1.0, 53, 3.0, 7, 2.0]",1
Ca2B1N2F1,"[20, 2.0, 5, 1.0, 7, 2.0, 9, 1.0]",1
Ca3B1N3,"[20, 3.0, 5, 1.0, 7, 3.0]",1
Ca2B1Cl1O3,"[20, 2.0, 5, 1.0, 17, 1.0, 8, 3.0]",1
Ca1Al1B1O4,"[20, 1.0, 13, 1.0, 5, 1.0, 8, 4.0]",1
Ca1Ga1B1O4,"[20, 1.0, 31, 1.0, 5, 1.0, 8, 4.0]",1
Ca1Y1B1O4,"[20, 1.0, 39, 1.0, 5, 1.0, 8, 4.0]",1
Ca1B2Rh2,"[20, 1.0, 5, 2.0, 45, 2.0]",1
Ca1B2Rh3,"[20, 1.0, 5, 2.0, 45, 3.0]",1
Ca1B2Ir2,"[20, 1.0, 5, 2.0, 77, 2.0]",1
Ca3Ni7B2,"[20, 3.0, 28, 7.0, 5, 2.0]",1
Ca1B2C2,"[20, 1.0, 5, 2.0, 6, 2.0]",1
Ca9B2C4Cl8,"[20, 9.0, 5, 2.0, 6, 4.0, 17, 8.0]",1
Ba2Ca1Si4B2O14,"[56, 2.0, 20, 1.0, 14, 4.0, 5, 2.0, 8, 14.0]",1
Ca1B2O4,"[20, 1.0, 5, 2.0, 8, 4.0]",1
Ba1Ca1B2O5,"[56, 1.0, 20, 1.0, 5, 2.0, 8, 5.0]",1
Ca2B2O5,"[20, 2.0, 5, 2.0, 8, 5.0]",1
Ca1Sn1B2O6,"[20, 1.0, 50, 1.0, 5, 2.0, 8, 6.0]",1
Ba2Ca1B2O6,"[56, 2.0, 20, 1.0, 5, 2.0, 8, 6.0]",1
Ca3B2O6,"[20, 3.0, 5, 2.0, 8, 6.0]",1
Ca1Al2B2O7,"[20, 1.0, 13, 2.0, 5, 2.0, 8, 7.0]",1
Ca1B2F8,"[20, 1.0, 5, 2.0, 9, 8.0]",1
Ca4Mn3B3C1O15,"[20, 4.0, 25, 3.0, 5, 3.0, 6, 1.0, 8, 15.0]",1
Ca4Y1B3O10,"[20, 4.0, 39, 1.0, 5, 3.0, 8, 10.0]",1
Ca4La1B3O10,"[20, 4.0, 57, 1.0, 5, 3.0, 8, 10.0]",1
Ca4Nd1B3O10,"[20, 4.0, 60, 1.0, 5, 3.0, 8, 10.0]",1
Ca4Sm1B3O10,"[20, 4.0, 62, 1.0, 5, 3.0, 8, 10.0]",1
Ca4Gd1B3O10,"[20, 4.0, 64, 1.0, 5, 3.0, 8, 10.0]",1
Ca4Er1B3O10,"[20, 4.0, 68, 1.0, 5, 3.0, 8, 10.0]",1
K1Ca4B3O9,"[19, 1.0, 20, 4.0, 5, 3.0, 8, 9.0]",1
Ca1B4,"[20, 1.0, 5, 4.0]",1
Ca5Ni15B4,"[20, 5.0, 28, 15.0, 5, 4.0]",1
Ca1B4O7,"[20, 1.0, 5, 4.0, 8, 7.0]",1
Ca2B5Os3,"[20, 2.0, 5, 5.0, 76, 3.0]",0
Na3Ca1B5O10,"[11, 3.0, 20, 1.0, 5, 5.0, 8, 10.0]",1
Ca3La3B5O15,"[20, 3.0, 57, 3.0, 5, 5.0, 8, 15.0]",1
Ca2B5Cl1O9,"[20, 2.0, 5, 5.0, 17, 1.0, 8, 9.0]",1
Ca2B5Br1O9,"[20, 2.0, 5, 5.0, 35, 1.0, 8, 9.0]",1
Ca1B6,"[20, 1.0, 5, 6.0]",1
Ca1Ni12B6,"[20, 1.0, 28, 12.0, 5, 6.0]",1
Ca3B6Rh8,"[20, 3.0, 5, 6.0, 45, 8.0]",1
Ca1B6O10,"[20, 1.0, 5, 6.0, 8, 10.0]",1
Ca2B6O11,"[20, 2.0, 5, 6.0, 8, 11.0]",1
Ba2Ca1B6O12,"[56, 2.0, 20, 1.0, 5, 6.0, 8, 12.0]",1
Ca10Ge16B6O51,"[20, 10.0, 32, 16.0, 5, 6.0, 8, 51.0]",0
Ca1C1N2,"[20, 1.0, 6, 1.0, 7, 2.0]",1
Sr3Ca1C1N4,"[38, 3.0, 20, 1.0, 6, 1.0, 7, 4.0]",1
Ca4C1N4,"[20, 4.0, 6, 1.0, 7, 4.0]",1
Ca10P6C1O27,"[20, 10.0, 15, 6.0, 6, 1.0, 8, 27.0]",1
Ca1C1O3,"[20, 1.0, 6, 1.0, 8, 3.0]",1
K1Ca1C1O3F1,"[19, 1.0, 20, 1.0, 6, 1.0, 8, 3.0, 9, 1.0]",1
Rb1Ca1C1O3F1,"[37, 1.0, 20, 1.0, 6, 1.0, 8, 3.0, 9, 1.0]",1
Ca1C2N2O2,"[20, 1.0, 6, 2.0, 7, 2.0, 8, 2.0]",1
Ca1Mg1C2O6,"[20, 1.0, 12, 1.0, 6, 2.0, 8, 6.0]",1
K2Ca1C2O6,"[19, 2.0, 20, 1.0, 6, 2.0, 8, 6.0]",1
Ca3C3Cl2,"[20, 3.0, 6, 3.0, 17, 2.0]",1
Na2Ca2C3O9,"[11, 2.0, 20, 2.0, 6, 3.0, 8, 9.0]",1
Ca4Ni3C5,"[20, 4.0, 28, 3.0, 6, 5.0]",1
Ca11Sn3C8,"[20, 11.0, 50, 3.0, 6, 8.0]",1
Ca3P1N1,"[20, 3.0, 15, 1.0, 7, 1.0]",1
Ca2N1Cl1,"[20, 2.0, 7, 1.0, 17, 1.0]",1
Ca1Ni1N1,"[20, 1.0, 28, 1.0, 7, 1.0]",1
Ca1Ga1N1,"[20, 1.0, 31, 1.0, 7, 1.0]",1
Ca2N1,"[20, 2.0, 7, 1.0]",1
Ca2Br1N1,"[20, 2.0, 35, 1.0, 7, 1.0]",1
Ca2In1N1,"[20, 2.0, 49, 1.0, 7, 1.0]",1
Ca2I1N1,"[20, 2.0, 53, 1.0, 7, 1.0]",1
Ca2Au1N1,"[20, 2.0, 79, 1.0, 7, 1.0]",0
Ca3Ge1N1,"[20, 3.0, 32, 1.0, 7, 1.0]",1
Ca3As1N1,"[20, 3.0, 33, 1.0, 7, 1.0]",1
Ca3Bi1N1,"[20, 3.0, 83, 1.0, 7, 1.0]",1
Ca4In2N1,"[20, 4.0, 49, 2.0, 7, 1.0]",1
Ca6Ag16N1,"[20, 6.0, 47, 16.0, 7, 1.0]",1
Ba1Ca2P6N12,"[56, 1.0, 20, 2.0, 15, 6.0, 7, 12.0]",1
Ca1Mg2N2,"[20, 1.0, 12, 2.0, 7, 2.0]",1
Ca1Si1N2,"[20, 1.0, 14, 1.0, 7, 2.0]",1
Ca1N2,"[20, 1.0, 7, 2.0]",1
Ca1Ge1N2,"[20, 1.0, 32, 1.0, 7, 2.0]",1
Ca2Zn1N2,"[20, 2.0, 30, 1.0, 7, 2.0]",1
Ca2Ge1N2,"[20, 2.0, 32, 1.0, 7, 2.0]",1
Ca3N2,"[20, 3.0, 7, 2.0]",1
Ca7Tl3N2,"[20, 7.0, 81, 3.0, 7, 2.0]",1
Ca1Si2N2O2,"[20, 1.0, 14, 2.0, 7, 2.0, 8, 2.0]",1
Ca1N2O6,"[20, 1.0, 7, 2.0, 8, 6.0]",1
Ca3Al1N3,"[20, 3.0, 13, 1.0, 7, 3.0]",1
Ca2P1N3,"[20, 2.0, 15, 1.0, 7, 3.0]",1
Ca2V1N3,"[20, 2.0, 23, 1.0, 7, 3.0]",1
Ca3V1N3,"[20, 3.0, 23, 1.0, 7, 3.0]",1
Ca3Cr1N3,"[20, 3.0, 24, 1.0, 7, 3.0]",1
Ca3Mn1N3,"[20, 3.0, 25, 1.0, 7, 3.0]",1
Ca1Mg3Si1N4,"[20, 1.0, 12, 3.0, 14, 1.0, 7, 4.0]",1
Ca3Al2N4,"[20, 3.0, 13, 2.0, 7, 4.0]",1
Ca4Si1N4,"[20, 4.0, 14, 1.0, 7, 4.0]",1
Ba2Ca1Mo1N4,"[56, 2.0, 20, 1.0, 42, 1.0, 7, 4.0]",1
Sr1Ca2W1N4,"[38, 1.0, 20, 2.0, 74, 1.0, 7, 4.0]",0
Ba1Ca2W1N4,"[56, 1.0, 20, 2.0, 74, 1.0, 7, 4.0]",1
Ca3Ga2N4,"[20, 3.0, 31, 2.0, 7, 4.0]",1
Ca4Ti1N4,"[20, 4.0, 22, 1.0, 7, 4.0]",1
Ba1Ca4Co2N4,"[56, 1.0, 20, 4.0, 27, 2.0, 7, 4.0]",1
Ba1Ca4Cu2N4,"[56, 1.0, 20, 4.0, 29, 2.0, 7, 4.0]",1
Ca4Ge1N4,"[20, 4.0, 32, 1.0, 7, 4.0]",1
Ca5Co2N4,"[20, 5.0, 27, 2.0, 7, 4.0]",1
Ca5Ga2N4,"[20, 5.0, 31, 2.0, 7, 4.0]",1
Ca6Mn1N5,"[20, 6.0, 25, 1.0, 7, 5.0]",1
Ca6Fe1N5,"[20, 6.0, 26, 1.0, 7, 5.0]",1
Ca6Ga1N5,"[20, 6.0, 31, 1.0, 7, 5.0]",1
Ca51W12N56O3,"[20, 51.0, 74, 12.0, 7, 56.0, 8, 3.0]",0
Ba14Na14Ca1N6,"[56, 14.0, 11, 14.0, 20, 1.0, 7, 6.0]",1
Ba14Na7Ca1N6,"[56, 14.0, 11, 7.0, 20, 1.0, 7, 6.0]",1
Ba3Ca2Si2N6,"[56, 3.0, 20, 2.0, 14, 2.0, 7, 6.0]",1
Ca5Si2N6,"[20, 5.0, 14, 2.0, 7, 6.0]",1
Ca19In8N7,"[20, 19.0, 49, 8.0, 7, 7.0]",1
Ca5Al2Si2N8,"[20, 5.0, 13, 2.0, 14, 2.0, 7, 8.0]",1
Ca2Si5N8,"[20, 2.0, 14, 5.0, 7, 8.0]",1
Ca7Nb1Si2N9,"[20, 7.0, 41, 1.0, 14, 2.0, 7, 9.0]",1
Na2Ca3Si3O10,"[11, 2.0, 20, 3.0, 14, 3.0, 8, 10.0]",1
Ca1S3O10,"[20, 1.0, 16, 3.0, 8, 10.0]",1
Ca1Sb10S6O10,"[20, 1.0, 51, 10.0, 16, 6.0, 8, 10.0]",1
Ca2Cu1Te4Cl2O10,"[20, 2.0, 29, 1.0, 52, 4.0, 17, 2.0, 8, 10.0]",1
Cs1Ca2Nb3O10,"[55, 1.0, 20, 2.0, 41, 3.0, 8, 10.0]",1
Ca2Si3Pb3O11,"[20, 2.0, 14, 3.0, 82, 3.0, 8, 11.0]",1
Ca1Nb2P2O11,"[20, 1.0, 41, 2.0, 15, 2.0, 8, 11.0]",1
Ca1P4O11,"[20, 1.0, 15, 4.0, 8, 11.0]",1
Ca1Ta4O11,"[20, 1.0, 73, 4.0, 8, 11.0]",1
Ca3Si1O1,"[20, 3.0, 14, 1.0, 8, 1.0]",1
Ca4P2O1,"[20, 4.0, 15, 2.0, 8, 1.0]",1
Ca4Cl6O1,"[20, 4.0, 17, 6.0, 8, 1.0]",1
Ca1O1,"[20, 1.0, 8, 1.0]",1
Ca3Ge1O1,"[20, 3.0, 32, 1.0, 8, 1.0]",1
Ca3Sn1O1,"[20, 3.0, 50, 1.0, 8, 1.0]",1
Ca3Pb1O1,"[20, 3.0, 82, 1.0, 8, 1.0]",1
Ca4As2O1,"[20, 4.0, 33, 2.0, 8, 1.0]",1
Ca4Sb2O1,"[20, 4.0, 51, 2.0, 8, 1.0]",1
Ca4Bi2O1,"[20, 4.0, 83, 2.0, 8, 1.0]",1
Ca1Mg2S3O12,"[20, 1.0, 12, 2.0, 16, 3.0, 8, 12.0]",1
Ca3Al2Ge3O12,"[20, 3.0, 13, 2.0, 32, 3.0, 8, 12.0]",1
Ca4Al6S1O12,"[20, 4.0, 13, 6.0, 16, 1.0, 8, 12.0]",1
Ca4Al6Te1O12,"[20, 4.0, 13, 6.0, 52, 1.0, 8, 12.0]",1
Ca1Mn6Si1O12,"[20, 1.0, 25, 6.0, 14, 1.0, 8, 12.0]",1
Ca2Zn3Si3Pb1O12,"[20, 2.0, 30, 3.0, 14, 3.0, 82, 1.0, 8, 12.0]",1
