new_formula,composition_vector,is_superconductor
Fe2Ni3H4Se6O20,"[26, 2.0, 28, 3.0, 1, 4.0, 34, 6.0, 8, 20.0]",1
Na1Ni1H4S1O6F1,"[11, 1.0, 28, 1.0, 1, 4.0, 16, 1.0, 8, 6.0, 9, 1.0]",1
Si2Ni3H4O9,"[14, 2.0, 28, 3.0, 1, 4.0, 8, 9.0]",1
Ce8Ni18P11,"[58, 8.0, 28, 18.0, 15, 11.0]",1
Pr8Ni18P11,"[59, 8.0, 28, 18.0, 15, 11.0]",1
Nd8Ni18P11,"[60, 8.0, 28, 18.0, 15, 11.0]",1
Tb8Ni18P11,"[65, 8.0, 28, 18.0, 15, 11.0]",1
Dy8Ni18P11,"[66, 8.0, 28, 18.0, 15, 11.0]",1
Er8Ni18P11,"[68, 8.0, 28, 18.0, 15, 11.0]",1
Ni1P1S1,"[28, 1.0, 15, 1.0, 16, 1.0]",1
K1Ni1P1S4,"[19, 1.0, 28, 1.0, 15, 1.0, 16, 4.0]",1
Sc1Ni1P1,"[21, 1.0, 28, 1.0, 15, 1.0]",1
Ti1Ni1P1,"[22, 1.0, 28, 1.0, 15, 1.0]",1
V1Ni1P1,"[23, 1.0, 28, 1.0, 15, 1.0]",1
Cr1Ni1P1,"[24, 1.0, 28, 1.0, 15, 1.0]",1
Mn1Ni1P1,"[25, 1.0, 28, 1.0, 15, 1.0]",1
Fe2Ni1P1,"[26, 2.0, 28, 1.0, 15, 1.0]",1
Y1Ni1P1,"[39, 1.0, 28, 1.0, 15, 1.0]",1
Zr2Ni1P1,"[40, 2.0, 28, 1.0, 15, 1.0]",1
Nb1Ni1P1,"[41, 1.0, 28, 1.0, 15, 1.0]",1
Ni1Mo1P1,"[28, 1.0, 42, 1.0, 15, 1.0]",1
Ni1P1Rh1,"[28, 1.0, 15, 1.0, 45, 1.0]",1
La1Ni1P1,"[57, 1.0, 28, 1.0, 15, 1.0]",1
Ce1Ni1P1,"[58, 1.0, 28, 1.0, 15, 1.0]",1
Pr1Ni1P1,"[59, 1.0, 28, 1.0, 15, 1.0]",1
Nd1Ni1P1,"[60, 1.0, 28, 1.0, 15, 1.0]",1
Sm1Ni1P1,"[62, 1.0, 28, 1.0, 15, 1.0]",1
Eu1Ni1P1,"[63, 1.0, 28, 1.0, 15, 1.0]",1
Tb1Ni1P1,"[65, 1.0, 28, 1.0, 15, 1.0]",1
Dy1Ni1P1,"[66, 1.0, 28, 1.0, 15, 1.0]",1
Er1Ni1P1,"[68, 1.0, 28, 1.0, 15, 1.0]",1
Tm1Ni1P1,"[69, 1.0, 28, 1.0, 15, 1.0]",1
Lu1Ni1P1,"[71, 1.0, 28, 1.0, 15, 1.0]",1
Hf1Ni1P1,"[72, 1.0, 28, 1.0, 15, 1.0]",1
Hf2Ni1P1,"[72, 2.0, 28, 1.0, 15, 1.0]",1
Ta1Ni1P1,"[73, 1.0, 28, 1.0, 15, 1.0]",1
Ni2P1Pd1,"[28, 2.0, 15, 1.0, 46, 1.0]",1
Ni2Sn1P1,"[28, 2.0, 50, 1.0, 15, 1.0]",1
Ni3P1,"[28, 3.0, 15, 1.0]",1
Y6Ni20P13,"[39, 6.0, 28, 20.0, 15, 13.0]",1
Zr6Ni20P13,"[40, 6.0, 28, 20.0, 15, 13.0]",1
Ce6Ni20P13,"[58, 6.0, 28, 20.0, 15, 13.0]",1
Pr6Ni20P13,"[59, 6.0, 28, 20.0, 15, 13.0]",1
Nd6Ni20P13,"[60, 6.0, 28, 20.0, 15, 13.0]",1
Ho6Ni20P13,"[67, 6.0, 28, 20.0, 15, 13.0]",1
Er6Ni20P13,"[68, 6.0, 28, 20.0, 15, 13.0]",1
La6Ni6P17,"[57, 6.0, 28, 6.0, 15, 17.0]",1
Y15Ni28P21,"[39, 15.0, 28, 28.0, 15, 21.0]",1
Tb15Ni28P21,"[65, 15.0, 28, 28.0, 15, 21.0]",0
K2Ni1P2,"[19, 2.0, 28, 1.0, 15, 2.0]",1
Ca1Ni2P2,"[20, 1.0, 28, 2.0, 15, 2.0]",1
Ni1P2,"[28, 1.0, 15, 2.0]",1
Rb2Ni1P2,"[37, 2.0, 28, 1.0, 15, 2.0]",1
Zr2Ni1P2,"[40, 2.0, 28, 1.0, 15, 2.0]",1
Nb1Ni1P2,"[41, 1.0, 28, 1.0, 15, 2.0]",1
Ni1Mo1P2,"[28, 1.0, 42, 1.0, 15, 2.0]",1
Ni1P2W1,"[28, 1.0, 15, 2.0, 74, 1.0]",1
Y1Ni2P2,"[39, 1.0, 28, 2.0, 15, 2.0]",1
Ba1Ni2P2,"[56, 1.0, 28, 2.0, 15, 2.0]",1
La1Ni2P2,"[57, 1.0, 28, 2.0, 15, 2.0]",1
Ce1Ni2P2,"[58, 1.0, 28, 2.0, 15, 2.0]",1
Pr1Ni2P2,"[59, 1.0, 28, 2.0, 15, 2.0]",1
Nd1Ni2P2,"[60, 1.0, 28, 2.0, 15, 2.0]",1
Sm1Ni2P2,"[62, 1.0, 28, 2.0, 15, 2.0]",1
Eu1Ni2P2,"[63, 1.0, 28, 2.0, 15, 2.0]",1
Gd1Ni2P2,"[64, 1.0, 28, 2.0, 15, 2.0]",1
Tb1Ni2P2,"[65, 1.0, 28, 2.0, 15, 2.0]",1
Dy1Ni2P2,"[66, 1.0, 28, 2.0, 15, 2.0]",1
Ho1Ni2P2,"[67, 1.0, 28, 2.0, 15, 2.0]",1
Er1Ni2P2,"[68, 1.0, 28, 2.0, 15, 2.0]",1
Tm1Ni2P2,"[69, 1.0, 28, 2.0, 15, 2.0]",1
Th1Ni2P2,"[90, 1.0, 28, 2.0, 15, 2.0]",0
U1Ni2P2,"[92, 1.0, 28, 2.0, 15, 2.0]",1
Y1Ni4P2,"[39, 1.0, 28, 4.0, 15, 2.0]",1
Zr1Ni4P2,"[40, 1.0, 28, 4.0, 15, 2.0]",1
Sm1Ni4P2,"[62, 1.0, 28, 4.0, 15, 2.0]",1
Tb1Ni4P2,"[65, 1.0, 28, 4.0, 15, 2.0]",1
Dy1Ni4P2,"[66, 1.0, 28, 4.0, 15, 2.0]",1
Ho1Ni4P2,"[67, 1.0, 28, 4.0, 15, 2.0]",1
Er1Ni4P2,"[68, 1.0, 28, 4.0, 15, 2.0]",1
Tm1Ni4P2,"[69, 1.0, 28, 4.0, 15, 2.0]",1
Lu1Ni4P2,"[71, 1.0, 28, 4.0, 15, 2.0]",1
Hf1Ni4P2,"[72, 1.0, 28, 4.0, 15, 2.0]",1
U1Ni4P2,"[92, 1.0, 28, 4.0, 15, 2.0]",0
Ni1P3,"[28, 1.0, 15, 3.0]",1
Zn1Ni10P3,"[30, 1.0, 28, 10.0, 15, 3.0]",1
Ga1Ni10P3,"[31, 1.0, 28, 10.0, 15, 3.0]",1
Ni10Sn1P3,"[28, 10.0, 50, 1.0, 15, 3.0]",1
Ni10Sn5P3,"[28, 10.0, 50, 5.0, 15, 3.0]",1
Ni13Sn8P3,"[28, 13.0, 50, 8.0, 15, 3.0]",1
Zr2Ni3P3,"[40, 2.0, 28, 3.0, 15, 3.0]",1
Hf2Ni3P3,"[72, 2.0, 28, 3.0, 15, 3.0]",1
Sr1Ni5P3,"[38, 1.0, 28, 5.0, 15, 3.0]",1
La1Ni5P3,"[57, 1.0, 28, 5.0, 15, 3.0]",1
Eu1Ni5P3,"[63, 1.0, 28, 5.0, 15, 3.0]",1
Pr25Ni49P33,"[59, 25.0, 28, 49.0, 15, 33.0]",0
Er25Ni49P33,"[68, 25.0, 28, 49.0, 15, 33.0]",0
Ca2Ni7P4,"[20, 2.0, 28, 7.0, 15, 4.0]",1
Sr1Ni2P4,"[38, 1.0, 28, 2.0, 15, 4.0]",1
Zr9Ni2P4,"[40, 9.0, 28, 2.0, 15, 4.0]",1
Ba1Ni2P4,"[56, 1.0, 28, 2.0, 15, 4.0]",1
Nb5Ni4P4,"[41, 5.0, 28, 4.0, 15, 4.0]",1
Ta5Ni4P4,"[73, 5.0, 28, 4.0, 15, 4.0]",1
Ni5P4,"[28, 5.0, 15, 4.0]",1
Ce2Ni7P4,"[58, 2.0, 28, 7.0, 15, 4.0]",1
Pr2Ni7P4,"[59, 2.0, 28, 7.0, 15, 4.0]",1
Nd2Ni7P4,"[60, 2.0, 28, 7.0, 15, 4.0]",1
Eu2Ni7P4,"[63, 2.0, 28, 7.0, 15, 4.0]",1
Ti2Ni1P5,"[22, 2.0, 28, 1.0, 15, 5.0]",1
Ni12P5,"[28, 12.0, 15, 5.0]",1
La2Ni12P5,"[57, 2.0, 28, 12.0, 15, 5.0]",1
Ce2Ni12P5,"[58, 2.0, 28, 12.0, 15, 5.0]",1
Pr2Ni12P5,"[59, 2.0, 28, 12.0, 15, 5.0]",1
Nd2Ni12P5,"[60, 2.0, 28, 12.0, 15, 5.0]",1
Eu2Ni12P5,"[63, 2.0, 28, 12.0, 15, 5.0]",1
Ni16Ge1P5,"[28, 16.0, 32, 1.0, 15, 5.0]",1
Sr1Ni9P5,"[38, 1.0, 28, 9.0, 15, 5.0]",1
Ba1Ni9P5,"[56, 1.0, 28, 9.0, 15, 5.0]",1
Eu1Ni10P6,"[63, 1.0, 28, 10.0, 15, 6.0]",1
In2Ni21P6,"[49, 2.0, 28, 21.0, 15, 6.0]",1
Sc2Ni12P7,"[21, 2.0, 28, 12.0, 15, 7.0]",1
Y2Ni12P7,"[39, 2.0, 28, 12.0, 15, 7.0]",1
Zr2Ni12P7,"[40, 2.0, 28, 12.0, 15, 7.0]",1
Ce2Ni12P7,"[58, 2.0, 28, 12.0, 15, 7.0]",1
Pr2Ni12P7,"[59, 2.0, 28, 12.0, 15, 7.0]",1
Nd2Ni12P7,"[60, 2.0, 28, 12.0, 15, 7.0]",1
Tb2Ni12P7,"[65, 2.0, 28, 12.0, 15, 7.0]",1
Dy2Ni12P7,"[66, 2.0, 28, 12.0, 15, 7.0]",1
Ho2Ni12P7,"[67, 2.0, 28, 12.0, 15, 7.0]",1
Er2Ni12P7,"[68, 2.0, 28, 12.0, 15, 7.0]",1
Tm2Ni12P7,"[69, 2.0, 28, 12.0, 15, 7.0]",1
Lu2Ni12P7,"[71, 2.0, 28, 12.0, 15, 7.0]",1
U2Ni12P7,"[92, 2.0, 28, 12.0, 15, 7.0]",1
Ni1P8W1,"[28, 1.0, 15, 8.0, 74, 1.0]",1
Na2Mg2Ni1H6,"[11, 2.0, 12, 2.0, 28, 1.0, 1, 6.0]",1
Ni1As1S1,"[28, 1.0, 33, 1.0, 16, 1.0]",1
Ni1Sb1S1,"[28, 1.0, 51, 1.0, 16, 1.0]",1
Ni8Bi8S1I1,"[28, 8.0, 83, 8.0, 16, 1.0, 53, 1.0]",1
U8Ni1S17,"[92, 8.0, 28, 1.0, 16, 17.0]",1
Ni3S2,"[28, 3.0, 16, 2.0]",1
In2Ni3S2,"[49, 2.0, 28, 3.0, 16, 2.0]",1
Ni3Sn2S2,"[28, 3.0, 50, 2.0, 16, 2.0]",1
Ni3Pb2S2,"[28, 3.0, 82, 2.0, 16, 2.0]",0
Ni3Bi2S2,"[28, 3.0, 83, 2.0, 16, 2.0]",1
Cu1Ni1Sb1S3,"[29, 1.0, 28, 1.0, 51, 1.0, 16, 3.0]",1
K2Ni3S4,"[19, 2.0, 28, 3.0, 16, 4.0]",1
Ti2Ni1S4,"[22, 2.0, 28, 1.0, 16, 4.0]",1
Co2Ni1S4,"[27, 2.0, 28, 1.0, 16, 4.0]",1
Ni1Rh2S4,"[28, 1.0, 45, 2.0, 16, 4.0]",1
Ni3S4,"[28, 3.0, 16, 4.0]",1
Rb2Ni3S4,"[37, 2.0, 28, 3.0, 16, 4.0]",1
Cs2Ni3S4,"[55, 2.0, 28, 3.0, 16, 4.0]",1
Ta2Ni1S5,"[73, 2.0, 28, 1.0, 16, 5.0]",1
Ti3Ni1S6,"[22, 3.0, 28, 1.0, 16, 6.0]",1
Nb3Ni1S6,"[41, 3.0, 28, 1.0, 16, 6.0]",1
Ta9Ni2S6,"[73, 9.0, 28, 2.0, 16, 6.0]",1
Ni1P1H6N1O5,"[28, 1.0, 15, 1.0, 1, 6.0, 7, 1.0, 8, 5.0]",1
Ti4Ni1S8,"[22, 4.0, 28, 1.0, 16, 8.0]",1
Nb4Ni1S8,"[41, 4.0, 28, 1.0, 16, 8.0]",1
Ta2Ni3S8,"[73, 2.0, 28, 3.0, 16, 8.0]",1
Cu3Ni1H6Cl2O6,"[29, 3.0, 28, 1.0, 1, 6.0, 17, 2.0, 8, 6.0]",1
Ni1Cl2,"[28, 1.0, 17, 2.0]",1
La1Ni5H7,"[57, 1.0, 28, 5.0, 1, 7.0]",1
K1Ni1Cl3,"[19, 1.0, 28, 1.0, 17, 3.0]",1
Rb1Ni1Cl3,"[37, 1.0, 28, 1.0, 17, 3.0]",1
Cs1Ni1Cl3,"[55, 1.0, 28, 1.0, 17, 3.0]",1
Ga2Ni1Cl8,"[31, 2.0, 28, 1.0, 17, 8.0]",1
La2Mg1Ni2H8,"[57, 2.0, 12, 1.0, 28, 2.0, 1, 8.0]",1
K2Ni1H8C2O10,"[19, 2.0, 28, 1.0, 1, 8.0, 6, 2.0, 8, 10.0]",1
Na1Ni3P4H8N1O16,"[11, 1.0, 28, 3.0, 15, 4.0, 1, 8.0, 7, 1.0, 8, 16.0]",1
Ni1P2H8O10,"[28, 1.0, 15, 2.0, 1, 8.0, 8, 10.0]",1
Na2Ni1H8S2O12,"[11, 2.0, 28, 1.0, 1, 8.0, 16, 2.0, 8, 12.0]",1
K2Ni1P4H8O16,"[19, 2.0, 28, 1.0, 15, 4.0, 1, 8.0, 8, 16.0]",1
Rb2Ni1P4H8O16,"[37, 2.0, 28, 1.0, 15, 4.0, 1, 8.0, 8, 16.0]",1
Tl2Ni1P4H8O16,"[81, 2.0, 28, 1.0, 15, 4.0, 1, 8.0, 8, 16.0]",1
K2Ni1As2,"[19, 2.0, 28, 1.0, 33, 2.0]",1
K2Ni3Se4,"[19, 2.0, 28, 3.0, 34, 4.0]",1
Ca1Ga2Ni1,"[20, 1.0, 31, 2.0, 28, 1.0]",1
Ca1Ni1Ge1,"[20, 1.0, 28, 1.0, 32, 1.0]",1
Ca1Ni1Ge2,"[20, 1.0, 28, 1.0, 32, 2.0]",1
Ca1In2Ni1,"[20, 1.0, 49, 2.0, 28, 1.0]",1
Ca1Ni2,"[20, 1.0, 28, 2.0]",1
Ca1Zn3Ni2,"[20, 1.0, 30, 3.0, 28, 2.0]",1
Ca1Ga3Ni2,"[20, 1.0, 31, 3.0, 28, 2.0]",1
Ca1Ni2Ge2,"[20, 1.0, 28, 2.0, 32, 2.0]",1
Ca1Ni2As2,"[20, 1.0, 28, 2.0, 33, 2.0]",1
Ca1Ni4Sn2,"[20, 1.0, 28, 4.0, 50, 2.0]",1
Ca2Ni12As7,"[20, 2.0, 28, 12.0, 33, 7.0]",1
Ca2Ni3Ge2,"[20, 2.0, 28, 3.0, 32, 2.0]",1
Ca2Ni7,"[20, 2.0, 28, 7.0]",1
Ca3Ga4Ni4,"[20, 3.0, 31, 4.0, 28, 4.0]",1
Ca3In4Ni8,"[20, 3.0, 49, 4.0, 28, 8.0]",1
Ca4Ni4Ge3,"[20, 4.0, 28, 4.0, 32, 3.0]",1
Ca5Ni17Ge8,"[20, 5.0, 28, 17.0, 32, 8.0]",1
Ca7Ni4Sn13,"[20, 7.0, 28, 4.0, 50, 13.0]",1
Sc1Ni1,"[21, 1.0, 28, 1.0]",1
Sc1Ga2Ni1,"[21, 1.0, 31, 2.0, 28, 1.0]",1
Sc1Ga5Ni1,"[21, 1.0, 31, 5.0, 28, 1.0]",1
Sc1Ni1Ge1,"[21, 1.0, 28, 1.0, 32, 1.0]",1
Sc1Ni1Sn1,"[21, 1.0, 28, 1.0, 50, 1.0]",1
Sc1Ni1Sb1,"[21, 1.0, 28, 1.0, 51, 1.0]",1
Sc1Ni1Bi1,"[21, 1.0, 28, 1.0, 83, 1.0]",1
Sc1Ni2,"[21, 1.0, 28, 2.0]",1
Sc1Ga1Ni2,"[21, 1.0, 31, 1.0, 28, 2.0]",1
Sc1In1Ni2,"[21, 1.0, 49, 1.0, 28, 2.0]",1
Sc1Ni2Sn1,"[21, 1.0, 28, 2.0, 50, 1.0]",1
Sc1Ni4As2,"[21, 1.0, 28, 4.0, 33, 2.0]",1
Sc1Cd1Ni4,"[21, 1.0, 48, 1.0, 28, 4.0]",1
Sc1In1Ni4,"[21, 1.0, 49, 1.0, 28, 4.0]",1
Sc1Ni4Sn1,"[21, 1.0, 28, 4.0, 50, 1.0]",1
Sc1Ni4Au1,"[21, 1.0, 28, 4.0, 79, 1.0]",1
Sc2Ni1,"[21, 2.0, 28, 1.0]",1
Sc2In1Ni2,"[21, 2.0, 49, 1.0, 28, 2.0]",1
Sc2Ni2Sn1,"[21, 2.0, 28, 2.0, 50, 1.0]",1
Sc2Ni7,"[21, 2.0, 28, 7.0]",1
Sc3Ni4Ge4,"[21, 3.0, 28, 4.0, 32, 4.0]",1
Sc5Ni2Te2,"[21, 5.0, 28, 2.0, 52, 2.0]",1
Sc6Ni1Te2,"[21, 6.0, 28, 1.0, 52, 2.0]",1
Sc6Ni16Ge7,"[21, 6.0, 28, 16.0, 32, 7.0]",1
Sc6Ni18Ge11,"[21, 6.0, 28, 18.0, 32, 11.0]",1
Sc7Ni1Br12,"[21, 7.0, 28, 1.0, 35, 12.0]",1
Ti1Ni1,"[22, 1.0, 28, 1.0]",1
Ti1Ga1Ni1,"[22, 1.0, 31, 1.0, 28, 1.0]",1
Ti1Ni1Ge1,"[22, 1.0, 28, 1.0, 32, 1.0]",1
Ti1Ni1As1,"[22, 1.0, 28, 1.0, 33, 1.0]",1
Ti1Ni1Sn1,"[22, 1.0, 28, 1.0, 50, 1.0]",1
Ti1Ni1Sb1,"[22, 1.0, 28, 1.0, 51, 1.0]",1
Ti1Ga1Ni2,"[22, 1.0, 31, 1.0, 28, 2.0]",1
Ti1Ni3,"[22, 1.0, 28, 3.0]",1
Ti2Ni1,"[22, 2.0, 28, 1.0]",1
Ti2In1Ni2,"[22, 2.0, 49, 1.0, 28, 2.0]",1
Ti4Ni1Bi2,"[22, 4.0, 28, 1.0, 83, 2.0]",1
V1Co2Ni1,"[23, 1.0, 27, 2.0, 28, 1.0]",1
V1Ni1As1,"[23, 1.0, 28, 1.0, 33, 1.0]",1
V1Ni2,"[23, 1.0, 28, 2.0]",1
V1Ni3,"[23, 1.0, 28, 3.0]",1
V3Ni1,"[23, 3.0, 28, 1.0]",1
Cr1Ni1As1,"[24, 1.0, 28, 1.0, 33, 1.0]",1
Mn1Ni1,"[25, 1.0, 28, 1.0]",1
Mn1Ni1Ge1,"[25, 1.0, 28, 1.0, 32, 1.0]",1
Mn1Ni1As1,"[25, 1.0, 28, 1.0, 33, 1.0]",1
Mn1Ni1Sb1,"[25, 1.0, 28, 1.0, 51, 1.0]",1
Mn1Ga1Ni2,"[25, 1.0, 31, 1.0, 28, 2.0]",1
Mn1Ni3,"[25, 1.0, 28, 3.0]",1
Fe1Ni1,"[26, 1.0, 28, 1.0]",1
Fe1Ni1Pt2,"[26, 1.0, 28, 1.0, 78, 2.0]",1
Fe1Ni3,"[26, 1.0, 28, 3.0]",1
Ni1,"[28, 1.0]",1
Tb4Ga21Ni10,"[65, 4.0, 31, 21.0, 28, 10.0]",1
Dy4Ga21Ni10,"[66, 4.0, 31, 21.0, 28, 10.0]",1
Er4Ga21Ni10,"[68, 4.0, 31, 21.0, 28, 10.0]",1
Ni11As8,"[28, 11.0, 33, 8.0]",1
Y2Ni12As7,"[39, 2.0, 28, 12.0, 33, 7.0]",1
Ce2Ni12As7,"[58, 2.0, 28, 12.0, 33, 7.0]",1
Pr2Ni12As7,"[59, 2.0, 28, 12.0, 33, 7.0]",1
Nd2Ni12As7,"[60, 2.0, 28, 12.0, 33, 7.0]",1
Tb2Ni12As7,"[65, 2.0, 28, 12.0, 33, 7.0]",1
Dy2Ni12As7,"[66, 2.0, 28, 12.0, 33, 7.0]",1
Ho2Ni12As7,"[67, 2.0, 28, 12.0, 33, 7.0]",1
Er2Ni12As7,"[68, 2.0, 28, 12.0, 33, 7.0]",1
Tm2Ni12As7,"[69, 2.0, 28, 12.0, 33, 7.0]",1
Lu2Ni12As7,"[71, 2.0, 28, 12.0, 33, 7.0]",1
Zn1Ni1,"[30, 1.0, 28, 1.0]",1
Zn1Ni1Sb1,"[30, 1.0, 28, 1.0, 51, 1.0]",1
La1Zn1Ni1,"[57, 1.0, 30, 1.0, 28, 1.0]",1
Ce1Zn1Ni1,"[58, 1.0, 30, 1.0, 28, 1.0]",1
Pr1Zn1Ni1,"[59, 1.0, 30, 1.0, 28, 1.0]",1
Tb1Zn1Ni1,"[65, 1.0, 30, 1.0, 28, 1.0]",1
Dy1Zn1Ni1,"[66, 1.0, 30, 1.0, 28, 1.0]",1
Er1Zn1Ni1,"[68, 1.0, 30, 1.0, 28, 1.0]",1
La2Ga10Ni1,"[57, 2.0, 31, 10.0, 28, 1.0]",1
Ce2Ga12Ni1,"[58, 2.0, 31, 12.0, 28, 1.0]",1
Pr2Ga12Ni1,"[59, 2.0, 31, 12.0, 28, 1.0]",1
Nd2Ga12Ni1,"[60, 2.0, 31, 12.0, 28, 1.0]",1
Lu4Ga12Ni1,"[71, 4.0, 31, 12.0, 28, 1.0]",1
U4Ga12Ni1,"[92, 4.0, 31, 12.0, 28, 1.0]",1
Y1Ga1Ni1,"[39, 1.0, 31, 1.0, 28, 1.0]",1
Zr1Ga1Ni1,"[40, 1.0, 31, 1.0, 28, 1.0]",1
La1Ga1Ni1,"[57, 1.0, 31, 1.0, 28, 1.0]",1
Ce1Ga1Ni1,"[58, 1.0, 31, 1.0, 28, 1.0]",1
Pr1Ga1Ni1,"[59, 1.0, 31, 1.0, 28, 1.0]",1
Nd1Ga1Ni1,"[60, 1.0, 31, 1.0, 28, 1.0]",1
Sm1Ga1Ni1,"[62, 1.0, 31, 1.0, 28, 1.0]",1
Tb1Ga1Ni1,"[65, 1.0, 31, 1.0, 28, 1.0]",1
Dy1Ga1Ni1,"[66, 1.0, 31, 1.0, 28, 1.0]",1
Ho1Ga1Ni1,"[67, 1.0, 31, 1.0, 28, 1.0]",1
Er1Ga1Ni1,"[68, 1.0, 31, 1.0, 28, 1.0]",1
Tm1Ga1Ni1,"[69, 1.0, 31, 1.0, 28, 1.0]",1
Lu1Ga1Ni1,"[71, 1.0, 31, 1.0, 28, 1.0]",1
Hf1Ga1Ni1,"[72, 1.0, 31, 1.0, 28, 1.0]",1
Th1Ga1Ni1,"[90, 1.0, 31, 1.0, 28, 1.0]",1
U1Ga1Ni1,"[92, 1.0, 31, 1.0, 28, 1.0]",0
Y1Ga2Ni1,"[39, 1.0, 31, 2.0, 28, 1.0]",1
Zr1Ga2Ni1,"[40, 1.0, 31, 2.0, 28, 1.0]",1
La1Ga2Ni1,"[57, 1.0, 31, 2.0, 28, 1.0]",1
Ce1Ga2Ni1,"[58, 1.0, 31, 2.0, 28, 1.0]",1
Pr1Ga2Ni1,"[59, 1.0, 31, 2.0, 28, 1.0]",1
Nd1Ga2Ni1,"[60, 1.0, 31, 2.0, 28, 1.0]",1
Sm1Ga2Ni1,"[62, 1.0, 31, 2.0, 28, 1.0]",1
Tb1Ga2Ni1,"[65, 1.0, 31, 2.0, 28, 1.0]",1
Dy1Ga2Ni1,"[66, 1.0, 31, 2.0, 28, 1.0]",0
Ho1Ga2Ni1,"[67, 1.0, 31, 2.0, 28, 1.0]",1
Er1Ga2Ni1,"[68, 1.0, 31, 2.0, 28, 1.0]",1
Tm1Ga2Ni1,"[69, 1.0, 31, 2.0, 28, 1.0]",1
Lu1Ga2Ni1,"[71, 1.0, 31, 2.0, 28, 1.0]",1
Hf1Ga2Ni1,"[72, 1.0, 31, 2.0, 28, 1.0]",1
Y1Ga4Ni1,"[39, 1.0, 31, 4.0, 28, 1.0]",1
Nd1Ga4Ni1,"[60, 1.0, 31, 4.0, 28, 1.0]",1
Tb1Ga4Ni1,"[65, 1.0, 31, 4.0, 28, 1.0]",1
Dy1Ga4Ni1,"[66, 1.0, 31, 4.0, 28, 1.0]",1
Ho1Ga4Ni1,"[67, 1.0, 31, 4.0, 28, 1.0]",1
Er1Ga4Ni1,"[68, 1.0, 31, 4.0, 28, 1.0]",1
Tm1Ga4Ni1,"[69, 1.0, 31, 4.0, 28, 1.0]",1
Lu1Ga4Ni1,"[71, 1.0, 31, 4.0, 28, 1.0]",1
Tm3Ga5Ni1,"[69, 3.0, 31, 5.0, 28, 1.0]",1
Lu3Ga5Ni1,"[71, 3.0, 31, 5.0, 28, 1.0]",1
U1Ga5Ni1,"[92, 1.0, 31, 5.0, 28, 1.0]",1
Np1Ga5Ni1,"[93, 1.0, 31, 5.0, 28, 1.0]",1
Ce1Ga6Ni1,"[58, 1.0, 31, 6.0, 28, 1.0]",1
Ni1Ge1,"[28, 1.0, 32, 1.0]",1
Sr1Ni1Ge1,"[38, 1.0, 28, 1.0, 32, 1.0]",1
Y1Ni1Ge1,"[39, 1.0, 28, 1.0, 32, 1.0]",1
Zr1Ni1Ge1,"[40, 1.0, 28, 1.0, 32, 1.0]",1
Nb1Ni1Ge1,"[41, 1.0, 28, 1.0, 32, 1.0]",1
Ni1Ge1Pd1,"[28, 1.0, 32, 1.0, 46, 1.0]",1
Ce1Ni1Ge1,"[58, 1.0, 28, 1.0, 32, 1.0]",1
Nd1Ni1Ge1,"[60, 1.0, 28, 1.0, 32, 1.0]",1
Eu1Ni1Ge1,"[63, 1.0, 28, 1.0, 32, 1.0]",1
Tb1Ni1Ge1,"[65, 1.0, 28, 1.0, 32, 1.0]",1
Dy1Ni1Ge1,"[66, 1.0, 28, 1.0, 32, 1.0]",1
Ho1Ni1Ge1,"[67, 1.0, 28, 1.0, 32, 1.0]",1
Er1Ni1Ge1,"[68, 1.0, 28, 1.0, 32, 1.0]",1
Tm1Ni1Ge1,"[69, 1.0, 28, 1.0, 32, 1.0]",1
Lu1Ni1Ge1,"[71, 1.0, 28, 1.0, 32, 1.0]",1
Hf1Ni1Ge1,"[72, 1.0, 28, 1.0, 32, 1.0]",1
Ta1Ni1Ge1,"[73, 1.0, 28, 1.0, 32, 1.0]",1
Ni1Ge1Pt2,"[28, 1.0, 32, 1.0, 78, 2.0]",1
U1Ni1Ge1,"[92, 1.0, 28, 1.0, 32, 1.0]",1
Sr1Ni1Ge2,"[38, 1.0, 28, 1.0, 32, 2.0]",1
Y1Ni1Ge2,"[39, 1.0, 28, 1.0, 32, 2.0]",1
Y3Ni1Ge2,"[39, 3.0, 28, 1.0, 32, 2.0]",1
La1Ni1Ge2,"[57, 1.0, 28, 1.0, 32, 2.0]",1
Ce1Ni1Ge2,"[58, 1.0, 28, 1.0, 32, 2.0]",1
Pr1Ni1Ge2,"[59, 1.0, 28, 1.0, 32, 2.0]",1
Pr3Ni1Ge2,"[59, 3.0, 28, 1.0, 32, 2.0]",1
Nd1Ni1Ge2,"[60, 1.0, 28, 1.0, 32, 2.0]",1
Nd3Ni1Ge2,"[60, 3.0, 28, 1.0, 32, 2.0]",1
Eu1Ni1Ge2,"[63, 1.0, 28, 1.0, 32, 2.0]",1
Tb1Ni1Ge2,"[65, 1.0, 28, 1.0, 32, 2.0]",1
Tb3Ni1Ge2,"[65, 3.0, 28, 1.0, 32, 2.0]",1
Dy1Ni1Ge2,"[66, 1.0, 28, 1.0, 32, 2.0]",1
Dy3Ni1Ge2,"[66, 3.0, 28, 1.0, 32, 2.0]",1
Ho1Ni1Ge2,"[67, 1.0, 28, 1.0, 32, 2.0]",1
Ho3Ni1Ge2,"[67, 3.0, 28, 1.0, 32, 2.0]",1
