new_formula,composition_vector,is_superconductor
Pr1B1S3,"[59, 1.0, 5, 1.0, 16, 3.0]",1
Tl3B1S3,"[81, 3.0, 5, 1.0, 16, 3.0]",1
Ba1B1Sb1S4,"[56, 1.0, 5, 1.0, 51, 1.0, 16, 4.0]",1
Sc7B1Cl12,"[21, 7.0, 5, 1.0, 17, 12.0]",1
Zr6B1Cl14,"[40, 6.0, 5, 1.0, 17, 14.0]",1
Hf6B1Cl14,"[72, 6.0, 5, 1.0, 17, 14.0]",1
Cs1K1Zr6B1Cl15,"[55, 1.0, 19, 1.0, 40, 6.0, 5, 1.0, 17, 15.0]",1
Rb1Zr6B1Cl15,"[37, 1.0, 40, 6.0, 5, 1.0, 17, 15.0]",1
Cs1Rb1Zr6B1Cl15,"[55, 1.0, 37, 1.0, 40, 6.0, 5, 1.0, 17, 15.0]",1
Ba2Zr6B1Cl17,"[56, 2.0, 40, 6.0, 5, 1.0, 17, 17.0]",1
Cs3Zr7B1Cl20,"[55, 3.0, 40, 7.0, 5, 1.0, 17, 20.0]",1
B1Cl3,"[5, 1.0, 17, 3.0]",1
Y3B1Cl3,"[39, 3.0, 5, 1.0, 17, 3.0]",1
Tb3B1Cl3,"[65, 3.0, 5, 1.0, 17, 3.0]",1
Sc4B1Cl6,"[21, 4.0, 5, 1.0, 17, 6.0]",1
K1Zr6B1I14,"[19, 1.0, 40, 6.0, 5, 1.0, 53, 14.0]",1
K8Zr6B1Br20,"[19, 8.0, 40, 6.0, 5, 1.0, 35, 20.0]",1
Ca1Ni4B1,"[20, 1.0, 28, 4.0, 5, 1.0]",1
Ca1B1Pd3,"[20, 1.0, 5, 1.0, 46, 3.0]",1
Sc1B1Rh3,"[21, 1.0, 5, 1.0, 45, 3.0]",1
Sc1B1Ir3,"[21, 1.0, 5, 1.0, 77, 3.0]",0
Mg1Si2B12,"[12, 1.0, 14, 2.0, 5, 12.0]",1
Sc3Sn1B1,"[21, 3.0, 50, 1.0, 5, 1.0]",1
Sc3B1Pb1,"[21, 3.0, 5, 1.0, 82, 1.0]",0
K3Sm1Ga3B12S12I1,"[19, 3.0, 62, 1.0, 31, 3.0, 5, 12.0, 16, 12.0, 53, 1.0]",0
Ti1B1,"[22, 1.0, 5, 1.0]",1
Sc1B12,"[21, 1.0, 5, 12.0]",1
Sc4B12Rh17,"[21, 4.0, 5, 12.0, 45, 17.0]",1
Ti2B1Rh6,"[22, 2.0, 5, 1.0, 45, 6.0]",1
Ti6Ge2B1,"[22, 6.0, 32, 2.0, 5, 1.0]",1
V1B1,"[23, 1.0, 5, 1.0]",1
V5Ge3B1,"[23, 5.0, 32, 3.0, 5, 1.0]",1
Y1B12,"[39, 1.0, 5, 12.0]",1
Cr1B1,"[24, 1.0, 5, 1.0]",1
Mn1B1,"[25, 1.0, 5, 1.0]",1
Ba7B12Ir12,"[56, 7.0, 5, 12.0, 77, 12.0]",1
Ce8Re13B12,"[58, 8.0, 75, 13.0, 5, 12.0]",1
Fe1B1,"[26, 1.0, 5, 1.0]",1
Y1Fe1Co3B1,"[39, 1.0, 26, 1.0, 27, 3.0, 5, 1.0]",1
Nb1Fe1B1,"[41, 1.0, 26, 1.0, 5, 1.0]",1
Y2Fe14B1,"[39, 2.0, 26, 14.0, 5, 1.0]",1
Sm2Fe14B1,"[62, 2.0, 26, 14.0, 5, 1.0]",1
Gd2Fe14B1,"[64, 2.0, 26, 14.0, 5, 1.0]",1
Tb2Fe14B1,"[65, 2.0, 26, 14.0, 5, 1.0]",1
Dy2Fe14B1,"[66, 2.0, 26, 14.0, 5, 1.0]",1
Ho2Fe14B1,"[67, 2.0, 26, 14.0, 5, 1.0]",1
Er2Fe14B1,"[68, 2.0, 26, 14.0, 5, 1.0]",1
Tm2Fe14B1,"[69, 2.0, 26, 14.0, 5, 1.0]",1
Lu2Fe14B1,"[71, 2.0, 26, 14.0, 5, 1.0]",1
Th2Fe14B1,"[90, 2.0, 26, 14.0, 5, 1.0]",1
Ta1Fe1B1,"[73, 1.0, 26, 1.0, 5, 1.0]",1
Fe1B1W1,"[26, 1.0, 5, 1.0, 74, 1.0]",1
Fe2B1,"[26, 2.0, 5, 1.0]",1
Mg1B12C2,"[12, 1.0, 5, 12.0, 6, 2.0]",1
Er1Fe4B1,"[68, 1.0, 26, 4.0, 5, 1.0]",1
Tm1Fe4B1,"[69, 1.0, 26, 4.0, 5, 1.0]",1
Lu1Fe4B1,"[71, 1.0, 26, 4.0, 5, 1.0]",1
Tb1B12,"[65, 1.0, 5, 12.0]",1
Dy1B12,"[66, 1.0, 5, 12.0]",1
Ho1B12,"[67, 1.0, 5, 12.0]",1
Er1B12,"[68, 1.0, 5, 12.0]",1
Tm1B12,"[69, 1.0, 5, 12.0]",1
Co1B1,"[27, 1.0, 5, 1.0]",1
Lu1B12,"[71, 1.0, 5, 12.0]",0
Y2Co14B1,"[39, 2.0, 27, 14.0, 5, 1.0]",1
Pr2Co14B1,"[59, 2.0, 27, 14.0, 5, 1.0]",1
Sm2Co14B1,"[62, 2.0, 27, 14.0, 5, 1.0]",1
Tb2Co14B1,"[65, 2.0, 27, 14.0, 5, 1.0]",1
Ta1Co1B1,"[73, 1.0, 27, 1.0, 5, 1.0]",1
Co1B1W1,"[27, 1.0, 5, 1.0, 74, 1.0]",0
Ni2B1,"[28, 2.0, 5, 1.0]",1
Na2Ni2B12O21,"[11, 2.0, 28, 2.0, 5, 12.0, 8, 21.0]",1
Ni3B1,"[28, 3.0, 5, 1.0]",1
La1Ni3B1,"[57, 1.0, 28, 3.0, 5, 1.0]",1
Ba8Al10B12O41,"[56, 8.0, 13, 10.0, 5, 12.0, 8, 41.0]",1
Y1Ni4B1,"[39, 1.0, 28, 4.0, 5, 1.0]",1
La1Ni4B1,"[57, 1.0, 28, 4.0, 5, 1.0]",1
Ce1Ni4B1,"[58, 1.0, 28, 4.0, 5, 1.0]",1
Pr1Ni4B1,"[59, 1.0, 28, 4.0, 5, 1.0]",1
Nd1Ni4B1,"[60, 1.0, 28, 4.0, 5, 1.0]",1
Eu1Ni4B1,"[63, 1.0, 28, 4.0, 5, 1.0]",1
Gd1Ni4B1,"[64, 1.0, 28, 4.0, 5, 1.0]",1
Tb1Ni4B1,"[65, 1.0, 28, 4.0, 5, 1.0]",1
Dy1Ni4B1,"[66, 1.0, 28, 4.0, 5, 1.0]",1
Ho1Ni4B1,"[67, 1.0, 28, 4.0, 5, 1.0]",1
Er1Ni4B1,"[68, 1.0, 28, 4.0, 5, 1.0]",1
Tm1Ni4B1,"[69, 1.0, 28, 4.0, 5, 1.0]",1
Lu1Ni4B1,"[71, 1.0, 28, 4.0, 5, 1.0]",1
Ni6Ge2B1,"[28, 6.0, 32, 2.0, 5, 1.0]",1
Cu1B1Se2,"[29, 1.0, 5, 1.0, 34, 2.0]",1
Cu1B1Ir1,"[29, 1.0, 5, 1.0, 77, 1.0]",1
U1B12,"[92, 1.0, 5, 12.0]",1
Np1B12,"[93, 1.0, 5, 12.0]",1
Pu1B12,"[94, 1.0, 5, 12.0]",1
Zn2B1Ir2,"[30, 2.0, 5, 1.0, 77, 2.0]",1
Ta5Ga3B1,"[73, 5.0, 31, 3.0, 5, 1.0]",1
Ga8B1Ir4,"[31, 8.0, 5, 1.0, 77, 4.0]",1
Nb5Ge3B1,"[41, 5.0, 32, 3.0, 5, 1.0]",1
Rb3B1As2,"[37, 3.0, 5, 1.0, 33, 2.0]",1
Cs3B1As2,"[55, 3.0, 5, 1.0, 33, 2.0]",1
B1Se2,"[5, 1.0, 34, 2.0]",1
Cs1B1Se3,"[55, 1.0, 5, 1.0, 34, 3.0]",1
Tl1B1Se3,"[81, 1.0, 5, 1.0, 34, 3.0]",0
Tl3B1Se3,"[81, 3.0, 5, 1.0, 34, 3.0]",1
Cs4Zr6B1Br17,"[55, 4.0, 40, 6.0, 5, 1.0, 35, 17.0]",1
Rb8Zr6B1Br20,"[37, 8.0, 40, 6.0, 5, 1.0, 35, 20.0]",1
B1Br3,"[5, 1.0, 35, 3.0]",1
Y3B1Br3,"[39, 3.0, 5, 1.0, 35, 3.0]",1
Pr3B1Br3,"[59, 3.0, 5, 1.0, 35, 3.0]",1
Gd3B1Br3,"[64, 3.0, 5, 1.0, 35, 3.0]",1
Tb3B1Br3,"[65, 3.0, 5, 1.0, 35, 3.0]",1
Y4B1Br6,"[39, 4.0, 5, 1.0, 35, 6.0]",1
Tb4B1Br6,"[65, 4.0, 5, 1.0, 35, 6.0]",1
B13C2,"[5, 13.0, 6, 2.0]",1
Sr1B1Pd4,"[38, 1.0, 5, 1.0, 46, 4.0]",1
Y1B1Rh3,"[39, 1.0, 5, 1.0, 45, 3.0]",1
Y1B1Pt2,"[39, 1.0, 5, 1.0, 78, 2.0]",1
Zr1B1Rh3,"[40, 1.0, 5, 1.0, 45, 3.0]",1
Zr2B1Ir6,"[40, 2.0, 5, 1.0, 77, 6.0]",0
Zr5Sn3B1,"[40, 5.0, 50, 3.0, 5, 1.0]",1
Zr6B1I12,"[40, 6.0, 5, 1.0, 53, 12.0]",1
Cs1Zr6B1I14,"[55, 1.0, 40, 6.0, 5, 1.0, 53, 14.0]",1
Nb1B1,"[41, 1.0, 5, 1.0]",1
Ca7B14Rh20,"[20, 7.0, 5, 14.0, 45, 20.0]",1
B1Mo1,"[5, 1.0, 42, 1.0]",1
Ho4Ni1B14,"[67, 4.0, 28, 1.0, 5, 14.0]",1
Ga3Ni27B14,"[31, 3.0, 28, 27.0, 5, 14.0]",1
Tc3B1,"[43, 3.0, 5, 1.0]",1
Ta1B1Ru1,"[73, 1.0, 5, 1.0, 44, 1.0]",1
B1Rh1,"[5, 1.0, 45, 1.0]",1
La1B1Rh3,"[57, 1.0, 5, 1.0, 45, 3.0]",1
Ce1B1Rh3,"[58, 1.0, 5, 1.0, 45, 3.0]",1
Pr1B1Rh3,"[59, 1.0, 5, 1.0, 45, 3.0]",1
Nd1B1Rh3,"[60, 1.0, 5, 1.0, 45, 3.0]",1
Sm1B1Rh3,"[62, 1.0, 5, 1.0, 45, 3.0]",1
Gd1B1Rh3,"[64, 1.0, 5, 1.0, 45, 3.0]",1
Tb1B1Rh3,"[65, 1.0, 5, 1.0, 45, 3.0]",1
Dy1B1Rh3,"[66, 1.0, 5, 1.0, 45, 3.0]",1
Ho1B1Rh3,"[67, 1.0, 5, 1.0, 45, 3.0]",1
Er1B1Rh3,"[68, 1.0, 5, 1.0, 45, 3.0]",1
Tm1B1Rh3,"[69, 1.0, 5, 1.0, 45, 3.0]",1
Lu1B1Rh3,"[71, 1.0, 5, 1.0, 45, 3.0]",1
Hf1B1Rh3,"[72, 1.0, 5, 1.0, 45, 3.0]",1
Th1B1Rh3,"[90, 1.0, 5, 1.0, 45, 3.0]",1
Sn4B1Rh6,"[50, 4.0, 5, 1.0, 45, 6.0]",1
B1Ir1Pd1,"[5, 1.0, 77, 1.0, 46, 1.0]",1
B1Pd2,"[5, 1.0, 46, 2.0]",1
B1Pd3,"[5, 1.0, 46, 3.0]",1
Ba1B1Pd4,"[56, 1.0, 5, 1.0, 46, 4.0]",1
B1Pd5,"[5, 1.0, 46, 5.0]",1
B1Pd6,"[5, 1.0, 46, 6.0]",1
Sr4B14O25,"[38, 4.0, 5, 14.0, 8, 25.0]",1
La4B14O27,"[57, 4.0, 5, 14.0, 8, 27.0]",1
Ba4Zn4B14Pb2O31,"[56, 4.0, 30, 4.0, 5, 14.0, 82, 2.0, 8, 31.0]",1
Na1B15,"[11, 1.0, 5, 15.0]",1
Ta4B1Te8,"[73, 4.0, 5, 1.0, 52, 8.0]",1
B1I3,"[5, 1.0, 53, 3.0]",1
La1B1Pt2,"[57, 1.0, 5, 1.0, 78, 2.0]",1
La1B1Pt4,"[57, 1.0, 5, 1.0, 78, 4.0]",1
Ce1B1Pt3,"[58, 1.0, 5, 1.0, 78, 3.0]",0
Ce1B1Pt4,"[58, 1.0, 5, 1.0, 78, 4.0]",1
Cs1Ag2B15O24,"[55, 1.0, 47, 2.0, 5, 15.0, 8, 24.0]",1
Pr1B1Pt2,"[59, 1.0, 5, 1.0, 78, 2.0]",1
Pr1B1Pt3,"[59, 1.0, 5, 1.0, 78, 3.0]",1
Pr1B1Pt4,"[59, 1.0, 5, 1.0, 78, 4.0]",0
Nd1B1Pt2,"[60, 1.0, 5, 1.0, 78, 2.0]",0
Nd1B1Pt3,"[60, 1.0, 5, 1.0, 78, 3.0]",0
Nd1B1Pt4,"[60, 1.0, 5, 1.0, 78, 4.0]",1
Mg10B16Ir19,"[12, 10.0, 5, 16.0, 77, 19.0]",0
Y1Ni1B1C1,"[39, 1.0, 28, 1.0, 5, 1.0, 6, 1.0]",1
Tb1Ni1B1C1,"[65, 1.0, 28, 1.0, 5, 1.0, 6, 1.0]",1
Er1Ni1B1C1,"[68, 1.0, 28, 1.0, 5, 1.0, 6, 1.0]",1
Lu1Ni1B1C1,"[71, 1.0, 28, 1.0, 5, 1.0, 6, 1.0]",1
La1B1C1,"[57, 1.0, 5, 1.0, 6, 1.0]",1
Pr2B1C1,"[59, 2.0, 5, 1.0, 6, 1.0]",1
Nd1B1C1,"[60, 1.0, 5, 1.0, 6, 1.0]",1
Nd2B1C1,"[60, 2.0, 5, 1.0, 6, 1.0]",1
Sm1B1C1,"[62, 1.0, 5, 1.0, 6, 1.0]",1
Ca3B1C1N1Cl2,"[20, 3.0, 5, 1.0, 6, 1.0, 7, 1.0, 17, 2.0]",1
Sr3B1C1N1Cl2,"[38, 3.0, 5, 1.0, 6, 1.0, 7, 1.0, 17, 2.0]",1
Ca3B1C1Br2N1,"[20, 3.0, 5, 1.0, 6, 1.0, 35, 2.0, 7, 1.0]",1
Th1B1C1,"[90, 1.0, 5, 1.0, 6, 1.0]",0
U1B1C1,"[92, 1.0, 5, 1.0, 6, 1.0]",0
Sc2B1C2,"[21, 2.0, 5, 1.0, 6, 2.0]",1
Eu1B1Pt4,"[63, 1.0, 5, 1.0, 78, 4.0]",1
Lu3B1C3,"[71, 3.0, 5, 1.0, 6, 3.0]",1
Tm1B1Pt2,"[69, 1.0, 5, 1.0, 78, 2.0]",1
B1N1,"[5, 1.0, 7, 1.0]",1
Lu1B1Pt2,"[71, 1.0, 5, 1.0, 78, 2.0]",0
Ca1Ni1B1N1,"[20, 1.0, 28, 1.0, 5, 1.0, 7, 1.0]",1
La1Ni1B1N1,"[57, 1.0, 28, 1.0, 5, 1.0, 7, 1.0]",1
B1N1O2F4,"[5, 1.0, 7, 1.0, 8, 2.0, 9, 4.0]",1
U1B1N1,"[92, 1.0, 5, 1.0, 7, 1.0]",0
B1N1F8,"[5, 1.0, 7, 1.0, 9, 8.0]",1
K1Na2B1N2,"[19, 1.0, 11, 2.0, 5, 1.0, 7, 2.0]",1
Na3B1N2,"[11, 3.0, 5, 1.0, 7, 2.0]",1
Ca2B1N2Cl1,"[20, 2.0, 5, 1.0, 7, 2.0, 17, 1.0]",1
Sr2B1N2Cl1,"[38, 2.0, 5, 1.0, 7, 2.0, 17, 1.0]",1
Ba2B1N2Cl1,"[56, 2.0, 5, 1.0, 7, 2.0, 17, 1.0]",1
Ca3B1I3N2,"[20, 3.0, 5, 1.0, 53, 3.0, 7, 2.0]",1
Sr2B1Br1N2,"[38, 2.0, 5, 1.0, 35, 1.0, 7, 2.0]",1
Eu2B1Br1N2,"[63, 2.0, 5, 1.0, 35, 1.0, 7, 2.0]",1
Sr2B1I1N2,"[38, 2.0, 5, 1.0, 53, 1.0, 7, 2.0]",1
Eu2B1I1N2,"[63, 2.0, 5, 1.0, 53, 1.0, 7, 2.0]",1
La1B1N2,"[57, 1.0, 5, 1.0, 7, 2.0]",1
Pr1B1N2,"[59, 1.0, 5, 1.0, 7, 2.0]",1
Eu1B1N2,"[63, 1.0, 5, 1.0, 7, 2.0]",1
Ca2B1N2F1,"[20, 2.0, 5, 1.0, 7, 2.0, 9, 1.0]",1
Sr2B1N2F1,"[38, 2.0, 5, 1.0, 7, 2.0, 9, 1.0]",1
Hf9Re4B1,"[72, 9.0, 75, 4.0, 5, 1.0]",1
Ta1B1,"[73, 1.0, 5, 1.0]",0
Ca3B1N3,"[20, 3.0, 5, 1.0, 7, 3.0]",1
B1W1,"[5, 1.0, 74, 1.0]",1
B1W2,"[5, 1.0, 74, 2.0]",1
Re3B1,"[75, 3.0, 5, 1.0]",1
B1Os1,"[5, 1.0, 76, 1.0]",1
B1Pt2,"[5, 1.0, 78, 2.0]",1
Pr3Si2B1O10,"[59, 3.0, 14, 2.0, 5, 1.0, 8, 10.0]",1
Sm3Si2B1O10,"[62, 3.0, 14, 2.0, 5, 1.0, 8, 10.0]",1
Bi4B1P1O10,"[83, 4.0, 5, 1.0, 15, 1.0, 8, 10.0]",0
Cs1B1S3O11,"[55, 1.0, 5, 1.0, 16, 3.0, 8, 11.0]",1
K3B1S3O12,"[19, 3.0, 5, 1.0, 16, 3.0, 8, 12.0]",1
Rb3B1S3O12,"[37, 3.0, 5, 1.0, 16, 3.0, 8, 12.0]",1
Gd1B1S3O12,"[64, 1.0, 5, 1.0, 16, 3.0, 8, 12.0]",1
K1B1S4Cl4O12,"[19, 1.0, 5, 1.0, 16, 4.0, 17, 4.0, 8, 12.0]",1
Rb3B1Se3O12,"[37, 3.0, 5, 1.0, 34, 3.0, 8, 12.0]",1
Cs3B1Se3O12,"[55, 3.0, 5, 1.0, 34, 3.0, 8, 12.0]",1
K3B1Sb4O13,"[19, 3.0, 5, 1.0, 51, 4.0, 8, 13.0]",1
Na1B1S4O14,"[11, 1.0, 5, 1.0, 16, 4.0, 8, 14.0]",1
K1B1S4O14,"[19, 1.0, 5, 1.0, 16, 4.0, 8, 14.0]",1
Na5B1S4O16,"[11, 5.0, 5, 1.0, 16, 4.0, 8, 16.0]",1
K5B1S4O16,"[19, 5.0, 5, 1.0, 16, 4.0, 8, 16.0]",1
Pr7B1P2O17,"[59, 7.0, 5, 1.0, 15, 2.0, 8, 17.0]",1
Na1B1O1F2,"[11, 1.0, 5, 1.0, 8, 1.0, 9, 2.0]",1
K1B1O1F2,"[19, 1.0, 5, 1.0, 8, 1.0, 9, 2.0]",1
Sr6B1P5O20,"[38, 6.0, 5, 1.0, 15, 5.0, 8, 20.0]",1
B1As5Pb6O20,"[5, 1.0, 33, 5.0, 82, 6.0, 8, 20.0]",1
Na1B1O2,"[11, 1.0, 5, 1.0, 8, 2.0]",1
K1B1O2,"[19, 1.0, 5, 1.0, 8, 2.0]",1
Rb1B1O2,"[37, 1.0, 5, 1.0, 8, 2.0]",1
Cs1B1O2,"[55, 1.0, 5, 1.0, 8, 2.0]",1
Tl1B1O2,"[81, 1.0, 5, 1.0, 8, 2.0]",1
B1Cl1O2F4,"[5, 1.0, 17, 1.0, 8, 2.0, 9, 4.0]",1
Na1Sr1B1O3,"[11, 1.0, 38, 1.0, 5, 1.0, 8, 3.0]",1
Ba1Na1B1O3,"[56, 1.0, 11, 1.0, 5, 1.0, 8, 3.0]",1
K1Na2B1O3,"[19, 1.0, 11, 2.0, 5, 1.0, 8, 3.0]",1
Rb1Na2B1O3,"[37, 1.0, 11, 2.0, 5, 1.0, 8, 3.0]",1
Cs1Na2B1O3,"[55, 1.0, 11, 2.0, 5, 1.0, 8, 3.0]",1
Na3B1O3,"[11, 3.0, 5, 1.0, 8, 3.0]",1
K1Mg1B1O3,"[19, 1.0, 12, 1.0, 5, 1.0, 8, 3.0]",1
Rb1Mg1B1O3,"[37, 1.0, 12, 1.0, 5, 1.0, 8, 3.0]",1
Sr3B1P1O3,"[38, 3.0, 5, 1.0, 15, 1.0, 8, 3.0]",1
Ba3B1P1O3,"[56, 3.0, 5, 1.0, 15, 1.0, 8, 3.0]",1
Sm3B1S3O3,"[62, 3.0, 5, 1.0, 16, 3.0, 8, 3.0]",1
Ca2B1Cl1O3,"[20, 2.0, 5, 1.0, 17, 1.0, 8, 3.0]",1
K1Zn2B1Cl2O3,"[19, 1.0, 30, 2.0, 5, 1.0, 17, 2.0, 8, 3.0]",1
Sc1B1O3,"[21, 1.0, 5, 1.0, 8, 3.0]",1
V1B1O3,"[23, 1.0, 5, 1.0, 8, 3.0]",1
Cr1B1O3,"[24, 1.0, 5, 1.0, 8, 3.0]",1
Fe1B1O3,"[26, 1.0, 5, 1.0, 8, 3.0]",1
Ga1B1O3,"[31, 1.0, 5, 1.0, 8, 3.0]",1
Ba3B1As1O3,"[56, 3.0, 5, 1.0, 33, 1.0, 8, 3.0]",1
Ba3B1Br3O3,"[56, 3.0, 5, 1.0, 35, 3.0, 8, 3.0]",1
Y1B1O3,"[39, 1.0, 5, 1.0, 8, 3.0]",1
Cs1Cd1B1O3,"[55, 1.0, 48, 1.0, 5, 1.0, 8, 3.0]",1
In1B1O3,"[49, 1.0, 5, 1.0, 8, 3.0]",1
Cs3B1O3,"[55, 3.0, 5, 1.0, 8, 3.0]",1
La1B1O3,"[57, 1.0, 5, 1.0, 8, 3.0]",1
Ce1B1O3,"[58, 1.0, 5, 1.0, 8, 3.0]",1
Pr1B1O3,"[59, 1.0, 5, 1.0, 8, 3.0]",1
Nd1B1O3,"[60, 1.0, 5, 1.0, 8, 3.0]",1
Sm1B1O3,"[62, 1.0, 5, 1.0, 8, 3.0]",1
Gd1B1O3,"[64, 1.0, 5, 1.0, 8, 3.0]",1
Dy1B1O3,"[66, 1.0, 5, 1.0, 8, 3.0]",1
Er1B1O3,"[68, 1.0, 5, 1.0, 8, 3.0]",1
Lu1B1O3,"[71, 1.0, 5, 1.0, 8, 3.0]",1
Tl3B1O3,"[81, 3.0, 5, 1.0, 8, 3.0]",1
Bi1B1O3,"[83, 1.0, 5, 1.0, 8, 3.0]",1
Ba1Mg1B1O3F1,"[56, 1.0, 12, 1.0, 5, 1.0, 8, 3.0, 9, 1.0]",1
B1Te3O3F15,"[5, 1.0, 52, 3.0, 8, 3.0, 9, 15.0]",1
B1Pb2O3F1,"[5, 1.0, 82, 2.0, 8, 3.0, 9, 1.0]",0
Ba1Al1B1O3F2,"[56, 1.0, 13, 1.0, 5, 1.0, 8, 3.0, 9, 2.0]",1
Ba1Ga1B1O3F2,"[56, 1.0, 31, 1.0, 5, 1.0, 8, 3.0, 9, 2.0]",1
Gd2B1O3F3,"[64, 2.0, 5, 1.0, 8, 3.0, 9, 3.0]",1
Na1Si1B1O4,"[11, 1.0, 14, 1.0, 5, 1.0, 8, 4.0]",1
Mg1Al1B1O4,"[12, 1.0, 13, 1.0, 5, 1.0, 8, 4.0]",1
Ca1Al1B1O4,"[20, 1.0, 13, 1.0, 5, 1.0, 8, 4.0]",1
Al1B1Pb1O4,"[13, 1.0, 5, 1.0, 82, 1.0, 8, 4.0]",1
B1P1O4,"[5, 1.0, 15, 1.0, 8, 4.0]",1
Ca1Ga1B1O4,"[20, 1.0, 31, 1.0, 5, 1.0, 8, 4.0]",1
Ca1Y1B1O4,"[20, 1.0, 39, 1.0, 5, 1.0, 8, 4.0]",1
Cr1B1Pb1O4,"[24, 1.0, 5, 1.0, 82, 1.0, 8, 4.0]",1
Mn1B1Pb1O4,"[25, 1.0, 5, 1.0, 82, 1.0, 8, 4.0]",1
Mn2B1O4,"[25, 2.0, 5, 1.0, 8, 4.0]",1
Fe1B1Pb1O4,"[26, 1.0, 5, 1.0, 82, 1.0, 8, 4.0]",1
Sr1Ga1B1O4,"[38, 1.0, 31, 1.0, 5, 1.0, 8, 4.0]",1
Ga1B1Pb1O4,"[31, 1.0, 5, 1.0, 82, 1.0, 8, 4.0]",1
B1As1O4,"[5, 1.0, 33, 1.0, 8, 4.0]",1
Nb1B1O4,"[41, 1.0, 5, 1.0, 8, 4.0]",1
Ba1Bi1B1O4,"[56, 1.0, 83, 1.0, 5, 1.0, 8, 4.0]",0
Ta1B1O4,"[73, 1.0, 5, 1.0, 8, 4.0]",1
Bi1B1Pb1O4,"[83, 1.0, 5, 1.0, 82, 1.0, 8, 4.0]",1
Na2B1S1O4F3,"[11, 2.0, 5, 1.0, 16, 1.0, 8, 4.0, 9, 3.0]",1
Na1U1B1O5,"[11, 1.0, 92, 1.0, 5, 1.0, 8, 5.0]",1
Al1Ni2B1O5,"[13, 1.0, 28, 2.0, 5, 1.0, 8, 5.0]",1
Ce1Si1B1O5,"[58, 1.0, 14, 1.0, 5, 1.0, 8, 5.0]",1
Sr1B1P1O5,"[38, 1.0, 5, 1.0, 15, 1.0, 8, 5.0]",1
Ba1B1P1O5,"[56, 1.0, 5, 1.0, 15, 1.0, 8, 5.0]",1
B1P1Pb1O5,"[5, 1.0, 15, 1.0, 82, 1.0, 8, 5.0]",1
V1Fe2B1O5,"[23, 1.0, 26, 2.0, 5, 1.0, 8, 5.0]",1
Cr1Ni2B1O5,"[24, 1.0, 28, 2.0, 5, 1.0, 8, 5.0]",1
Fe1Ni2B1O5,"[26, 1.0, 28, 2.0, 5, 1.0, 8, 5.0]",1
Fe3B1O5,"[26, 3.0, 5, 1.0, 8, 5.0]",1
Ga1Ni2B1O5,"[31, 1.0, 28, 2.0, 5, 1.0, 8, 5.0]",1
Ni3B1O5,"[28, 3.0, 5, 1.0, 8, 5.0]",1
Ba1Nd1Cu1B1O5,"[56, 1.0, 60, 1.0, 29, 1.0, 5, 1.0, 8, 5.0]",1
Ba1B1As1O5,"[56, 1.0, 5, 1.0, 33, 1.0, 8, 5.0]",1
K1Si2B1O6,"[19, 1.0, 14, 2.0, 5, 1.0, 8, 6.0]",1
Cs1Si2B1O6,"[55, 1.0, 14, 2.0, 5, 1.0, 8, 6.0]",1
Nb1Ni2B1O6,"[41, 1.0, 28, 2.0, 5, 1.0, 8, 6.0]",1
Cd3B1P1O7,"[48, 3.0, 5, 1.0, 15, 1.0, 8, 7.0]",1
Gd4B1Cl1O7,"[64, 4.0, 5, 1.0, 17, 1.0, 8, 7.0]",1
Tb4B1Cl1O7,"[65, 4.0, 5, 1.0, 17, 1.0, 8, 7.0]",1
Dy4B1Cl1O7,"[66, 4.0, 5, 1.0, 17, 1.0, 8, 7.0]",1
Ho4B1Cl1O7,"[67, 4.0, 5, 1.0, 17, 1.0, 8, 7.0]",1
Er4B1Cl1O7,"[68, 4.0, 5, 1.0, 17, 1.0, 8, 7.0]",1
Tm4B1Cl1O7,"[69, 4.0, 5, 1.0, 17, 1.0, 8, 7.0]",1
B1Pb7Br3O7,"[5, 1.0, 82, 7.0, 35, 3.0, 8, 7.0]",1
Na1B1S2O8,"[11, 1.0, 5, 1.0, 16, 2.0, 8, 8.0]",1
Na3B1P2O8,"[11, 3.0, 5, 1.0, 15, 2.0, 8, 8.0]",1
B1P1Pb4O8,"[5, 1.0, 15, 1.0, 82, 4.0, 8, 8.0]",1
K1Zn1B1P2O8,"[19, 1.0, 30, 1.0, 5, 1.0, 15, 2.0, 8, 8.0]",1
Rb1Zn1B1P2O8,"[37, 1.0, 30, 1.0, 5, 1.0, 15, 2.0, 8, 8.0]",1
Cs1Zn1B1P2O8,"[55, 1.0, 30, 1.0, 5, 1.0, 15, 2.0, 8, 8.0]",1
K1B1S2O8,"[19, 1.0, 5, 1.0, 16, 2.0, 8, 8.0]",1
V1B1Pb4O8,"[23, 1.0, 5, 1.0, 82, 4.0, 8, 8.0]",1
Cs2Na2Sr1B18O30,"[55, 2.0, 11, 2.0, 38, 1.0, 5, 18.0, 8, 30.0]",1
Mg1Al3Si1B1O9,"[12, 1.0, 13, 3.0, 14, 1.0, 5, 1.0, 8, 9.0]",1
Al5B1O9,"[13, 5.0, 5, 1.0, 8, 9.0]",1
La3B1W1O9,"[57, 3.0, 5, 1.0, 74, 1.0, 8, 9.0]",1
Pr3B1W1O9,"[59, 3.0, 5, 1.0, 74, 1.0, 8, 9.0]",1
