new_formula,composition_vector,is_superconductor
Nd3B1W1O9,"[60, 3.0, 5, 1.0, 74, 1.0, 8, 9.0]",1
Sm3B1W1O9,"[62, 3.0, 5, 1.0, 74, 1.0, 8, 9.0]",1
Tb3B1W1O9,"[65, 3.0, 5, 1.0, 74, 1.0, 8, 9.0]",1
Ba1B1P1F10,"[56, 1.0, 5, 1.0, 15, 1.0, 9, 10.0]",1
Ba1B1As1F10,"[56, 1.0, 5, 1.0, 33, 1.0, 9, 10.0]",1
Ta1Cd1B1F10,"[73, 1.0, 48, 1.0, 5, 1.0, 9, 10.0]",1
Cd1Bi1B1F10,"[48, 1.0, 83, 1.0, 5, 1.0, 9, 10.0]",1
Sn5B1F13,"[50, 5.0, 5, 1.0, 9, 13.0]",1
B1F3,"[5, 1.0, 9, 3.0]",1
Na1B1F4,"[11, 1.0, 5, 1.0, 9, 4.0]",1
Ba1B1Cl1F4,"[56, 1.0, 5, 1.0, 17, 1.0, 9, 4.0]",1
K1B1F4,"[19, 1.0, 5, 1.0, 9, 4.0]",1
Rb1B1F4,"[37, 1.0, 5, 1.0, 9, 4.0]",1
Ag1B1F4,"[47, 1.0, 5, 1.0, 9, 4.0]",1
In1B1F4,"[49, 1.0, 5, 1.0, 9, 4.0]",1
Cs1B1F4,"[55, 1.0, 5, 1.0, 9, 4.0]",1
Tl1B1F4,"[81, 1.0, 5, 1.0, 9, 4.0]",0
Ag1B1F5,"[47, 1.0, 5, 1.0, 9, 5.0]",1
B1Cl1F6,"[5, 1.0, 17, 1.0, 9, 6.0]",1
B1S1F7,"[5, 1.0, 16, 1.0, 9, 7.0]",1
Sn2B1F7,"[50, 2.0, 5, 1.0, 9, 7.0]",1
K5B19O31,"[19, 5.0, 5, 19.0, 8, 31.0]",1
Rb5B19O31,"[37, 5.0, 5, 19.0, 8, 31.0]",1
Sn3B1F9,"[50, 3.0, 5, 1.0, 9, 9.0]",1
Na3B20,"[11, 3.0, 5, 20.0]",1
Zn2Ni21B20,"[30, 2.0, 28, 21.0, 5, 20.0]",1
Na2B2S5,"[11, 2.0, 5, 2.0, 16, 5.0]",1
Na2B2Se7,"[11, 2.0, 5, 2.0, 34, 7.0]",1
Mg1B2,"[12, 1.0, 5, 2.0]",1
Mg1Ni3B2,"[12, 1.0, 28, 3.0, 5, 2.0]",1
Mg2Al1B2Ir5,"[12, 2.0, 13, 1.0, 5, 2.0, 77, 5.0]",0
Mg2Si1B2Ir5,"[12, 2.0, 14, 1.0, 5, 2.0, 77, 5.0]",1
Mg2Ti1B2Ir5,"[12, 2.0, 22, 1.0, 5, 2.0, 77, 5.0]",1
Mg2V1B2Ir5,"[12, 2.0, 23, 1.0, 5, 2.0, 77, 5.0]",1
Mg2Cr1B2Ir5,"[12, 2.0, 24, 1.0, 5, 2.0, 77, 5.0]",1
Mg2Mn1B2Ir5,"[12, 2.0, 25, 1.0, 5, 2.0, 77, 5.0]",1
Mg2Fe1B2Ir5,"[12, 2.0, 26, 1.0, 5, 2.0, 77, 5.0]",1
Mg2Co1B2Ir5,"[12, 2.0, 27, 1.0, 5, 2.0, 77, 5.0]",1
Mg2Ni1B2Ir5,"[12, 2.0, 28, 1.0, 5, 2.0, 77, 5.0]",1
Mg2Zn1B2Ir5,"[12, 2.0, 30, 1.0, 5, 2.0, 77, 5.0]",1
Mg2Ga1B2Ir5,"[12, 2.0, 31, 1.0, 5, 2.0, 77, 5.0]",1
Mg2Ge1B2Rh5,"[12, 2.0, 32, 1.0, 5, 2.0, 45, 5.0]",1
Mg2Ge1B2Ir5,"[12, 2.0, 32, 1.0, 5, 2.0, 77, 5.0]",1
Mg2B2As1Ir5,"[12, 2.0, 5, 2.0, 33, 1.0, 77, 5.0]",1
Mg3B2Rh5,"[12, 3.0, 5, 2.0, 45, 5.0]",1
Sc2Al1B2Ir5,"[21, 2.0, 13, 1.0, 5, 2.0, 77, 5.0]",1
Al1Cr2B2,"[13, 1.0, 24, 2.0, 5, 2.0]",1
Mn2Al1B2,"[25, 2.0, 13, 1.0, 5, 2.0]",1
Al1Fe2B2,"[13, 1.0, 26, 2.0, 5, 2.0]",1
La2Al1B2Os2,"[57, 2.0, 13, 1.0, 5, 2.0, 76, 2.0]",1
Al3B2Ru4,"[13, 3.0, 5, 2.0, 44, 4.0]",1
Sc2Si1B2Ir5,"[21, 2.0, 14, 1.0, 5, 2.0, 77, 5.0]",1
V5Si1B2,"[23, 5.0, 14, 1.0, 5, 2.0]",1
Mn5Si1B2,"[25, 5.0, 14, 1.0, 5, 2.0]",1
Nb5Si1B2,"[41, 5.0, 14, 1.0, 5, 2.0]",1
Cr5B2P1,"[24, 5.0, 5, 2.0, 15, 1.0]",1
Mn5B2P1,"[25, 5.0, 5, 2.0, 15, 1.0]",1
Fe5B2P1,"[26, 5.0, 5, 2.0, 15, 1.0]",1
B2S3,"[5, 2.0, 16, 3.0]",1
Sr1B2S4,"[38, 1.0, 5, 2.0, 16, 4.0]",1
Ba1B2S4,"[56, 1.0, 5, 2.0, 16, 4.0]",1
B2Pb2S5,"[5, 2.0, 82, 2.0, 16, 5.0]",1
Sr3B2S6,"[38, 3.0, 5, 2.0, 16, 6.0]",1
K2B2S7,"[19, 2.0, 5, 2.0, 16, 7.0]",1
K2B2Se7,"[19, 2.0, 5, 2.0, 34, 7.0]",1
Ca1B2Rh2,"[20, 1.0, 5, 2.0, 45, 2.0]",1
Ca1B2Rh3,"[20, 1.0, 5, 2.0, 45, 3.0]",1
Ca1B2Ir2,"[20, 1.0, 5, 2.0, 77, 2.0]",1
Ca3Ni7B2,"[20, 3.0, 28, 7.0, 5, 2.0]",1
Sc1B2,"[21, 1.0, 5, 2.0]",1
Sc1Co3B2,"[21, 1.0, 27, 3.0, 5, 2.0]",1
Sc1B2Os1,"[21, 1.0, 5, 2.0, 76, 1.0]",0
Sc2Ti1B2Ir5,"[21, 2.0, 22, 1.0, 5, 2.0, 77, 5.0]",1
Sc2Fe1B2Rh5,"[21, 2.0, 26, 1.0, 5, 2.0, 45, 5.0]",1
Sc2Ni1B2Ir5,"[21, 2.0, 28, 1.0, 5, 2.0, 77, 5.0]",1
Sc2Cu1B2Ir5,"[21, 2.0, 29, 1.0, 5, 2.0, 77, 5.0]",0
Sc2Ga1B2Rh5,"[21, 2.0, 31, 1.0, 5, 2.0, 45, 5.0]",1
Sc2Ga1B2Ir5,"[21, 2.0, 31, 1.0, 5, 2.0, 77, 5.0]",1
Sc2Ge1B2Ir5,"[21, 2.0, 32, 1.0, 5, 2.0, 77, 5.0]",1
Sc3B2Rh5,"[21, 3.0, 5, 2.0, 45, 5.0]",1
Sc3B2Ir5,"[21, 3.0, 5, 2.0, 77, 5.0]",1
Ti1B2,"[22, 1.0, 5, 2.0]",1
Ti2Re1B2,"[22, 2.0, 75, 1.0, 5, 2.0]",1
Ti3Co5B2,"[22, 3.0, 27, 5.0, 5, 2.0]",1
V1B2,"[23, 1.0, 5, 2.0]",1
V3B2,"[23, 3.0, 5, 2.0]",1
Cr1B2Mo2,"[24, 1.0, 5, 2.0, 42, 2.0]",1
Ta2Cr1B2,"[73, 2.0, 24, 1.0, 5, 2.0]",1
Mn1B2Mo2,"[25, 1.0, 5, 2.0, 42, 2.0]",1
Mn1B2W2,"[25, 1.0, 5, 2.0, 74, 2.0]",1
Fe1B2,"[26, 1.0, 5, 2.0]",1
Fe1B2Mo2,"[26, 1.0, 5, 2.0, 42, 2.0]",1
Fe1B2W2,"[26, 1.0, 5, 2.0, 74, 2.0]",1
Y1Fe2B2,"[39, 1.0, 26, 2.0, 5, 2.0]",1
Tb1Fe2B2,"[65, 1.0, 26, 2.0, 5, 2.0]",1
Dy1Fe2B2,"[66, 1.0, 26, 2.0, 5, 2.0]",1
Ho1Fe2B2,"[67, 1.0, 26, 2.0, 5, 2.0]",1
Er1Fe2B2,"[68, 1.0, 26, 2.0, 5, 2.0]",1
Tm1Fe2B2,"[69, 1.0, 26, 2.0, 5, 2.0]",1
Lu1Fe2B2,"[71, 1.0, 26, 2.0, 5, 2.0]",1
U1Fe3B2,"[92, 1.0, 26, 3.0, 5, 2.0]",1
Co1B2Mo2,"[27, 1.0, 5, 2.0, 42, 2.0]",1
Ta1Co1B2,"[73, 1.0, 27, 1.0, 5, 2.0]",1
Co1B2W2,"[27, 1.0, 5, 2.0, 74, 2.0]",1
Y1Co2B2,"[39, 1.0, 27, 2.0, 5, 2.0]",1
La1Co2B2,"[57, 1.0, 27, 2.0, 5, 2.0]",1
Pr1Co2B2,"[59, 1.0, 27, 2.0, 5, 2.0]",1
Nd1Co2B2,"[60, 1.0, 27, 2.0, 5, 2.0]",1
Sm1Co2B2,"[62, 1.0, 27, 2.0, 5, 2.0]",1
Gd1Co2B2,"[64, 1.0, 27, 2.0, 5, 2.0]",1
Tb1Co2B2,"[65, 1.0, 27, 2.0, 5, 2.0]",1
Dy1Co2B2,"[66, 1.0, 27, 2.0, 5, 2.0]",1
Ho1Co2B2,"[67, 1.0, 27, 2.0, 5, 2.0]",1
Er1Co2B2,"[68, 1.0, 27, 2.0, 5, 2.0]",1
Y1Co3B2,"[39, 1.0, 27, 3.0, 5, 2.0]",1
Ce1Co3B2,"[58, 1.0, 27, 3.0, 5, 2.0]",1
Gd1Co3B2,"[64, 1.0, 27, 3.0, 5, 2.0]",1
Tb1Co3B2,"[65, 1.0, 27, 3.0, 5, 2.0]",1
Dy1Co3B2,"[66, 1.0, 27, 3.0, 5, 2.0]",1
Ho1Co3B2,"[67, 1.0, 27, 3.0, 5, 2.0]",1
Er1Co3B2,"[68, 1.0, 27, 3.0, 5, 2.0]",1
Tm1Co3B2,"[69, 1.0, 27, 3.0, 5, 2.0]",1
Lu1Co3B2,"[71, 1.0, 27, 3.0, 5, 2.0]",1
U1Co3B2,"[92, 1.0, 27, 3.0, 5, 2.0]",1
Ce2Co5B2,"[58, 2.0, 27, 5.0, 5, 2.0]",1
Sm2Co5B2,"[62, 2.0, 27, 5.0, 5, 2.0]",1
U3Co7B2,"[92, 3.0, 27, 7.0, 5, 2.0]",1
Ce3Ni13B2,"[58, 3.0, 28, 13.0, 5, 2.0]",1
Nb1Ni1B2,"[41, 1.0, 28, 1.0, 5, 2.0]",1
Ni1B2Mo2,"[28, 1.0, 5, 2.0, 42, 2.0]",1
Ta1Ni1B2,"[73, 1.0, 28, 1.0, 5, 2.0]",1
Ni1B2W2,"[28, 1.0, 5, 2.0, 74, 2.0]",0
Y1Ni2B2,"[39, 1.0, 28, 2.0, 5, 2.0]",1
Sm1Ni2B2,"[62, 1.0, 28, 2.0, 5, 2.0]",1
Tb1Ni2B2,"[65, 1.0, 28, 2.0, 5, 2.0]",1
Dy1Ni2B2,"[66, 1.0, 28, 2.0, 5, 2.0]",1
Er1Ni2B2,"[68, 1.0, 28, 2.0, 5, 2.0]",1
Zn1Ni3B2,"[30, 1.0, 28, 3.0, 5, 2.0]",1
Y3Ni7B2,"[39, 3.0, 28, 7.0, 5, 2.0]",1
Gd3Ni7B2,"[64, 3.0, 28, 7.0, 5, 2.0]",1
Tb3Ni7B2,"[65, 3.0, 28, 7.0, 5, 2.0]",1
Dy3Ni7B2,"[66, 3.0, 28, 7.0, 5, 2.0]",1
Er3Ni7B2,"[68, 3.0, 28, 7.0, 5, 2.0]",1
Tm3Ni7B2,"[69, 3.0, 28, 7.0, 5, 2.0]",1
Lu3Ni7B2,"[71, 3.0, 28, 7.0, 5, 2.0]",1
Zn1B2Ir2,"[30, 1.0, 5, 2.0, 77, 2.0]",1
Ta5Ge1B2,"[73, 5.0, 32, 1.0, 5, 2.0]",1
Ba1B2Se6,"[56, 1.0, 5, 2.0, 34, 6.0]",1
Rb2B2Se7,"[37, 2.0, 5, 2.0, 34, 7.0]",1
Tl2B2Se7,"[81, 2.0, 5, 2.0, 34, 7.0]",0
Tb10B2Br15,"[65, 10.0, 5, 2.0, 35, 15.0]",1
Sr1B2Rh2,"[38, 1.0, 5, 2.0, 45, 2.0]",1
Sr1B2Ir2,"[38, 1.0, 5, 2.0, 77, 2.0]",1
Y1B2,"[39, 1.0, 5, 2.0]",1
Y1B2Ru1,"[39, 1.0, 5, 2.0, 44, 1.0]",1
Y1B2Ru3,"[39, 1.0, 5, 2.0, 44, 3.0]",1
Y1B2Rh3,"[39, 1.0, 5, 2.0, 45, 3.0]",1
Y1B2Os1,"[39, 1.0, 5, 2.0, 76, 1.0]",0
Y1B2Ir2,"[39, 1.0, 5, 2.0, 77, 2.0]",1
Y1B2Ir3,"[39, 1.0, 5, 2.0, 77, 3.0]",1
Zr1B2,"[40, 1.0, 5, 2.0]",1
Nb1B2,"[41, 1.0, 5, 2.0]",1
Nb2B2Mo1,"[41, 2.0, 5, 2.0, 42, 1.0]",1
Nb3B2,"[41, 3.0, 5, 2.0]",1
Nb3B2Ru5,"[41, 3.0, 5, 2.0, 44, 5.0]",1
B2Mo1,"[5, 2.0, 42, 1.0]",1
Tc1B2,"[43, 1.0, 5, 2.0]",1
B2Ru1,"[5, 2.0, 44, 1.0]",1
Ce1B2Ru1,"[58, 1.0, 5, 2.0, 44, 1.0]",1
Tb1B2Ru1,"[65, 1.0, 5, 2.0, 44, 1.0]",1
Dy1B2Ru1,"[66, 1.0, 5, 2.0, 44, 1.0]",1
Ho1B2Ru1,"[67, 1.0, 5, 2.0, 44, 1.0]",1
Er1B2Ru1,"[68, 1.0, 5, 2.0, 44, 1.0]",1
Tm1B2Ru1,"[69, 1.0, 5, 2.0, 44, 1.0]",1
Lu1B2Ru1,"[71, 1.0, 5, 2.0, 44, 1.0]",1
U5B24Mo10,"[92, 5.0, 5, 24.0, 42, 10.0]",1
Pr1B2Ru2,"[59, 1.0, 5, 2.0, 44, 2.0]",1
Nd1B2Ru2,"[60, 1.0, 5, 2.0, 44, 2.0]",1
Sm1B2Ru2,"[62, 1.0, 5, 2.0, 44, 2.0]",1
Gd1B2Ru2,"[64, 1.0, 5, 2.0, 44, 2.0]",1
Th1B2Ru2,"[90, 1.0, 5, 2.0, 44, 2.0]",1
Ce1B2Ru3,"[58, 1.0, 5, 2.0, 44, 3.0]",1
Gd1B2Ru3,"[64, 1.0, 5, 2.0, 44, 3.0]",1
Tb1B2Ru3,"[65, 1.0, 5, 2.0, 44, 3.0]",1
Dy1B2Ru3,"[66, 1.0, 5, 2.0, 44, 3.0]",1
Ho1B2Ru3,"[67, 1.0, 5, 2.0, 44, 3.0]",1
Er1B2Ru3,"[68, 1.0, 5, 2.0, 44, 3.0]",1
Tm1B2Ru3,"[69, 1.0, 5, 2.0, 44, 3.0]",1
Lu1B2Ru3,"[71, 1.0, 5, 2.0, 44, 3.0]",1
Th1B2Ru3,"[90, 1.0, 5, 2.0, 44, 3.0]",0
U1B2Ru3,"[92, 1.0, 5, 2.0, 44, 3.0]",1
Pu1B2Ru3,"[94, 1.0, 5, 2.0, 44, 3.0]",0
Ta3B2Ru5,"[73, 3.0, 5, 2.0, 44, 5.0]",1
Ba1B2Rh2,"[56, 1.0, 5, 2.0, 45, 2.0]",1
Ce1B2Rh3,"[58, 1.0, 5, 2.0, 45, 3.0]",1
Pr1B2Rh3,"[59, 1.0, 5, 2.0, 45, 3.0]",1
Nd1B2Rh3,"[60, 1.0, 5, 2.0, 45, 3.0]",1
Sm1B2Rh3,"[62, 1.0, 5, 2.0, 45, 3.0]",1
Eu1B2Rh3,"[63, 1.0, 5, 2.0, 45, 3.0]",1
Gd1B2Rh3,"[64, 1.0, 5, 2.0, 45, 3.0]",1
Pu1B2Rh3,"[94, 1.0, 5, 2.0, 45, 3.0]",1
Sn5B2Rh6,"[50, 5.0, 5, 2.0, 45, 6.0]",1
Mg2B24C1,"[12, 2.0, 5, 24.0, 6, 1.0]",1
Sn5B2Ir6,"[50, 5.0, 5, 2.0, 77, 6.0]",1
Ba1B2Ir2,"[56, 1.0, 5, 2.0, 77, 2.0]",1
La1B2Os2,"[57, 1.0, 5, 2.0, 76, 2.0]",1
La1B2Ir3,"[57, 1.0, 5, 2.0, 77, 3.0]",0
Ce1B2Os2,"[58, 1.0, 5, 2.0, 76, 2.0]",1
Ce1B2Ir2,"[58, 1.0, 5, 2.0, 77, 2.0]",1
Ce1B2Ir3,"[58, 1.0, 5, 2.0, 77, 3.0]",0
Ce2B2Ir5,"[58, 2.0, 5, 2.0, 77, 5.0]",1
Pr1B2Os2,"[59, 1.0, 5, 2.0, 76, 2.0]",0
Pr1B2Ir2,"[59, 1.0, 5, 2.0, 77, 2.0]",1
Pr1B2Ir3,"[59, 1.0, 5, 2.0, 77, 3.0]",1
Nd1B2Os2,"[60, 1.0, 5, 2.0, 76, 2.0]",1
Nd1B2Ir2,"[60, 1.0, 5, 2.0, 77, 2.0]",1
Nd1B2Ir3,"[60, 1.0, 5, 2.0, 77, 3.0]",1
Ce1Co2B2C1,"[58, 1.0, 27, 2.0, 5, 2.0, 6, 1.0]",1
Y1Ni2B2C1,"[39, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
La1Ni2B2C1,"[57, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Ce1Ni2B2C1,"[58, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Pr1Ni2B2C1,"[59, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Nd1Ni2B2C1,"[60, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Eu1Ni2B2C1,"[63, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Gd1Ni2B2C1,"[64, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Tb1Ni2B2C1,"[65, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Dy1Ni2B2C1,"[66, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Er1Ni2B2C1,"[68, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Tm1Ni2B2C1,"[69, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Lu1Ni2B2C1,"[71, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Th1Ni2B2C1,"[90, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
U1Ni2B2C1,"[92, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]",1
Y1B2C1,"[39, 1.0, 5, 2.0, 6, 1.0]",1
La1B2Rh2C1,"[57, 1.0, 5, 2.0, 45, 2.0, 6, 1.0]",1
Ce1B2Rh2C1,"[58, 1.0, 5, 2.0, 45, 2.0, 6, 1.0]",1
Pr1B2Rh2C1,"[59, 1.0, 5, 2.0, 45, 2.0, 6, 1.0]",1
Nd1B2Rh2C1,"[60, 1.0, 5, 2.0, 45, 2.0, 6, 1.0]",1
Sm1B2Rh2C1,"[62, 1.0, 5, 2.0, 45, 2.0, 6, 1.0]",1
Gd1B2Rh2C1,"[64, 1.0, 5, 2.0, 45, 2.0, 6, 1.0]",1
Th1B2Rh2C1,"[90, 1.0, 5, 2.0, 45, 2.0, 6, 1.0]",0
La1B2Ir2C1,"[57, 1.0, 5, 2.0, 77, 2.0, 6, 1.0]",0
Ce1B2C1,"[58, 1.0, 5, 2.0, 6, 1.0]",1
Ce1B2Ir2C1,"[58, 1.0, 5, 2.0, 77, 2.0, 6, 1.0]",1
Tb1B2C1,"[65, 1.0, 5, 2.0, 6, 1.0]",1
Dy1B2C1,"[66, 1.0, 5, 2.0, 6, 1.0]",1
Ho1B2C1,"[67, 1.0, 5, 2.0, 6, 1.0]",1
Tm1B2C1,"[69, 1.0, 5, 2.0, 6, 1.0]",1
Lu1B2C1,"[71, 1.0, 5, 2.0, 6, 1.0]",1
Th1B2C1,"[90, 1.0, 5, 2.0, 6, 1.0]",0
Mg1B2C2,"[12, 1.0, 5, 2.0, 6, 2.0]",1
Sm1B2Os2,"[62, 1.0, 5, 2.0, 76, 2.0]",1
Sm1B2Ir2,"[62, 1.0, 5, 2.0, 77, 2.0]",0
Sm1B2Ir3,"[62, 1.0, 5, 2.0, 77, 3.0]",0
Ca1B2C2,"[20, 1.0, 5, 2.0, 6, 2.0]",1
Y1B2C2,"[39, 1.0, 5, 2.0, 6, 2.0]",1
La1B2C2,"[57, 1.0, 5, 2.0, 6, 2.0]",1
Ce1B2C2,"[58, 1.0, 5, 2.0, 6, 2.0]",1
Pr1B2C2,"[59, 1.0, 5, 2.0, 6, 2.0]",1
Nd1B2C2,"[60, 1.0, 5, 2.0, 6, 2.0]",1
Sm1B2C2,"[62, 1.0, 5, 2.0, 6, 2.0]",1
Gd1B2C2,"[64, 1.0, 5, 2.0, 6, 2.0]",1
Tb1B2C2,"[65, 1.0, 5, 2.0, 6, 2.0]",1
Dy1B2C2,"[66, 1.0, 5, 2.0, 6, 2.0]",1
Ho1B2C2,"[67, 1.0, 5, 2.0, 6, 2.0]",1
Er1B2C2,"[68, 1.0, 5, 2.0, 6, 2.0]",1
Eu1B2Ir2,"[63, 1.0, 5, 2.0, 77, 2.0]",1
Ce6B2C3Br3,"[58, 6.0, 5, 2.0, 6, 3.0, 35, 3.0]",1
Eu3B2Pt7,"[63, 3.0, 5, 2.0, 78, 7.0]",1
Gd1B2Os1,"[64, 1.0, 5, 2.0, 76, 1.0]",1
Gd1B2Os2,"[64, 1.0, 5, 2.0, 76, 2.0]",1
Gd1B2Ir3,"[64, 1.0, 5, 2.0, 77, 3.0]",1
Ca9B2C4Cl8,"[20, 9.0, 5, 2.0, 6, 4.0, 17, 8.0]",1
Tb1B2,"[65, 1.0, 5, 2.0]",1
Tb1B2Os1,"[65, 1.0, 5, 2.0, 76, 1.0]",0
Tb1B2Ir2,"[65, 1.0, 5, 2.0, 77, 2.0]",1
Tb1B2Ir3,"[65, 1.0, 5, 2.0, 77, 3.0]",1
Dy5B2C5,"[66, 5.0, 5, 2.0, 6, 5.0]",1
Dy1B2,"[66, 1.0, 5, 2.0]",1
Dy1B2Os1,"[66, 1.0, 5, 2.0, 76, 1.0]",1
Dy1B2Ir2,"[66, 1.0, 5, 2.0, 77, 2.0]",1
Dy1B2Ir3,"[66, 1.0, 5, 2.0, 77, 3.0]",0
Ho1B2,"[67, 1.0, 5, 2.0]",1
Ho1B2Os1,"[67, 1.0, 5, 2.0, 76, 1.0]",1
Ho1B2Ir3,"[67, 1.0, 5, 2.0, 77, 3.0]",1
Er1B2,"[68, 1.0, 5, 2.0]",1
Er1B2Os1,"[68, 1.0, 5, 2.0, 76, 1.0]",1
Er1B2Ir3,"[68, 1.0, 5, 2.0, 77, 3.0]",1
Tm1B2,"[69, 1.0, 5, 2.0]",1
Tm1B2Os1,"[69, 1.0, 5, 2.0, 76, 1.0]",1
Tm1B2Ir3,"[69, 1.0, 5, 2.0, 77, 3.0]",0
Lu1B2,"[71, 1.0, 5, 2.0]",1
Lu1B2Os1,"[71, 1.0, 5, 2.0, 76, 1.0]",1
Lu1B2Ir3,"[71, 1.0, 5, 2.0, 77, 3.0]",1
Hf1B2,"[72, 1.0, 5, 2.0]",1
Ta1B2,"[73, 1.0, 5, 2.0]",0
Ce3Ni2B2N3,"[58, 3.0, 28, 2.0, 5, 2.0, 7, 3.0]",1
Ta3B2,"[73, 3.0, 5, 2.0]",1
B2W1,"[5, 2.0, 74, 1.0]",0
Ba3B2N4,"[56, 3.0, 5, 2.0, 7, 4.0]",1
La3B2N4,"[57, 3.0, 5, 2.0, 7, 4.0]",1
Ce3B2N4,"[58, 3.0, 5, 2.0, 7, 4.0]",1
Pr3B2N4,"[59, 3.0, 5, 2.0, 7, 4.0]",1
Nd3B2N4,"[60, 3.0, 5, 2.0, 7, 4.0]",1
Re1B2,"[75, 1.0, 5, 2.0]",1
La3B2N5,"[57, 3.0, 5, 2.0, 7, 5.0]",1
La4B2N5,"[57, 4.0, 5, 2.0, 7, 5.0]",1
B2Os1,"[5, 2.0, 76, 1.0]",1
Pu1B2Os1,"[94, 1.0, 5, 2.0, 76, 1.0]",1
Th1B2Os2,"[90, 1.0, 5, 2.0, 76, 2.0]",0
U1B2Os3,"[92, 1.0, 5, 2.0, 76, 3.0]",1
La5B2N6,"[57, 5.0, 5, 2.0, 7, 6.0]",1
Th1B2Ir3,"[90, 1.0, 5, 2.0, 77, 3.0]",1
U1B2Ir3,"[92, 1.0, 5, 2.0, 77, 3.0]",1
Pu1B2Ir3,"[94, 1.0, 5, 2.0, 77, 3.0]",1
Na2Y2B2Te1O10,"[11, 2.0, 39, 2.0, 5, 2.0, 52, 1.0, 8, 10.0]",1
Na2Dy2B2Te1O10,"[11, 2.0, 66, 2.0, 5, 2.0, 52, 1.0, 8, 10.0]",0
Na2Ho2B2Te1O10,"[11, 2.0, 67, 2.0, 5, 2.0, 52, 1.0, 8, 10.0]",1
Na2Er2B2Te1O10,"[11, 2.0, 68, 2.0, 5, 2.0, 52, 1.0, 8, 10.0]",1
Na2Tm2B2Te1O10,"[11, 2.0, 69, 2.0, 5, 2.0, 52, 1.0, 8, 10.0]",0
Na2Lu2B2Te1O10,"[11, 2.0, 71, 2.0, 5, 2.0, 52, 1.0, 8, 10.0]",1
Mg5Sn1B2O10,"[12, 5.0, 50, 1.0, 5, 2.0, 8, 10.0]",1
K2B2Se3O10,"[19, 2.0, 5, 2.0, 34, 3.0, 8, 10.0]",1
Ni5Sn1B2O10,"[28, 5.0, 50, 1.0, 5, 2.0, 8, 10.0]",1
Hf1Ni5B2O10,"[72, 1.0, 28, 5.0, 5, 2.0, 8, 10.0]",1
B2Se3O10,"[5, 2.0, 34, 3.0, 8, 10.0]",1
B2Pb6S1O12,"[5, 2.0, 82, 6.0, 16, 1.0, 8, 12.0]",1
K3Nb3B2O12,"[19, 3.0, 41, 3.0, 5, 2.0, 8, 12.0]",1
K3Ta3B2O12,"[19, 3.0, 73, 3.0, 5, 2.0, 8, 12.0]",1
B2Mo1Pb6O12,"[5, 2.0, 42, 1.0, 82, 6.0, 8, 12.0]",1
Na5B2P3O13,"[11, 5.0, 5, 2.0, 15, 3.0, 8, 13.0]",1
Cs2B2S3O13,"[55, 2.0, 5, 2.0, 16, 3.0, 8, 13.0]",1
Ba1B2S3O13,"[56, 1.0, 5, 2.0, 16, 3.0, 8, 13.0]",1
Ba2Ca1Si4B2O14,"[56, 2.0, 20, 1.0, 14, 4.0, 5, 2.0, 8, 14.0]",1
Rb4B2S4O17,"[37, 4.0, 5, 2.0, 16, 4.0, 8, 17.0]",1
B2O3,"[5, 2.0, 8, 3.0]",1
La1B2Cl1O4,"[57, 1.0, 5, 2.0, 17, 1.0, 8, 4.0]",1
Pr1B2Cl1O4,"[59, 1.0, 5, 2.0, 17, 1.0, 8, 4.0]",1
Ca1B2O4,"[20, 1.0, 5, 2.0, 8, 4.0]",1
Cu1B2O4,"[29, 1.0, 5, 2.0, 8, 4.0]",1
Sr1B2O4,"[38, 1.0, 5, 2.0, 8, 4.0]",1
Ba1B2O4,"[56, 1.0, 5, 2.0, 8, 4.0]",1
Eu1B2O4,"[63, 1.0, 5, 2.0, 8, 4.0]",1
Na1Sc1B2O5,"[11, 1.0, 21, 1.0, 5, 2.0, 8, 5.0]",1
Na4B2O5,"[11, 4.0, 5, 2.0, 8, 5.0]",1
Sr1Mg1B2O5,"[38, 1.0, 12, 1.0, 5, 2.0, 8, 5.0]",1
Mg2B2O5,"[12, 2.0, 5, 2.0, 8, 5.0]",1
Er2B2Cl2O5,"[68, 2.0, 5, 2.0, 17, 2.0, 8, 5.0]",1
Ba1Ca1B2O5,"[56, 1.0, 20, 1.0, 5, 2.0, 8, 5.0]",1
Ca2B2O5,"[20, 2.0, 5, 2.0, 8, 5.0]",1
Fe2B2O5,"[26, 2.0, 5, 2.0, 8, 5.0]",1
Sr1Cd1B2O5,"[38, 1.0, 48, 1.0, 5, 2.0, 8, 5.0]",1
