new_formula,composition_vector
B2Re1,"[5, 2.0, 75, 1.0]"
Ho1Rh4B4,"[67, 1.0, 45, 4.0, 5, 4.0]"
Tb1Mo6S8,"[65, 1.0, 42, 6.0, 16, 8.0]"
Dy1Mo6S8,"[66, 1.0, 42, 6.0, 16, 8.0]"
Ho1Mo6S8,"[67, 1.0, 42, 6.0, 16, 8.0]"
Er1Mo6S8,"[68, 1.0, 42, 6.0, 16, 8.0]"
Pr1Mo6S8,"[59, 1.0, 42, 6.0, 16, 8.0]"
Nd1Mo6S8,"[60, 1.0, 42, 6.0, 16, 8.0]"
Sm1Mo6S8,"[62, 1.0, 42, 6.0, 16, 8.0]"
Tm1Mo6S8,"[69, 1.0, 42, 6.0, 16, 8.0]"
Lu1Mo6S8,"[71, 1.0, 42, 6.0, 16, 8.0]"
Y1Mo6S8,"[39, 1.0, 42, 6.0, 16, 8.0]"
Y1Pd2Si2,"[39, 1.0, 46, 2.0, 14, 2.0]"
La1Pd2Si2,"[57, 1.0, 46, 2.0, 14, 2.0]"
Lu1Pd2Si2,"[71, 1.0, 46, 2.0, 14, 2.0]"
La1Rh2Si2,"[57, 1.0, 45, 2.0, 14, 2.0]"
Sr1Ga1Si1,"[38, 1.0, 31, 1.0, 14, 1.0]"
La2Rh3Si5,"[57, 2.0, 45, 3.0, 14, 5.0]"
B2Zr1,"[5, 2.0, 40, 1.0]"
Ca3Rh4Sn13,"[20, 3.0, 45, 4.0, 50, 13.0]"
Ba6Ge25,"[56, 6.0, 32, 25.0]"
La1Os4As12,"[57, 1.0, 76, 4.0, 33, 12.0]"
In1V6S8,"[49, 1.0, 23, 6.0, 16, 8.0]"
Tl1V6S8,"[81, 1.0, 23, 6.0, 16, 8.0]"
Cs1V6S8,"[55, 1.0, 23, 6.0, 16, 8.0]"
Ag1Sn1Se2,"[47, 1.0, 50, 1.0, 34, 2.0]"
Al1B2,"[13, 1.0, 5, 2.0]"
Ba2Sn3Sb6,"[56, 2.0, 50, 3.0, 51, 6.0]"
Sr1Sn3Sb4,"[38, 1.0, 50, 3.0, 51, 4.0]"
Nb2S1C1,"[41, 2.0, 16, 1.0, 6, 1.0]"
Cu1Nb2S2C1,"[29, 1.0, 41, 2.0, 16, 2.0, 6, 1.0]"
Nb2S2C1,"[41, 2.0, 16, 2.0, 6, 1.0]"
Mg1B1Be1,"[12, 1.0, 5, 1.0, 4, 1.0]"
Y1Ge2,"[39, 1.0, 32, 2.0]"
Ba1Sn3,"[56, 1.0, 50, 3.0]"
Eu1Mo6S8,"[63, 1.0, 42, 6.0, 16, 8.0]"
Tm5Ir4Si10,"[69, 5.0, 77, 4.0, 14, 10.0]"
Y1Rh4B4,"[39, 1.0, 45, 4.0, 5, 4.0]"
Nd1Rh4B4,"[60, 1.0, 45, 4.0, 5, 4.0]"
Sm1Rh4B4,"[62, 1.0, 45, 4.0, 5, 4.0]"
Er1Rh4B4,"[68, 1.0, 45, 4.0, 5, 4.0]"
Tm1Rh4B4,"[69, 1.0, 45, 4.0, 5, 4.0]"
Lu1Rh4B4,"[71, 1.0, 45, 4.0, 5, 4.0]"
Th1Rh4B4,"[90, 1.0, 45, 4.0, 5, 4.0]"
Er1Ir4B4,"[68, 1.0, 77, 4.0, 5, 4.0]"
Tm1Ir4B4,"[69, 1.0, 77, 4.0, 5, 4.0]"
Sc1Ru4B4,"[21, 1.0, 44, 4.0, 5, 4.0]"
Y1Ru4B4,"[39, 1.0, 44, 4.0, 5, 4.0]"
Lu1Ru4B4,"[71, 1.0, 44, 4.0, 5, 4.0]"
Y1Ru1B2,"[39, 1.0, 44, 1.0, 5, 2.0]"
Lu1Ru1B2,"[71, 1.0, 44, 1.0, 5, 2.0]"
Sc1Os1B2,"[21, 1.0, 76, 1.0, 5, 2.0]"
Y1Os1B2,"[39, 1.0, 76, 1.0, 5, 2.0]"
Lu1Os1B2,"[71, 1.0, 76, 1.0, 5, 2.0]"
Th1Ru3B2,"[90, 1.0, 44, 3.0, 5, 2.0]"
Lu1Os3B2,"[71, 1.0, 76, 3.0, 5, 2.0]"
La1Rh3B2,"[57, 1.0, 45, 3.0, 5, 2.0]"
La1Ir3B2,"[57, 1.0, 77, 3.0, 5, 2.0]"
Th1Ir3B2,"[90, 1.0, 77, 3.0, 5, 2.0]"
Ti1Ru1P1,"[22, 1.0, 44, 1.0, 15, 1.0]"
Zr1Ru1P1,"[40, 1.0, 44, 1.0, 15, 1.0]"
Hf1Ru1P1,"[72, 1.0, 44, 1.0, 15, 1.0]"
Zr1Os1P1,"[40, 1.0, 76, 1.0, 15, 1.0]"
Hf1Os1P1,"[72, 1.0, 76, 1.0, 15, 1.0]"
Y1Ru3Si2,"[39, 1.0, 44, 3.0, 14, 2.0]"
La1Ru3Si2,"[57, 1.0, 44, 3.0, 14, 2.0]"
Th1Ru3Si2,"[90, 1.0, 44, 3.0, 14, 2.0]"
Y3Ru4Ge13,"[39, 3.0, 44, 4.0, 32, 13.0]"
Lu3Ru4Ge13,"[71, 3.0, 44, 4.0, 32, 13.0]"
Y3Os4Ge13,"[39, 3.0, 76, 4.0, 32, 13.0]"
Lu3Os4Ge13,"[71, 3.0, 76, 4.0, 32, 13.0]"
Y2Re3Si5,"[39, 2.0, 75, 3.0, 14, 5.0]"
Sc5Rh4Si10,"[21, 5.0, 45, 4.0, 14, 10.0]"
Y5Ir4Si10,"[39, 5.0, 77, 4.0, 14, 10.0]"
Y1Ir4B4,"[39, 1.0, 77, 4.0, 5, 4.0]"
Dy1Ir2Rh2B4,"[66, 1.0, 77, 2.0, 45, 2.0, 5, 4.0]"
Er1Ir2Rh2B4,"[68, 1.0, 77, 2.0, 45, 2.0, 5, 4.0]"
Pb1Mo6S4Se4,"[82, 1.0, 42, 6.0, 16, 4.0, 34, 4.0]"
Fe1,"[26, 1.0]"
V2Hf1,"[23, 2.0, 72, 1.0]"
Er1Pd2Sn1,"[68, 1.0, 46, 2.0, 50, 1.0]"
Y1Pd2Sn1,"[39, 1.0, 46, 2.0, 50, 1.0]"
Zr1Ir1Si1,"[40, 1.0, 77, 1.0, 14, 1.0]"
Zr1Os1Si1,"[40, 1.0, 76, 1.0, 14, 1.0]"
Ca1Ga1Si1,"[20, 1.0, 31, 1.0, 14, 1.0]"
Ba1Ga1Si1,"[56, 1.0, 31, 1.0, 14, 1.0]"
La1Ni1Ga2,"[57, 1.0, 28, 1.0, 31, 2.0]"
Sr1Si2,"[38, 1.0, 14, 2.0]"
Mo1B2,"[42, 1.0, 5, 2.0]"
Sr1Al1Si1,"[38, 1.0, 13, 1.0, 14, 1.0]"
Tb1Ni2B2C1,"[65, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]"
Ce2Co1In8,"[58, 2.0, 27, 1.0, 49, 8.0]"
Li1,"[3, 1.0]"
Ce1Te2,"[58, 1.0, 52, 2.0]"
Au1,"[79, 1.0]"
B3Re7,"[5, 3.0, 75, 7.0]"
Zr2Co1,"[40, 2.0, 27, 1.0]"
La3Pd5Si1,"[57, 3.0, 46, 5.0, 14, 1.0]"
La1Rh1Sb1,"[57, 1.0, 45, 1.0, 51, 1.0]"
Ce1Ru3B2,"[58, 1.0, 44, 3.0, 5, 2.0]"
Ce1Ru3Si2,"[58, 1.0, 44, 3.0, 14, 2.0]"
Th1Sn3,"[90, 1.0, 50, 3.0]"
Th1Pb3,"[90, 1.0, 82, 3.0]"
Y1In3,"[39, 1.0, 49, 3.0]"
Ca1Tl2Pb1,"[20, 1.0, 81, 2.0, 82, 1.0]"
Ca1Si1,"[20, 1.0, 14, 1.0]"
La1Rh1Al1,"[57, 1.0, 45, 1.0, 13, 1.0]"
Ca1B1Pd3,"[20, 1.0, 5, 1.0, 46, 3.0]"
Nb1Rh3,"[41, 1.0, 45, 3.0]"
Y1B6,"[39, 1.0, 5, 6.0]"
La3In1,"[57, 3.0, 49, 1.0]"
Pd1Tl1Pb1,"[46, 1.0, 81, 1.0, 82, 1.0]"
B1Mo1Re1,"[5, 1.0, 42, 1.0, 75, 1.0]"
B1W1Re1,"[5, 1.0, 74, 1.0, 75, 1.0]"
Cu1V2S4,"[29, 1.0, 23, 2.0, 16, 4.0]"
Y1Ru2,"[39, 1.0, 44, 2.0]"
Ti1N1,"[22, 1.0, 7, 1.0]"
V1N1,"[23, 1.0, 7, 1.0]"
Ge2Lu1,"[32, 2.0, 71, 1.0]"
Th1Ru2,"[90, 1.0, 44, 2.0]"
Nb1Sn3,"[41, 1.0, 50, 3.0]"
Be13W1,"[4, 13.0, 74, 1.0]"
Ag1B2,"[47, 1.0, 5, 2.0]"
Tl1Mo6Se8,"[81, 1.0, 42, 6.0, 34, 8.0]"
La3Rh2Ge2,"[57, 3.0, 45, 2.0, 32, 2.0]"
La1Pd2Ge2,"[57, 1.0, 46, 2.0, 32, 2.0]"
La1Pt2Ge2,"[57, 1.0, 78, 2.0, 32, 2.0]"
Y1Ir1Si1,"[39, 1.0, 77, 1.0, 14, 1.0]"
Zr1Rh1P1,"[40, 1.0, 45, 1.0, 15, 1.0]"
Nb1Rh1P1,"[41, 1.0, 45, 1.0, 15, 1.0]"
Ta1Rh1P1,"[73, 1.0, 45, 1.0, 15, 1.0]"
Zr1Ru1As1,"[40, 1.0, 44, 1.0, 33, 1.0]"
Hf1Ru1As1,"[72, 1.0, 44, 1.0, 33, 1.0]"
Zr1Os1As1,"[40, 1.0, 76, 1.0, 33, 1.0]"
Hf1Os1As1,"[72, 1.0, 76, 1.0, 33, 1.0]"
Y1B2C2,"[39, 1.0, 5, 2.0, 6, 2.0]"
Lu1B2C2,"[71, 1.0, 5, 2.0, 6, 2.0]"
Y2Rh3Si5,"[39, 2.0, 45, 3.0, 14, 5.0]"
Y1Ru1B4,"[39, 1.0, 44, 1.0, 5, 4.0]"
Y1Os1B4,"[39, 1.0, 76, 1.0, 5, 4.0]"
Ca4Rh6Pb19,"[20, 4.0, 45, 6.0, 82, 19.0]"
In3Mo15Se19,"[49, 3.0, 42, 15.0, 34, 19.0]"
Mo15Se19,"[42, 15.0, 34, 19.0]"
Li3Mo15Se19,"[3, 3.0, 42, 15.0, 34, 19.0]"
K2In1Mo15Se19,"[19, 2.0, 49, 1.0, 42, 15.0, 34, 19.0]"
In2Mo15Se19,"[49, 2.0, 42, 15.0, 34, 19.0]"
Li2Mo15Se19,"[3, 2.0, 42, 15.0, 34, 19.0]"
K2Mo15Se19,"[19, 2.0, 42, 15.0, 34, 19.0]"
Ca1Pb3,"[20, 1.0, 82, 3.0]"
Y1Ir2Si2,"[39, 1.0, 77, 2.0, 14, 2.0]"
Y2Ir3Si5,"[39, 2.0, 77, 3.0, 14, 5.0]"
Sc1C1,"[21, 1.0, 6, 1.0]"
Th1Ir2,"[90, 1.0, 77, 2.0]"
Th1Ir1Os1,"[90, 1.0, 77, 1.0, 76, 1.0]"
Th1Os2,"[90, 1.0, 76, 2.0]"
Th1Pd2B2C1,"[90, 1.0, 46, 2.0, 5, 2.0, 6, 1.0]"
Cd1Mo6S8,"[48, 1.0, 42, 6.0, 16, 8.0]"
Tl1Bi1Te2,"[81, 1.0, 83, 1.0, 52, 2.0]"
Cu1Y1,"[29, 1.0, 39, 1.0]"
Au1Sc1,"[79, 1.0, 21, 1.0]"
Au1Lu1,"[79, 1.0, 71, 1.0]"
Al1Sc1Au2,"[13, 1.0, 21, 1.0, 79, 2.0]"
In1Sc1Au2,"[49, 1.0, 21, 1.0, 79, 2.0]"
In1Y1Au2,"[49, 1.0, 39, 1.0, 79, 2.0]"
Cu6La1,"[29, 6.0, 57, 1.0]"
Cu6Th1,"[29, 6.0, 90, 1.0]"
Cr3Rh1,"[24, 3.0, 45, 1.0]"
Ta1V2,"[73, 1.0, 23, 2.0]"
Se3Ta1,"[34, 3.0, 73, 1.0]"
Pd7Se2,"[46, 7.0, 34, 2.0]"
Pd34Se11,"[46, 34.0, 34, 11.0]"
Re2Si1,"[75, 2.0, 14, 1.0]"
Ru3U1,"[44, 3.0, 92, 1.0]"
H1Nb1,"[1, 1.0, 41, 1.0]"
S1N1,"[16, 1.0, 7, 1.0]"
La2Sn5,"[57, 2.0, 50, 5.0]"
La1Sn2,"[57, 1.0, 50, 2.0]"
La1Sb2,"[57, 1.0, 51, 2.0]"
As3La4,"[33, 3.0, 57, 4.0]"
La4Sb3,"[57, 4.0, 51, 3.0]"
Bi3La4,"[83, 3.0, 57, 4.0]"
La3Sb3Y1,"[57, 3.0, 51, 3.0, 39, 1.0]"
Bi2La4Pb1,"[83, 2.0, 57, 4.0, 82, 1.0]"
Bi1La4Pb2,"[83, 1.0, 57, 4.0, 82, 2.0]"
Bi3La5,"[83, 3.0, 57, 5.0]"
La2Sb1,"[57, 2.0, 51, 1.0]"
Bi1La2,"[83, 1.0, 57, 2.0]"
La3Ru1,"[57, 3.0, 44, 1.0]"
La5Ru2,"[57, 5.0, 44, 2.0]"
Ga1La3,"[31, 1.0, 57, 3.0]"
La3Sn1,"[57, 3.0, 50, 1.0]"
Co1La3,"[27, 1.0, 57, 3.0]"
Ge3U5,"[32, 3.0, 92, 5.0]"
Ge3Mo5,"[32, 3.0, 42, 5.0]"
Ge2Zr1,"[32, 2.0, 40, 1.0]"
Ge2Hf1,"[32, 2.0, 72, 1.0]"
Ga41Mo8,"[31, 41.0, 42, 8.0]"
Au1Ga40Mo8,"[79, 1.0, 31, 40.0, 42, 8.0]"
Ga6Y1,"[31, 6.0, 39, 1.0]"
Nb3Os2,"[41, 3.0, 76, 2.0]"
Ga2La1,"[31, 2.0, 57, 1.0]"
Lu3Rh4Ge13,"[71, 3.0, 45, 4.0, 32, 13.0]"
Ca3Rh4Ge13,"[20, 3.0, 45, 4.0, 32, 13.0]"
Ca3Ir4Ge13,"[20, 3.0, 77, 4.0, 32, 13.0]"
Sr3Rh4Sn13,"[38, 3.0, 45, 4.0, 50, 13.0]"
Th3Rh4Sn13,"[90, 3.0, 45, 4.0, 50, 13.0]"
Ca3Ir4Sn13,"[20, 3.0, 77, 4.0, 50, 13.0]"
Sr3Ir4Sn13,"[38, 3.0, 77, 4.0, 50, 13.0]"
La3Ir4Sn13,"[57, 3.0, 77, 4.0, 50, 13.0]"
La3Rh4Pb13,"[57, 3.0, 45, 4.0, 82, 13.0]"
Sc4Rh6Ge19,"[21, 4.0, 45, 6.0, 32, 19.0]"
Ta1Ge2,"[73, 1.0, 32, 2.0]"
Re1Ge2,"[75, 1.0, 32, 2.0]"
W1C1,"[74, 1.0, 6, 1.0]"
Nb1B2,"[41, 1.0, 5, 2.0]"
C6Sr1,"[6, 6.0, 38, 1.0]"
Y2Ge3,"[39, 2.0, 32, 3.0]"
Na1Al1Si1,"[11, 1.0, 13, 1.0, 14, 1.0]"
Np1Pd5Al2,"[93, 1.0, 46, 5.0, 13, 2.0]"
Ga9Rh2,"[31, 9.0, 45, 2.0]"
Ga9Ir2,"[31, 9.0, 77, 2.0]"
Ce1Rh1Si3,"[58, 1.0, 45, 1.0, 14, 3.0]"
La1Rh1Si3,"[57, 1.0, 45, 1.0, 14, 3.0]"
Si2Sr1,"[14, 2.0, 38, 1.0]"
Ba1Ge2,"[56, 1.0, 32, 2.0]"
Tc2Y1,"[43, 2.0, 39, 1.0]"
Sc1Tc2,"[21, 1.0, 43, 2.0]"
Lu1Tc2,"[71, 1.0, 43, 2.0]"
Lu1Re2,"[71, 1.0, 75, 2.0]"
Mo2B1C1,"[42, 2.0, 5, 1.0, 6, 1.0]"
Th1Si2,"[90, 1.0, 14, 2.0]"
Th1Rh1Si1,"[90, 1.0, 45, 1.0, 14, 1.0]"
Th1Ir1Si1,"[90, 1.0, 77, 1.0, 14, 1.0]"
La1Rh1Si1,"[57, 1.0, 45, 1.0, 14, 1.0]"
La1Ir1Si1,"[57, 1.0, 77, 1.0, 14, 1.0]"
Ti1S2,"[22, 1.0, 16, 2.0]"
S2Ti1,"[16, 2.0, 22, 1.0]"
La1Ir2Si2,"[57, 1.0, 77, 2.0, 14, 2.0]"
U1Co1Ge1,"[92, 1.0, 27, 1.0, 32, 1.0]"
N1Cl1,"[7, 1.0, 17, 1.0]"
Ti2In1C1,"[22, 2.0, 49, 1.0, 6, 1.0]"
Nb2As1C1,"[41, 2.0, 33, 1.0, 6, 1.0]"
Ba1Pt4Ge12,"[56, 1.0, 78, 4.0, 32, 12.0]"
La1Pt4Ge12,"[57, 1.0, 78, 4.0, 32, 12.0]"
Pr1Pt4Ge12,"[59, 1.0, 78, 4.0, 32, 12.0]"
B2Os1,"[5, 2.0, 76, 1.0]"
B2Ru1,"[5, 2.0, 44, 1.0]"
V2Ir1B2,"[23, 2.0, 77, 1.0, 5, 2.0]"
Mo2Ir1B2,"[42, 2.0, 77, 1.0, 5, 2.0]"
Mo2Ru1B2,"[42, 2.0, 44, 1.0, 5, 2.0]"
Pd2Hf1Al1,"[46, 2.0, 72, 1.0, 13, 1.0]"
Pd2Zr1Al1,"[46, 2.0, 40, 1.0, 13, 1.0]"
La1Bi1Pt1,"[57, 1.0, 83, 1.0, 78, 1.0]"
La1Al2,"[57, 1.0, 13, 2.0]"
Au2In1Y1,"[79, 2.0, 49, 1.0, 39, 1.0]"
Au1Pd1In1Y1,"[79, 1.0, 46, 1.0, 49, 1.0, 39, 1.0]"
Pd2In1Y1,"[46, 2.0, 49, 1.0, 39, 1.0]"
Pd2Sn1Y1,"[46, 2.0, 50, 1.0, 39, 1.0]"
Ni2Hf1Al1,"[28, 2.0, 72, 1.0, 13, 1.0]"
Ni2Zr1Al1,"[28, 2.0, 40, 1.0, 13, 1.0]"
Ni2Hf1Ga1,"[28, 2.0, 72, 1.0, 31, 1.0]"
Ni2Nb1Sn1,"[28, 2.0, 41, 1.0, 50, 1.0]"
Er2Fe3Si5,"[68, 2.0, 26, 3.0, 14, 5.0]"
La1Pt3Si1,"[57, 1.0, 78, 3.0, 14, 1.0]"
Zr1Ru1Ge1,"[40, 1.0, 44, 1.0, 32, 1.0]"
La1Rh1Sn1,"[57, 1.0, 45, 1.0, 50, 1.0]"
La1Pt1Ge1,"[57, 1.0, 78, 1.0, 32, 1.0]"
Th1Pt4Ge12,"[90, 1.0, 78, 4.0, 32, 12.0]"
La1Ru2P2,"[57, 1.0, 44, 2.0, 15, 2.0]"
La1Ir2Ge2,"[57, 1.0, 77, 2.0, 32, 2.0]"
Ba1Ni2P2,"[56, 1.0, 28, 2.0, 15, 2.0]"
Y1Rh2Si2,"[39, 1.0, 45, 2.0, 14, 2.0]"
La1Ru2Si2,"[57, 1.0, 44, 2.0, 14, 2.0]"
Lu1Ru2Si2,"[71, 1.0, 44, 2.0, 14, 2.0]"
Ba1Fe2As2,"[56, 1.0, 26, 2.0, 33, 2.0]"
Sr1Fe2As2,"[38, 1.0, 26, 2.0, 33, 2.0]"
Nb1Ru1Si1,"[41, 1.0, 44, 1.0, 14, 1.0]"
Ta1Ru1Si1,"[73, 1.0, 44, 1.0, 14, 1.0]"
Nb1Re1Si1,"[41, 1.0, 75, 1.0, 14, 1.0]"
Ta1Re1Si1,"[73, 1.0, 75, 1.0, 14, 1.0]"
Bi2Pd3Se2,"[83, 2.0, 46, 3.0, 34, 2.0]"
Li1Fe1As1,"[3, 1.0, 26, 1.0, 33, 1.0]"
K1Fe2As2,"[19, 1.0, 26, 2.0, 33, 2.0]"
Cs1Fe2As2,"[55, 1.0, 26, 2.0, 33, 2.0]"
Ge2Mo1,"[32, 2.0, 42, 1.0]"
Y3Pt4Ge6,"[39, 3.0, 78, 4.0, 32, 6.0]"
Fe1Se1,"[26, 1.0, 34, 1.0]"
Fe1Te1,"[26, 1.0, 52, 1.0]"
Nb5Si3,"[41, 5.0, 14, 3.0]"
Ba1Rh2P2,"[56, 1.0, 45, 2.0, 15, 2.0]"
Ba1Ir2P2,"[56, 1.0, 77, 2.0, 15, 2.0]"
Zn1N1Ni3,"[30, 1.0, 7, 1.0, 28, 3.0]"
Pd2Zr1In1,"[46, 2.0, 40, 1.0, 49, 1.0]"
Pd2Hf1In1,"[46, 2.0, 72, 1.0, 49, 1.0]"
Pd2Al1,"[46, 2.0, 13, 1.0]"
Nb2In1C1,"[41, 2.0, 49, 1.0, 6, 1.0]"
H4Si1,"[1, 4.0, 14, 1.0]"
Ba1Ni2As2,"[56, 1.0, 28, 2.0, 33, 2.0]"
Ru7B3,"[44, 7.0, 5, 3.0]"
Ca1Fe1As1F1,"[20, 1.0, 26, 1.0, 33, 1.0, 9, 1.0]"
Na1Fe1As1,"[11, 1.0, 26, 1.0, 33, 1.0]"
Fe1As1,"[26, 1.0, 33, 1.0]"
Ce1Co1Ge3,"[58, 1.0, 27, 1.0, 32, 3.0]"
C1S1,"[6, 1.0, 16, 1.0]"
Ce2Pd1In8,"[58, 2.0, 46, 1.0, 49, 8.0]"
Ta1Se2,"[73, 1.0, 34, 2.0]"
Ba1Pt1Si3,"[56, 1.0, 78, 1.0, 14, 3.0]"
Sr1Al1Ge1,"[38, 1.0, 13, 1.0, 32, 1.0]"
Ba1Al1Ge1,"[56, 1.0, 13, 1.0, 32, 1.0]"
Ba1Al1Sn1,"[56, 1.0, 13, 1.0, 50, 1.0]"
Sr1Ga1Ge1,"[38, 1.0, 31, 1.0, 32, 1.0]"
Ba1Ga1Ge1,"[56, 1.0, 31, 1.0, 32, 1.0]"
Bi14Rh3,"[83, 14.0, 45, 3.0]"
Ca2Pt3Si5,"[20, 2.0, 78, 3.0, 14, 5.0]"
Ca1Fe2As2,"[20, 1.0, 26, 2.0, 33, 2.0]"
Sr1Fe1As1F1,"[38, 1.0, 26, 1.0, 33, 1.0, 9, 1.0]"
Li1Fe1P1,"[3, 1.0, 26, 1.0, 15, 1.0]"
Bi2Se3,"[83, 2.0, 34, 3.0]"
Ce1Pd5Al2,"[58, 1.0, 46, 5.0, 13, 2.0]"
Eu1Fe2As2,"[63, 1.0, 26, 2.0, 33, 2.0]"
Sr1Ni2As2,"[38, 1.0, 28, 2.0, 33, 2.0]"
Ni2Zr1Ga1,"[28, 2.0, 40, 1.0, 31, 1.0]"
Ni2Ga1,"[28, 2.0, 31, 1.0]"
Ni2Nb1Al1,"[28, 2.0, 41, 1.0, 13, 1.0]"
Ni2Nb1Ga1,"[28, 2.0, 41, 1.0, 31, 1.0]"
Dy1Rh2Ir2B4,"[66, 1.0, 45, 2.0, 77, 2.0, 5, 4.0]"
Er1Rh2Ir2B4,"[68, 1.0, 45, 2.0, 77, 2.0, 5, 4.0]"
Ba1Fe1Ru1As2,"[56, 1.0, 26, 1.0, 44, 1.0, 33, 2.0]"
B1Si1,"[5, 1.0, 14, 1.0]"
Ti2In1N1,"[22, 2.0, 49, 1.0, 7, 1.0]"
Y1Rh2Sn1,"[39, 1.0, 45, 2.0, 50, 1.0]"
Lu1Rh2Sn1,"[71, 1.0, 45, 2.0, 50, 1.0]"
Sc1Rh2Sn1,"[21, 1.0, 45, 2.0, 50, 1.0]"
Rb1Fe2As2,"[37, 1.0, 26, 2.0, 33, 2.0]"
La3Rh4Sn13,"[57, 3.0, 45, 4.0, 50, 13.0]"
K1Fe2Se2,"[19, 1.0, 26, 2.0, 34, 2.0]"
Y1Fe2Si2,"[39, 1.0, 26, 2.0, 14, 2.0]"
Y2Al1Ge3,"[39, 2.0, 13, 1.0, 32, 3.0]"
La1Pd2Al3,"[57, 1.0, 46, 2.0, 13, 3.0]"
Ca1Ir1Si3,"[20, 1.0, 77, 1.0, 14, 3.0]"
Ca1Pt1Si3,"[20, 1.0, 78, 1.0, 14, 3.0]"
Sr1Pd2Ge2,"[38, 1.0, 46, 2.0, 32, 2.0]"
Sr1Pt2As2,"[38, 1.0, 78, 2.0, 33, 2.0]"
Ce1Ni2B2C1,"[58, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]"
Si3W5,"[14, 3.0, 74, 5.0]"
Ce1Pt1Si2,"[58, 1.0, 78, 1.0, 14, 2.0]"
Tl1Fe2Se2,"[81, 1.0, 26, 2.0, 34, 2.0]"
Ga1P1,"[31, 1.0, 15, 1.0]"
La1Co2B2,"[57, 1.0, 27, 2.0, 5, 2.0]"
Zr1Te3,"[40, 1.0, 52, 3.0]"
Sr1Pt1As1,"[38, 1.0, 78, 1.0, 33, 1.0]"
K1Fe1Se2,"[19, 1.0, 26, 1.0, 34, 2.0]"
K1Fe2S2,"[19, 1.0, 26, 2.0, 16, 2.0]"
Zr2Ni1,"[40, 2.0, 28, 1.0]"
La1Si1,"[57, 1.0, 14, 1.0]"
La1Ni1Si1,"[57, 1.0, 28, 1.0, 14, 1.0]"
Mo5Si1B2,"[42, 5.0, 14, 1.0, 5, 2.0]"
Y1Ni1Ge3,"[39, 1.0, 28, 1.0, 32, 3.0]"
Sr1Fe2As1P1,"[38, 1.0, 26, 2.0, 33, 1.0, 15, 1.0]"
Ba1Fe2Se3,"[56, 1.0, 26, 2.0, 34, 3.0]"
Y2Fe1C4,"[39, 2.0, 26, 1.0, 6, 4.0]"
Pd17Se15,"[46, 17.0, 34, 15.0]"
Ca3Co4Sn13,"[20, 3.0, 27, 4.0, 50, 13.0]"
La3Co4Sn13,"[57, 3.0, 27, 4.0, 50, 13.0]"
Y1Pt1Bi1,"[39, 1.0, 78, 1.0, 83, 1.0]"
Nb4Ni1Si1,"[41, 4.0, 28, 1.0, 14, 1.0]"
Nb4Co1Si1,"[41, 4.0, 27, 1.0, 14, 1.0]"
Nb4Fe1Si1,"[41, 4.0, 26, 1.0, 14, 1.0]"
Y2Ni1Ge3,"[39, 2.0, 28, 1.0, 32, 3.0]"
Er1Ni2B2,"[68, 1.0, 28, 2.0, 5, 2.0]"
Sr1Ni2Ge2,"[38, 1.0, 28, 2.0, 32, 2.0]"
La1Ni2P2,"[57, 1.0, 28, 2.0, 15, 2.0]"
Ru1P1,"[44, 1.0, 15, 1.0]"
Ru1As1,"[44, 1.0, 33, 1.0]"
Ru1Sb1,"[44, 1.0, 51, 1.0]"
Ti1N1Cl1,"[22, 1.0, 7, 1.0, 17, 1.0]"
Lu1Pd2Sn1,"[71, 1.0, 46, 2.0, 50, 1.0]"
Sc1Pd2Sn1,"[21, 1.0, 46, 2.0, 50, 1.0]"
Hf1Pd2Al1,"[72, 1.0, 46, 2.0, 13, 1.0]"
Zr1Pd2Al1,"[40, 1.0, 46, 2.0, 13, 1.0]"
Hf1Pd2In1,"[72, 1.0, 46, 2.0, 49, 1.0]"
Zr1Pd2In1,"[40, 1.0, 46, 2.0, 49, 1.0]"
Ga3Sc1,"[31, 3.0, 21, 1.0]"
Te3Zr1,"[52, 3.0, 40, 1.0]"
Lu2Ir3Si5,"[71, 2.0, 77, 3.0, 14, 5.0]"
Rh3Bi14,"[45, 3.0, 83, 14.0]"
K1Ni2Se2,"[19, 1.0, 28, 2.0, 34, 2.0]"
Ir1Te2,"[77, 1.0, 52, 2.0]"
Ta1Se3,"[73, 1.0, 34, 3.0]"
Li1Cu2P2,"[3, 1.0, 29, 2.0, 15, 2.0]"
La1Ni2Ge2,"[57, 1.0, 28, 2.0, 32, 2.0]"
Ho1Ni2B2,"[67, 1.0, 28, 2.0, 5, 2.0]"
Zr1B2,"[40, 1.0, 5, 2.0]"
Ir3Te8,"[77, 3.0, 52, 8.0]"
Lu1Pt1Bi1,"[71, 1.0, 78, 1.0, 83, 1.0]"
La1Pd2Sb2,"[57, 1.0, 46, 2.0, 51, 2.0]"
Nb2Pd1S5,"[41, 2.0, 46, 1.0, 16, 5.0]"
Sb3Zr5,"[51, 3.0, 40, 5.0]"
Sn3Zr5,"[50, 3.0, 40, 5.0]"
Ba3Ir4Ge16,"[56, 3.0, 77, 4.0, 32, 16.0]"
Tl1Ni2Se2,"[81, 1.0, 28, 2.0, 34, 2.0]"
Ca1Pd2As2,"[20, 1.0, 46, 2.0, 33, 2.0]"
