new_formula,composition_vector
Al1La3,"[13, 1.0, 57, 3.0]"
Al1Nb4,"[13, 1.0, 41, 4.0]"
Mg1,"[12, 1.0]"
Al3Mg2,"[13, 3.0, 12, 2.0]"
Nb1,"[41, 1.0]"
Al2N1Nb3,"[13, 2.0, 7, 1.0, 41, 3.0]"
Al1N1,"[13, 1.0, 7, 1.0]"
Al1Mo3,"[13, 1.0, 42, 3.0]"
Al2Pt1,"[13, 2.0, 78, 1.0]"
Al1Os1,"[13, 1.0, 76, 1.0]"
Al13Os4,"[13, 13.0, 76, 4.0]"
Al5Re24,"[13, 5.0, 75, 24.0]"
Al6Re1,"[13, 6.0, 75, 1.0]"
Al1V3,"[13, 1.0, 23, 3.0]"
Al2Th3,"[13, 2.0, 90, 3.0]"
Al1Th2,"[13, 1.0, 90, 2.0]"
Al3Th1,"[13, 3.0, 90, 1.0]"
As2Cd1Sn1,"[33, 2.0, 48, 1.0, 50, 1.0]"
As2Cd1Ge1,"[33, 2.0, 48, 1.0, 32, 1.0]"
Si2Th1,"[14, 2.0, 90, 1.0]"
Al1Zr3,"[13, 1.0, 40, 3.0]"
Al2Zr1,"[13, 2.0, 40, 1.0]"
As1Ge1,"[33, 1.0, 32, 1.0]"
As2Mo1,"[33, 2.0, 42, 1.0]"
As2Pd5,"[33, 2.0, 46, 5.0]"
As1Pd2,"[33, 1.0, 46, 2.0]"
As1Sn1,"[33, 1.0, 50, 1.0]"
Se1Y1,"[34, 1.0, 39, 1.0]"
As1Rh1,"[33, 1.0, 45, 1.0]"
As2W1,"[33, 2.0, 74, 1.0]"
Au1Ga1,"[79, 1.0, 31, 1.0]"
Au5Ca1,"[79, 5.0, 20, 1.0]"
C1Y1,"[6, 1.0, 39, 1.0]"
Au2Bi1,"[79, 2.0, 83, 1.0]"
Au1Be1,"[79, 1.0, 4, 1.0]"
Au5Ba1,"[79, 5.0, 56, 1.0]"
Au1In2,"[79, 1.0, 49, 2.0]"
Au1Ga2,"[79, 1.0, 31, 2.0]"
Au1Sn1,"[79, 1.0, 50, 1.0]"
Au5Sn1,"[79, 5.0, 50, 1.0]"
Au1Sb2,"[79, 1.0, 51, 2.0]"
Au1Pb3,"[79, 1.0, 82, 3.0]"
Au1Pb2,"[79, 1.0, 82, 2.0]"
Au2Pb1,"[79, 2.0, 82, 1.0]"
Au1Zr3,"[79, 1.0, 40, 3.0]"
Au1Zn3,"[79, 1.0, 30, 3.0]"
Au1Tl2,"[79, 1.0, 81, 2.0]"
Au1Th2,"[79, 1.0, 90, 2.0]"
B1C1Mo2,"[5, 1.0, 6, 1.0, 42, 2.0]"
B1Hf1,"[5, 1.0, 72, 1.0]"
B2Mo1,"[5, 2.0, 42, 1.0]"
B12Lu1,"[5, 12.0, 71, 1.0]"
B1Nb1,"[5, 1.0, 41, 1.0]"
B3Ru7,"[5, 3.0, 44, 7.0]"
B6Nd1,"[5, 6.0, 60, 1.0]"
B1Ta1,"[5, 1.0, 73, 1.0]"
B12Sc1,"[5, 12.0, 21, 1.0]"
B6Th1,"[5, 6.0, 90, 1.0]"
B1Ta2,"[5, 1.0, 73, 2.0]"
B1Zr1,"[5, 1.0, 40, 1.0]"
B12Y1,"[5, 12.0, 39, 1.0]"
Pb3Sr1,"[82, 3.0, 38, 1.0]"
O3W1,"[8, 3.0, 74, 1.0]"
Ba1Hg1,"[56, 1.0, 80, 1.0]"
Ba1,"[56, 1.0]"
Ba1Rh2,"[56, 1.0, 45, 2.0]"
Be2Nb3,"[4, 2.0, 41, 3.0]"
Be2Nb1,"[4, 2.0, 41, 1.0]"
Be17Nb2,"[4, 17.0, 41, 2.0]"
Be5Pt1,"[4, 5.0, 78, 1.0]"
Be2Ru1,"[4, 2.0, 44, 1.0]"
Be2Ta3,"[4, 2.0, 73, 3.0]"
Bi1Cu1,"[83, 1.0, 29, 1.0]"
Bi2Cs1,"[83, 2.0, 55, 1.0]"
Bi1In1,"[83, 1.0, 49, 1.0]"
Bi1In2,"[83, 1.0, 49, 2.0]"
Bi1Li1,"[83, 1.0, 3, 1.0]"
Bi2K1,"[83, 2.0, 19, 1.0]"
Bi2Ir1,"[83, 2.0, 77, 1.0]"
Bi1Ni1,"[83, 1.0, 28, 1.0]"
Bi1Nb3,"[83, 1.0, 41, 3.0]"
Bi1Na1,"[83, 1.0, 11, 1.0]"
Bi3Mo1,"[83, 3.0, 42, 1.0]"
Bi1Pd1Se1,"[83, 1.0, 46, 1.0, 34, 1.0]"
Pd1,"[46, 1.0]"
Bi1Pd1,"[83, 1.0, 46, 1.0]"
Bi2Pd1,"[83, 2.0, 46, 1.0]"
Bi2Rb1,"[83, 2.0, 37, 1.0]"
Bi1Pt1Te1,"[83, 1.0, 78, 1.0, 52, 1.0]"
Bi1Pt1Se1,"[83, 1.0, 78, 1.0, 34, 1.0]"
Bi2Pt1,"[83, 2.0, 78, 1.0]"
Bi1Pd1Te1,"[83, 1.0, 46, 1.0, 52, 1.0]"
Bi3Rh1,"[83, 3.0, 45, 1.0]"
Bi1Rh1,"[83, 1.0, 45, 1.0]"
Bi3Sr1,"[83, 3.0, 38, 1.0]"
Bi3Sn1,"[83, 3.0, 50, 1.0]"
Bi1Zr3,"[83, 1.0, 40, 3.0]"
Bi3Zn1,"[83, 3.0, 30, 1.0]"
C3Th2,"[6, 3.0, 90, 2.0]"
C8Cs1,"[6, 8.0, 55, 1.0]"
C1Ga1Mo2,"[6, 1.0, 31, 1.0, 42, 2.0]"
C1La1,"[6, 1.0, 57, 1.0]"
C2La1,"[6, 2.0, 57, 1.0]"
C2Lu1,"[6, 2.0, 71, 1.0]"
C2Mo1Re1,"[6, 2.0, 42, 1.0, 75, 1.0]"
C1Nb2,"[6, 1.0, 41, 2.0]"
C1Th1,"[6, 1.0, 90, 1.0]"
N1Nb1,"[7, 1.0, 41, 1.0]"
C2Pt1U2,"[6, 2.0, 78, 1.0, 92, 2.0]"
C1Pd1,"[6, 1.0, 46, 1.0]"
C1Ru1,"[6, 1.0, 44, 1.0]"
C1Rh1,"[6, 1.0, 45, 1.0]"
C1Tc1,"[6, 1.0, 43, 1.0]"
C1W1,"[6, 1.0, 74, 1.0]"
C1Ti1,"[6, 1.0, 22, 1.0]"
C1Ta2,"[6, 1.0, 73, 2.0]"
W1,"[74, 1.0]"
Ca1Tl3,"[20, 1.0, 81, 3.0]"
Ca1Hg3,"[20, 1.0, 80, 3.0]"
Ca1Hg1,"[20, 1.0, 80, 1.0]"
In1La3,"[49, 1.0, 57, 3.0]"
Cu1Se2,"[29, 1.0, 34, 2.0]"
Cu1S2,"[29, 1.0, 16, 2.0]"
Ce1Ir3,"[58, 1.0, 77, 3.0]"
Ce1Co2,"[58, 1.0, 27, 2.0]"
Ce1Ir5,"[58, 1.0, 77, 5.0]"
Ir1,"[77, 1.0]"
Co1Hf2,"[27, 1.0, 72, 2.0]"
Co1Ti1,"[27, 1.0, 22, 1.0]"
Co3Th7,"[27, 3.0, 90, 7.0]"
Co1Ta2,"[27, 1.0, 73, 2.0]"
Sn1Ta3,"[50, 1.0, 73, 3.0]"
Co1Si2,"[27, 1.0, 14, 2.0]"
Y1,"[39, 1.0]"
Co1Y3,"[27, 1.0, 39, 3.0]"
Co1U1,"[27, 1.0, 92, 1.0]"
Co1Ti2,"[27, 1.0, 22, 2.0]"
Cu1Rh2S4,"[29, 1.0, 45, 2.0, 16, 4.0]"
Co1Zr3,"[27, 1.0, 40, 3.0]"
Cr3Ir1,"[24, 3.0, 77, 1.0]"
Sc1,"[21, 1.0]"
Cu4K1S3,"[29, 4.0, 19, 1.0, 16, 3.0]"
Cu1S4V2,"[29, 1.0, 16, 4.0, 23, 2.0]"
Cu1S1Se1,"[29, 1.0, 16, 1.0, 34, 1.0]"
Cu1S1,"[29, 1.0, 16, 1.0]"
Cu1Rh2Se4,"[29, 1.0, 45, 2.0, 34, 4.0]"
Cu1Se1Te1,"[29, 1.0, 34, 1.0, 52, 1.0]"
Cu1,"[29, 1.0]"
Cu2Sb1,"[29, 2.0, 51, 1.0]"
Cu3Sb1,"[29, 3.0, 51, 1.0]"
Cu1Th2,"[29, 1.0, 90, 2.0]"
Cu1Te2,"[29, 1.0, 52, 2.0]"
Rh1,"[45, 1.0]"
Fe1Zr2,"[26, 1.0, 40, 2.0]"
Fe3Th7,"[26, 3.0, 90, 7.0]"
Ga3Lu1,"[31, 3.0, 71, 1.0]"
Ga1Hf2,"[31, 1.0, 72, 2.0]"
Ga1Nb3,"[31, 1.0, 41, 3.0]"
Ga3Nb5,"[31, 3.0, 41, 5.0]"
Ga1N1,"[31, 1.0, 7, 1.0]"
Ga1Mo3,"[31, 1.0, 42, 3.0]"
Ga1Pt1,"[31, 1.0, 78, 1.0]"
Ga2Pt1,"[31, 2.0, 78, 1.0]"
Ga7Pt3,"[31, 7.0, 78, 3.0]"
Ga5V2,"[31, 5.0, 23, 2.0]"
Ga3Zr5,"[31, 3.0, 40, 5.0]"
Ga1Zr2,"[31, 1.0, 40, 2.0]"
Ga2Y1,"[31, 2.0, 39, 1.0]"
Ga1V1,"[31, 1.0, 23, 1.0]"
Ge1Ir1,"[32, 1.0, 77, 1.0]"
Ge7Ir3,"[32, 7.0, 77, 3.0]"
Th1,"[90, 1.0]"
Mo6Pb1S8,"[42, 6.0, 82, 1.0, 16, 8.0]"
Ge1Mo3,"[32, 1.0, 42, 3.0]"
Ge2Sc1,"[32, 2.0, 21, 1.0]"
Sb1,"[51, 1.0]"
Ge3Rh5,"[32, 3.0, 45, 5.0]"
Ge1Rh1,"[32, 1.0, 45, 1.0]"
Ge1Pt1,"[32, 1.0, 78, 1.0]"
Ge1V3,"[32, 1.0, 23, 3.0]"
Ge1Ta3,"[32, 1.0, 73, 3.0]"
Ge2Y1,"[32, 2.0, 39, 1.0]"
Hf1N1,"[72, 1.0, 7, 1.0]"
Hf1Mo2,"[72, 1.0, 42, 2.0]"
Hf1,"[72, 1.0]"
H15Th4,"[1, 15.0, 90, 4.0]"
Hf1Os2,"[72, 1.0, 76, 2.0]"
Hf2Ni1,"[72, 2.0, 28, 1.0]"
Hf2Rh1,"[72, 2.0, 45, 1.0]"
Hf1Rh1,"[72, 1.0, 45, 1.0]"
Hf1Re2,"[72, 1.0, 75, 2.0]"
Hg1In1,"[80, 1.0, 49, 1.0]"
Hf1Tc2,"[72, 1.0, 43, 2.0]"
Hg3Mg1,"[80, 3.0, 12, 1.0]"
Hg1Mg1,"[80, 1.0, 12, 1.0]"
Hg2Mg1,"[80, 2.0, 12, 1.0]"
Hg3Li1,"[80, 3.0, 3, 1.0]"
Hg2K1,"[80, 2.0, 19, 1.0]"
Hg3K1,"[80, 3.0, 19, 1.0]"
Hg2Na1,"[80, 2.0, 11, 1.0]"
Hg1Mg3,"[80, 1.0, 12, 3.0]"
In3La1,"[49, 3.0, 57, 1.0]"
Hg3Zr1,"[80, 3.0, 40, 1.0]"
In1Nb3,"[49, 1.0, 41, 3.0]"
In1N1,"[49, 1.0, 7, 1.0]"
In3Lu1,"[49, 3.0, 71, 1.0]"
In1Pd1,"[49, 1.0, 46, 1.0]"
In1Sb1,"[49, 1.0, 51, 1.0]"
In3Ru1,"[49, 3.0, 44, 1.0]"
Ir2Lu1,"[77, 2.0, 71, 1.0]"
Ir3La7,"[77, 3.0, 57, 7.0]"
Ir2La1,"[77, 2.0, 57, 1.0]"
Ir5La1,"[77, 5.0, 57, 1.0]"
In3Y1,"[49, 3.0, 39, 1.0]"
Ir1Mo1,"[77, 1.0, 42, 1.0]"
Nb3Rh1,"[41, 3.0, 45, 1.0]"
Ir1Nb3,"[77, 1.0, 41, 3.0]"
Ir1Nb1,"[77, 1.0, 41, 1.0]"
Ir2Y1,"[77, 2.0, 39, 1.0]"
Ir2Sc1,"[77, 2.0, 21, 1.0]"
Ir2Th1,"[77, 2.0, 90, 1.0]"
Ir5Th1,"[77, 5.0, 90, 1.0]"
Ir2Sr1,"[77, 2.0, 38, 1.0]"
Ir1Sn2,"[77, 1.0, 50, 2.0]"
Ir1Ti3,"[77, 1.0, 22, 3.0]"
Ir3Th7,"[77, 3.0, 90, 7.0]"
Ir1Th1,"[77, 1.0, 90, 1.0]"
Ir1Zr3,"[77, 1.0, 40, 3.0]"
Ir1Zr2,"[77, 1.0, 40, 2.0]"
Ir2Zr1,"[77, 2.0, 40, 1.0]"
Ir2Y3,"[77, 2.0, 39, 3.0]"
Ir3Y1,"[77, 3.0, 39, 1.0]"
O3Re1,"[8, 3.0, 75, 1.0]"
La1Pt2,"[57, 1.0, 78, 2.0]"
La1Pb3,"[57, 1.0, 82, 3.0]"
La1N1,"[57, 1.0, 7, 1.0]"
La1Si2,"[57, 1.0, 14, 2.0]"
La5Si3,"[57, 5.0, 14, 3.0]"
La1Se1,"[57, 1.0, 34, 1.0]"
La3S4,"[57, 3.0, 16, 4.0]"
La1S1,"[57, 1.0, 16, 1.0]"
La7Rh3,"[57, 7.0, 45, 3.0]"
La1Rh3,"[57, 1.0, 45, 3.0]"
La1Tl3,"[57, 1.0, 81, 3.0]"
La3Tl1,"[57, 3.0, 81, 1.0]"
La3Te4,"[57, 3.0, 52, 4.0]"
La1Te1,"[57, 1.0, 52, 1.0]"
La1Sn3,"[57, 1.0, 50, 3.0]"
Lu1Os2,"[71, 1.0, 76, 2.0]"
Li1Pb1,"[3, 1.0, 82, 1.0]"
Mg2Zn11,"[12, 2.0, 30, 11.0]"
Mg1Zn1,"[12, 1.0, 30, 1.0]"
Mg2Pb1,"[12, 2.0, 82, 1.0]"
Lu1Se1,"[71, 1.0, 34, 1.0]"
Lu1S1,"[71, 1.0, 16, 1.0]"
Lu1Ru2,"[71, 1.0, 44, 2.0]"
Pa1,"[91, 1.0]"
Mo4P3,"[42, 4.0, 15, 3.0]"
Mo3P1,"[42, 3.0, 15, 1.0]"
Mo3Os1,"[42, 3.0, 76, 1.0]"
Mo3Re1,"[42, 3.0, 75, 1.0]"
Mo1Ru1,"[42, 1.0, 44, 1.0]"
Mo1Rh1,"[42, 1.0, 45, 1.0]"
Mo1Re3,"[42, 1.0, 75, 3.0]"
Mo3Se4,"[42, 3.0, 34, 4.0]"
Mo3Sb7,"[42, 3.0, 51, 7.0]"
Mo3S2Se2,"[42, 3.0, 16, 2.0, 34, 2.0]"
Mo1Te2,"[42, 1.0, 52, 2.0]"
Mo3Si1,"[42, 3.0, 14, 1.0]"
Mo2Zr1,"[42, 2.0, 40, 1.0]"
N1Nb2,"[7, 1.0, 41, 2.0]"
N1Ti1,"[7, 1.0, 22, 1.0]"
N1Th1,"[7, 1.0, 90, 1.0]"
N1S1,"[7, 1.0, 16, 1.0]"
N5Nb4,"[7, 5.0, 41, 4.0]"
Nb3P1,"[41, 3.0, 15, 1.0]"
Nb3Os1,"[41, 3.0, 76, 1.0]"
Nb1O1,"[41, 1.0, 8, 1.0]"
Na1Pb3,"[11, 1.0, 82, 3.0]"
Nb1Ru3,"[41, 1.0, 44, 3.0]"
Nb3Si1,"[41, 3.0, 14, 1.0]"
Nb3Se4,"[41, 3.0, 34, 4.0]"
Nb5Sb4,"[41, 5.0, 51, 4.0]"
Nb1Sn2,"[41, 1.0, 50, 2.0]"
Nb6Sn5,"[41, 6.0, 50, 5.0]"
Ta1,"[73, 1.0]"
Nb1Ta1,"[41, 1.0, 73, 1.0]"
Nb1Te2,"[41, 1.0, 52, 2.0]"
Nb3Te4,"[41, 3.0, 52, 4.0]"
Ni3Th7,"[28, 3.0, 90, 7.0]"
Ni1Ta2,"[28, 1.0, 73, 2.0]"
Pd1Te2,"[46, 1.0, 52, 2.0]"
O1Ti1,"[8, 1.0, 22, 1.0]"
O1Sn1,"[8, 1.0, 50, 1.0]"
Os1Ti1,"[76, 1.0, 22, 1.0]"
Os3Th7,"[76, 3.0, 90, 7.0]"
Os2Sc1,"[76, 2.0, 21, 1.0]"
O1W3,"[8, 1.0, 74, 3.0]"
O1V3Zr3,"[8, 1.0, 23, 3.0, 40, 3.0]"
P1Pb1,"[15, 1.0, 82, 1.0]"
Os2Zr1,"[76, 2.0, 40, 1.0]"
Os2Y1,"[76, 2.0, 39, 1.0]"
Pb1Pt1,"[82, 1.0, 78, 1.0]"
Pb2Pd1,"[82, 2.0, 46, 1.0]"
P1W3,"[15, 1.0, 74, 3.0]"
P1Sn1,"[15, 1.0, 50, 1.0]"
Pb3Th1,"[82, 3.0, 90, 1.0]"
Pb1Sb1,"[82, 1.0, 51, 1.0]"
Pb2Rh1,"[82, 2.0, 45, 1.0]"
Pb3Y1,"[82, 3.0, 39, 1.0]"
Pd1Sb2,"[46, 1.0, 51, 2.0]"
Pd1Sb1,"[46, 1.0, 51, 1.0]"
Pb1Zr3,"[82, 1.0, 40, 3.0]"
Pb3Zr5,"[82, 3.0, 40, 5.0]"
Pd1Sn1,"[46, 1.0, 50, 1.0]"
Pd1Si1,"[46, 1.0, 14, 1.0]"
Pd4Se1,"[46, 4.0, 34, 1.0]"
Pd1Sb1Te1,"[46, 1.0, 51, 1.0, 52, 1.0]"
Pd1Sb1Se1,"[46, 1.0, 51, 1.0, 34, 1.0]"
Pd1Tl2,"[46, 1.0, 81, 2.0]"
Pd1Th2,"[46, 1.0, 90, 2.0]"
Pd1Te1,"[46, 1.0, 52, 1.0]"
Pd3Te1,"[46, 3.0, 52, 1.0]"
Pd1Sn2,"[46, 1.0, 50, 2.0]"
Pt1Th1,"[78, 1.0, 90, 1.0]"
Pt1Te1,"[78, 1.0, 52, 1.0]"
Pt1Sn1,"[78, 1.0, 50, 1.0]"
Pt1Si1,"[78, 1.0, 14, 1.0]"
Pt1Sb1,"[78, 1.0, 51, 1.0]"
Pd1V3,"[46, 1.0, 23, 3.0]"
Pt2Y1,"[78, 2.0, 39, 1.0]"
Pt1V3,"[78, 1.0, 23, 3.0]"
Pt1Tl2,"[78, 1.0, 81, 2.0]"
Pt1Ti3,"[78, 1.0, 22, 3.0]"
Pt3Th7,"[78, 3.0, 90, 7.0]"
Re1Ta1,"[75, 1.0, 73, 1.0]"
Pt1Zr1,"[78, 1.0, 40, 1.0]"
Pt3Y7,"[78, 3.0, 39, 7.0]"
Re3W1,"[75, 3.0, 74, 1.0]"
Re24Ti5,"[75, 24.0, 22, 5.0]"
Re2Th1,"[75, 2.0, 90, 1.0]"
Rh17S15,"[45, 17.0, 16, 15.0]"
Re24Zr5,"[75, 24.0, 40, 5.0]"
Rh3Th7,"[45, 3.0, 90, 7.0]"
Rh1Th1,"[45, 1.0, 90, 1.0]"
Rh1Te2,"[45, 1.0, 52, 2.0]"
Rh2Sr1,"[45, 2.0, 38, 1.0]"
Rh1Sn2,"[45, 1.0, 50, 2.0]"
Se1,"[34, 1.0]"
Rh1Zr2,"[45, 1.0, 40, 2.0]"
Rh1Zr1,"[45, 1.0, 40, 1.0]"
Rh1Y3,"[45, 1.0, 39, 3.0]"
Rh2Y3,"[45, 2.0, 39, 3.0]"
Rh3Y1,"[45, 3.0, 39, 1.0]"
Rh5Y1,"[45, 5.0, 39, 1.0]"
Ru1Ti1,"[44, 1.0, 22, 1.0]"
Ru2Th1,"[44, 2.0, 90, 1.0]"
Ru2Sc1,"[44, 2.0, 21, 1.0]"
S1Se1Ta1,"[16, 1.0, 34, 1.0, 73, 1.0]"
Ru2Zr1,"[44, 2.0, 40, 1.0]"
Ru2Y1,"[44, 2.0, 39, 1.0]"
Ru1W1,"[44, 1.0, 74, 1.0]"
Sb1Sn1,"[51, 1.0, 50, 1.0]"
S1Zr1,"[16, 1.0, 40, 1.0]"
S1Y1,"[16, 1.0, 39, 1.0]"
Sb1V3,"[51, 1.0, 23, 3.0]"
Sb1Ta3,"[51, 1.0, 73, 3.0]"
Si3Sr2,"[14, 3.0, 38, 2.0]"
Sn1V3,"[50, 1.0, 23, 3.0]"
Sn3Th1,"[50, 3.0, 90, 1.0]"
Th2Zn1,"[90, 2.0, 30, 1.0]"
Th1Tl3,"[90, 1.0, 81, 3.0]"
Te1Y1,"[52, 1.0, 39, 1.0]"
Tc2Zr1,"[43, 2.0, 40, 1.0]"
Ti1V1,"[22, 1.0, 23, 1.0]"
Ti1Zr1,"[22, 1.0, 40, 1.0]"
Tl3Y1,"[81, 3.0, 39, 1.0]"
N1Ta1,"[7, 1.0, 73, 1.0]"
Nb1P1S1,"[41, 1.0, 15, 1.0, 16, 1.0]"
Nb3Sb1,"[41, 3.0, 51, 1.0]"
P3Pd7,"[15, 3.0, 46, 7.0]"
P1Zr1,"[15, 1.0, 40, 1.0]"
P1Zr3,"[15, 1.0, 40, 3.0]"
Pd3S1,"[46, 3.0, 16, 1.0]"
Se2Ta1,"[34, 2.0, 73, 1.0]"
Sr1,"[38, 1.0]"
B1Mo1,"[5, 1.0, 42, 1.0]"
Si2W3,"[14, 2.0, 74, 3.0]"
Mo1Si1,"[42, 1.0, 14, 1.0]"
C1Fe3,"[6, 1.0, 26, 3.0]"
Rh1Se2,"[45, 1.0, 34, 2.0]"
Pd1Se1Te1,"[46, 1.0, 34, 1.0, 52, 1.0]"
Nb1Te1,"[41, 1.0, 52, 1.0]"
Cu1Se1,"[29, 1.0, 34, 1.0]"
Ge1Te1,"[32, 1.0, 52, 1.0]"
In4Sb1Te3,"[49, 4.0, 51, 1.0, 52, 3.0]"
Zr3V3O1,"[40, 3.0, 23, 3.0, 8, 1.0]"
W1P3,"[74, 1.0, 15, 3.0]"
Ca1Ir2,"[20, 1.0, 77, 2.0]"
Zr1Ni2,"[40, 1.0, 28, 2.0]"
Pt2Sr1,"[78, 2.0, 38, 1.0]"
Y1Ir2,"[39, 1.0, 77, 2.0]"
Re2Sc1,"[75, 2.0, 21, 1.0]"
Re2Zr1,"[75, 2.0, 40, 1.0]"
Re2Y1,"[75, 2.0, 39, 1.0]"
Hf5Re24,"[72, 5.0, 75, 24.0]"
Re24Sc5,"[75, 24.0, 21, 5.0]"
Bi1Pt1,"[83, 1.0, 78, 1.0]"
Ag1In2,"[47, 1.0, 49, 2.0]"
Nb1Rh1,"[41, 1.0, 45, 1.0]"
Si1Th1,"[14, 1.0, 90, 1.0]"
Pb4Pt1,"[82, 4.0, 78, 1.0]"
Ag3Al1,"[47, 3.0, 13, 1.0]"
Al3Tl1,"[13, 3.0, 81, 1.0]"
Pt1Sn4,"[78, 1.0, 50, 4.0]"
In1Mg2,"[49, 1.0, 12, 2.0]"
Bi1Mg1,"[83, 1.0, 12, 1.0]"
V3Si1,"[23, 3.0, 14, 1.0]"
V3Ga1,"[23, 3.0, 31, 1.0]"
V3Sn1,"[23, 3.0, 50, 1.0]"
V3Ge1,"[23, 3.0, 32, 1.0]"
Nb3Al1,"[41, 3.0, 13, 1.0]"
Nb3Ga1,"[41, 3.0, 31, 1.0]"
Nb3Ge1,"[41, 3.0, 32, 1.0]"
Ag2F1,"[47, 2.0, 9, 1.0]"
Ag7O11N1,"[47, 7.0, 8, 11.0, 7, 1.0]"
As1Pd5,"[33, 1.0, 46, 5.0]"
B6La1,"[5, 6.0, 57, 1.0]"
Au1V3,"[79, 1.0, 23, 3.0]"
Pt1Pd1,"[78, 1.0, 46, 1.0]"
C1Hf1,"[6, 1.0, 72, 1.0]"
C1K1,"[6, 1.0, 19, 1.0]"
C1Zr1,"[6, 1.0, 40, 1.0]"
Cd1Sn1,"[48, 1.0, 50, 1.0]"
Ca1Rh2,"[20, 1.0, 45, 2.0]"
Ca1Pb1,"[20, 1.0, 82, 1.0]"
Co1Lu3,"[27, 1.0, 71, 3.0]"
Cr3Ru1,"[24, 3.0, 44, 1.0]"
Ga3Zr1,"[31, 3.0, 40, 1.0]"
In3Sn1,"[49, 3.0, 50, 1.0]"
In1Pb1,"[49, 1.0, 82, 1.0]"
Pt1,"[78, 1.0]"
O3Sr1Ti1,"[8, 3.0, 38, 1.0, 22, 1.0]"
P1Pd3,"[15, 1.0, 46, 3.0]"
P1Rh2,"[15, 1.0, 45, 2.0]"
Rh1V3,"[45, 1.0, 23, 3.0]"
Sb2Tl7,"[51, 2.0, 81, 7.0]"
W2Zr1,"[74, 2.0, 40, 1.0]"
Nb1C1,"[41, 1.0, 6, 1.0]"
Cu1Mo6S8,"[29, 1.0, 42, 6.0, 16, 8.0]"
Sn1Mo6S8,"[50, 1.0, 42, 6.0, 16, 8.0]"
Pb1Mo6S8,"[82, 1.0, 42, 6.0, 16, 8.0]"
La1Pt2B2C1,"[57, 1.0, 78, 2.0, 5, 2.0, 6, 1.0]"
La3Ni2B2N3,"[57, 3.0, 28, 2.0, 5, 2.0, 7, 3.0]"
Th1Ni2B2C1,"[90, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]"
Th1Pt2B2C1,"[90, 1.0, 78, 2.0, 5, 2.0, 6, 1.0]"
Lu1Ni2B2C1,"[71, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]"
Tm1Ni2B2C1,"[69, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]"
Er1Ni2B2C1,"[68, 1.0, 28, 2.0, 5, 2.0, 6, 1.0]"
Y1Ni2,"[39, 1.0, 28, 2.0]"
Pt3V1,"[78, 3.0, 23, 1.0]"
Y1C2,"[39, 1.0, 6, 2.0]"
La1Ru4Sb12,"[57, 1.0, 44, 4.0, 51, 12.0]"
Pr1Ru4As12,"[59, 1.0, 44, 4.0, 33, 12.0]"
Y1C1,"[39, 1.0, 6, 1.0]"
Hf1N1Cl1,"[72, 1.0, 7, 1.0, 17, 1.0]"
Ba1Si2,"[56, 1.0, 14, 2.0]"
U1Pd2Al3,"[92, 1.0, 46, 2.0, 13, 3.0]"
La1Mo6Se8,"[57, 1.0, 42, 6.0, 34, 8.0]"
Cu1Ir2S4,"[29, 1.0, 77, 2.0, 16, 4.0]"
Sc5Co4Si10,"[21, 5.0, 27, 4.0, 14, 10.0]"
Sn18Er5Rh6,"[50, 18.0, 68, 5.0, 45, 6.0]"
La2Rh3Sn5,"[57, 2.0, 45, 3.0, 50, 5.0]"
Sc2Fe3Si5,"[21, 2.0, 26, 3.0, 14, 5.0]"
Y2Fe3Si5,"[39, 2.0, 26, 3.0, 14, 5.0]"
Lu2Fe3Si5,"[71, 2.0, 26, 3.0, 14, 5.0]"
La7Pd3,"[57, 7.0, 46, 3.0]"
La7Ru3,"[57, 7.0, 44, 3.0]"
Tm2Fe3Si5,"[69, 2.0, 26, 3.0, 14, 5.0]"
La3Ni1,"[57, 3.0, 28, 1.0]"
Cu1Mo6Se8,"[29, 1.0, 42, 6.0, 34, 8.0]"
Cd1Mo6Se8,"[48, 1.0, 42, 6.0, 34, 8.0]"
Sn1Mo6Se8,"[50, 1.0, 42, 6.0, 34, 8.0]"
Pb1Mo6Se8,"[82, 1.0, 42, 6.0, 34, 8.0]"
Ag1Mo6S8,"[47, 1.0, 42, 6.0, 16, 8.0]"
La1Mo6S8,"[57, 1.0, 42, 6.0, 16, 8.0]"
Zr2Rh1,"[40, 2.0, 45, 1.0]"
U1Pt3,"[92, 1.0, 78, 3.0]"
La1Ni1Sn1,"[57, 1.0, 28, 1.0, 50, 1.0]"
La1Pt1Si1,"[57, 1.0, 78, 1.0, 14, 1.0]"
C1Si1,"[6, 1.0, 14, 1.0]"
As1Nb3,"[33, 1.0, 41, 3.0]"
Pb1Te1Pb1S1,"[82, 1.0, 52, 1.0, 82, 1.0, 16, 1.0]"
Pb1Te1Sn1Te1,"[82, 1.0, 52, 1.0, 50, 1.0, 52, 1.0]"
Pb1S1Pb1Se1,"[82, 1.0, 16, 1.0, 82, 1.0, 34, 1.0]"
B2Ta1,"[5, 2.0, 73, 1.0]"
Ce1In3,"[58, 1.0, 49, 3.0]"
Nb3S4,"[41, 3.0, 16, 4.0]"
Ce1Rh2Si2,"[58, 1.0, 45, 2.0, 14, 2.0]"
B1Re3,"[5, 1.0, 75, 3.0]"
