new_formula,composition_vector
Y1Al1Au1,"[39, 1.0, 13, 1.0, 79, 1.0]"
Y2Al1,"[39, 2.0, 13, 1.0]"
Zr1Al1Pd2,"[40, 1.0, 13, 1.0, 46, 2.0]"
Zr1Al1Pt1,"[40, 1.0, 13, 1.0, 78, 1.0]"
Zr3Al1,"[40, 3.0, 13, 1.0]"
Zr5Al1Sn3,"[40, 5.0, 13, 1.0, 50, 3.0]"
Zr5Al1Sb3,"[40, 5.0, 13, 1.0, 51, 3.0]"
Zr5Al1Pb3,"[40, 5.0, 13, 1.0, 82, 3.0]"
Nb1Al1Ru2,"[41, 1.0, 13, 1.0, 44, 2.0]"
Nb2Al1,"[41, 2.0, 13, 1.0]"
Ca13Al14,"[20, 13.0, 13, 14.0]"
Al1Mo3,"[13, 1.0, 42, 3.0]"
Al1Tc2,"[13, 1.0, 43, 2.0]"
Al1Ru1,"[13, 1.0, 44, 1.0]"
Ce1Al1Ru1,"[58, 1.0, 13, 1.0, 44, 1.0]"
Ce2Al1Ru1,"[58, 2.0, 13, 1.0, 44, 1.0]"
Ce2Al1Ru2,"[58, 2.0, 13, 1.0, 44, 2.0]"
Al1Rh1,"[13, 1.0, 45, 1.0]"
La1Al1Rh1,"[57, 1.0, 13, 1.0, 45, 1.0]"
Ce1Al1Rh1,"[58, 1.0, 13, 1.0, 45, 1.0]"
Pr1Al1Rh1,"[59, 1.0, 13, 1.0, 45, 1.0]"
Nd1Al1Rh1,"[60, 1.0, 13, 1.0, 45, 1.0]"
Gd1Al1Rh1,"[64, 1.0, 13, 1.0, 45, 1.0]"
Ho1Al1Rh1,"[67, 1.0, 13, 1.0, 45, 1.0]"
Tm1Al1Rh1,"[69, 1.0, 13, 1.0, 45, 1.0]"
Th1Al1Rh1,"[90, 1.0, 13, 1.0, 45, 1.0]"
Al1Pd1,"[13, 1.0, 46, 1.0]"
Ce1Al1Pd1,"[58, 1.0, 13, 1.0, 46, 1.0]"
Pr1Al1Pd1,"[59, 1.0, 13, 1.0, 46, 1.0]"
Nd1Al1Pd1,"[60, 1.0, 13, 1.0, 46, 1.0]"
Sm1Al1Pd1,"[62, 1.0, 13, 1.0, 46, 1.0]"
Gd1Al1Pd1,"[64, 1.0, 13, 1.0, 46, 1.0]"
Tb1Al1Pd1,"[65, 1.0, 13, 1.0, 46, 1.0]"
Dy1Al1Pd1,"[66, 1.0, 13, 1.0, 46, 1.0]"
Ho1Al1Pd1,"[67, 1.0, 13, 1.0, 46, 1.0]"
Er1Al1Pd1,"[68, 1.0, 13, 1.0, 46, 1.0]"
Tm1Al1Pd1,"[69, 1.0, 13, 1.0, 46, 1.0]"
Lu1Al1Pd1,"[71, 1.0, 13, 1.0, 46, 1.0]"
Th1Al1Pd1,"[90, 1.0, 13, 1.0, 46, 1.0]"
Al1Pd2,"[13, 1.0, 46, 2.0]"
Ce1Al1Pd2,"[58, 1.0, 13, 1.0, 46, 2.0]"
Pr1Al1Pd2,"[59, 1.0, 13, 1.0, 46, 2.0]"
Nd1Al1Pd2,"[60, 1.0, 13, 1.0, 46, 2.0]"
Hf1Al1Pd2,"[72, 1.0, 13, 1.0, 46, 2.0]"
Al1Pd5,"[13, 1.0, 46, 5.0]"
Al1Pd5I2,"[13, 1.0, 46, 5.0, 53, 2.0]"
Al1Ag1Te2,"[13, 1.0, 47, 1.0, 52, 2.0]"
Al1In1I4,"[13, 1.0, 49, 1.0, 53, 4.0]"
Al1Sb1,"[13, 1.0, 51, 1.0]"
Ba3Al1Sb3,"[56, 3.0, 13, 1.0, 51, 3.0]"
Al1Te1I7,"[13, 1.0, 52, 1.0, 53, 7.0]"
Cs1Al1Te3,"[55, 1.0, 13, 1.0, 52, 3.0]"
Cs3Al1Te3,"[55, 3.0, 13, 1.0, 52, 3.0]"
Al1I3,"[13, 1.0, 53, 3.0]"
Al1Tl1I4,"[13, 1.0, 81, 1.0, 53, 4.0]"
Ce2Al15Ru3,"[58, 2.0, 13, 15.0, 44, 3.0]"
La1Al1,"[57, 1.0, 13, 1.0]"
La1Al1Pt1,"[57, 1.0, 13, 1.0, 78, 1.0]"
La1Al1Au1,"[57, 1.0, 13, 1.0, 79, 1.0]"
La3Al1,"[57, 3.0, 13, 1.0]"
Ce1Al1Ir1,"[58, 1.0, 13, 1.0, 77, 1.0]"
Ce1Al1Pt1,"[58, 1.0, 13, 1.0, 78, 1.0]"
Ce1Al1Au1,"[58, 1.0, 13, 1.0, 79, 1.0]"
Ce3Al1,"[58, 3.0, 13, 1.0]"
Pr1Al1,"[59, 1.0, 13, 1.0]"
Pr1Al1Pt1,"[59, 1.0, 13, 1.0, 78, 1.0]"
Pr1Al1Au1,"[59, 1.0, 13, 1.0, 79, 1.0]"
Nd1Al1,"[60, 1.0, 13, 1.0]"
Nd1Al1Pt1,"[60, 1.0, 13, 1.0, 78, 1.0]"
Nd1Al1Au1,"[60, 1.0, 13, 1.0, 79, 1.0]"
Nd3Al1,"[60, 3.0, 13, 1.0]"
Sm1Al1,"[62, 1.0, 13, 1.0]"
Sc6Al16Rh7,"[21, 6.0, 13, 16.0, 45, 7.0]"
Sc6Al16Pd7,"[21, 6.0, 13, 16.0, 46, 7.0]"
Sc6Al16Os7,"[21, 6.0, 13, 16.0, 76, 7.0]"
Sc6Al16Ir7,"[21, 6.0, 13, 16.0, 77, 7.0]"
Sm1Al1Pt1,"[62, 1.0, 13, 1.0, 78, 1.0]"
Sm1Al1Au1,"[62, 1.0, 13, 1.0, 79, 1.0]"
Ti6Al16Ni7,"[22, 6.0, 13, 16.0, 28, 7.0]"
Ti6Al16Ir7,"[22, 6.0, 13, 16.0, 77, 7.0]"
Ti6Al16Pt7,"[22, 6.0, 13, 16.0, 78, 7.0]"
Zr6Al16Co7,"[40, 6.0, 13, 16.0, 27, 7.0]"
Hf6Al16Co7,"[72, 6.0, 13, 16.0, 27, 7.0]"
Zr6Al16Ni7,"[40, 6.0, 13, 16.0, 28, 7.0]"
Eu1Al1,"[63, 1.0, 13, 1.0]"
Eu1Al1Au1,"[63, 1.0, 13, 1.0, 79, 1.0]"
Zr6Al16Rh7,"[40, 6.0, 13, 16.0, 45, 7.0]"
Zr6Al16Pd7,"[40, 6.0, 13, 16.0, 46, 7.0]"
Zr6Al16Ir7,"[40, 6.0, 13, 16.0, 77, 7.0]"
Zr6Al16Pt7,"[40, 6.0, 13, 16.0, 78, 7.0]"
Hf6Al16Rh7,"[72, 6.0, 13, 16.0, 45, 7.0]"
Hf6Al16Pd7,"[72, 6.0, 13, 16.0, 46, 7.0]"
Tb1Al1,"[65, 1.0, 13, 1.0]"
Tb1Al1Pt1,"[65, 1.0, 13, 1.0, 78, 1.0]"
Tb1Al1Au1,"[65, 1.0, 13, 1.0, 79, 1.0]"
Tb2Al1,"[65, 2.0, 13, 1.0]"
Ce2Al16Pt9,"[58, 2.0, 13, 16.0, 78, 9.0]"
Dy1Al1,"[66, 1.0, 13, 1.0]"
Dy1Al1Pt1,"[66, 1.0, 13, 1.0, 78, 1.0]"
Dy1Al1Au1,"[66, 1.0, 13, 1.0, 79, 1.0]"
Dy2Al1,"[66, 2.0, 13, 1.0]"
Ho1Al1,"[67, 1.0, 13, 1.0]"
Ho1Al1Pt1,"[67, 1.0, 13, 1.0, 78, 1.0]"
Ho1Al1Au1,"[67, 1.0, 13, 1.0, 79, 1.0]"
Ho2Al1,"[67, 2.0, 13, 1.0]"
Hf6Al16Ir7,"[72, 6.0, 13, 16.0, 77, 7.0]"
Hf6Al16Pt7,"[72, 6.0, 13, 16.0, 78, 7.0]"
Er1Al1,"[68, 1.0, 13, 1.0]"
Er1Al1Pt1,"[68, 1.0, 13, 1.0, 78, 1.0]"
Er1Al1Au1,"[68, 1.0, 13, 1.0, 79, 1.0]"
Er2Al1,"[68, 2.0, 13, 1.0]"
Tm1Al1,"[69, 1.0, 13, 1.0]"
Tm1Al1Pt1,"[69, 1.0, 13, 1.0, 78, 1.0]"
Tm1Al1Au1,"[69, 1.0, 13, 1.0, 79, 1.0]"
Lu1Al1,"[71, 1.0, 13, 1.0]"
Lu1Al1Pt1,"[71, 1.0, 13, 1.0, 78, 1.0]"
Lu1Al1Au1,"[71, 1.0, 13, 1.0, 79, 1.0]"
Hf1Al1Pt1,"[72, 1.0, 13, 1.0, 78, 1.0]"
Ta2Al1,"[73, 2.0, 13, 1.0]"
Al1Re2,"[13, 1.0, 75, 2.0]"
Al1Ir1,"[13, 1.0, 77, 1.0]"
Th1Al1Ir1,"[90, 1.0, 13, 1.0, 77, 1.0]"
U1Al1Ir1,"[92, 1.0, 13, 1.0, 77, 1.0]"
Al1Pt1,"[13, 1.0, 78, 1.0]"
Th1Al1Pt1,"[90, 1.0, 13, 1.0, 78, 1.0]"
U1Al1Pt1,"[92, 1.0, 13, 1.0, 78, 1.0]"
Al1Pt2,"[13, 1.0, 78, 2.0]"
Al1Pt3,"[13, 1.0, 78, 3.0]"
Al1Au1,"[13, 1.0, 79, 1.0]"
Al1Au2,"[13, 1.0, 79, 2.0]"
Al1Au4,"[13, 1.0, 79, 4.0]"
Th2Al1,"[90, 2.0, 13, 1.0]"
La1Ti2Al20,"[57, 1.0, 22, 2.0, 13, 20.0]"
Ce1Ti2Al20,"[58, 1.0, 22, 2.0, 13, 20.0]"
Pr1Ti2Al20,"[59, 1.0, 22, 2.0, 13, 20.0]"
La1Al20V2,"[57, 1.0, 13, 20.0, 23, 2.0]"
Ce1Al20V2,"[58, 1.0, 13, 20.0, 23, 2.0]"
Pr1Al20V2,"[59, 1.0, 13, 20.0, 23, 2.0]"
Sm1Al20V2,"[62, 1.0, 13, 20.0, 23, 2.0]"
Eu1Al20V2,"[63, 1.0, 13, 20.0, 23, 2.0]"
Th1Al20V2,"[90, 1.0, 13, 20.0, 23, 2.0]"
U1Al20V2,"[92, 1.0, 13, 20.0, 23, 2.0]"
La1Al20Cr2,"[57, 1.0, 13, 20.0, 24, 2.0]"
Ce1Al20Cr2,"[58, 1.0, 13, 20.0, 24, 2.0]"
U1Al20Cr2,"[92, 1.0, 13, 20.0, 24, 2.0]"
Ca1Al2Si2,"[20, 1.0, 13, 2.0, 14, 2.0]"
Sr1Al2Si2,"[38, 1.0, 13, 2.0, 14, 2.0]"
Sr3Al2Si2,"[38, 3.0, 13, 2.0, 14, 2.0]"
Y1Al2Si2,"[39, 1.0, 13, 2.0, 14, 2.0]"
Ba1Al2Si2,"[56, 1.0, 13, 2.0, 14, 2.0]"
Ba3Al2Si2,"[56, 3.0, 13, 2.0, 14, 2.0]"
La1Al2Si2,"[57, 1.0, 13, 2.0, 14, 2.0]"
Pr1Al2Si2,"[59, 1.0, 13, 2.0, 14, 2.0]"
Eu1Al2Si2,"[63, 1.0, 13, 2.0, 14, 2.0]"
Gd1Al2Si2,"[64, 1.0, 13, 2.0, 14, 2.0]"
Tb1Al2Si2,"[65, 1.0, 13, 2.0, 14, 2.0]"
Dy1Al2Si2,"[66, 1.0, 13, 2.0, 14, 2.0]"
Al2Fe3Si3,"[13, 2.0, 26, 3.0, 14, 3.0]"
Al21Pd8,"[13, 21.0, 46, 8.0]"
Ca3Al2P4,"[20, 3.0, 13, 2.0, 15, 4.0]"
Sr3Al2P4,"[38, 3.0, 13, 2.0, 15, 4.0]"
Ba3Al2P4,"[56, 3.0, 13, 2.0, 15, 4.0]"
Eu3Al2P4,"[63, 3.0, 13, 2.0, 15, 4.0]"
Al2Ag2Bi2S3Cl8,"[13, 2.0, 47, 2.0, 83, 2.0, 16, 3.0, 17, 8.0]"
Ca1Al2S4,"[20, 1.0, 13, 2.0, 16, 4.0]"
Mn1Al2S4,"[25, 1.0, 13, 2.0, 16, 4.0]"
Al2Zn1S4,"[13, 2.0, 30, 1.0, 16, 4.0]"
Sr1Al2S4,"[38, 1.0, 13, 2.0, 16, 4.0]"
Al2Cd1S4,"[13, 2.0, 48, 1.0, 16, 4.0]"
Ba1Al2S4,"[56, 1.0, 13, 2.0, 16, 4.0]"
Eu1Al2S4,"[63, 1.0, 13, 2.0, 16, 4.0]"
Al2Hg1S4,"[13, 2.0, 80, 1.0, 16, 4.0]"
Al2Pb1S4,"[13, 2.0, 82, 1.0, 16, 4.0]"
Al2Bi1S4,"[13, 2.0, 83, 1.0, 16, 4.0]"
Rb4Al2S5,"[37, 4.0, 13, 2.0, 16, 5.0]"
Ca1Al2Cl8,"[20, 1.0, 13, 2.0, 17, 8.0]"
Al2V1Cl8,"[13, 2.0, 23, 1.0, 17, 8.0]"
Nb1Al2Se2Cl8,"[41, 1.0, 13, 2.0, 34, 2.0, 17, 8.0]"
Sr1Al2Cl8,"[38, 1.0, 13, 2.0, 17, 8.0]"
Al2Cd1Cl8,"[13, 2.0, 48, 1.0, 17, 8.0]"
Ba1Al2Cl8,"[56, 1.0, 13, 2.0, 17, 8.0]"
Eu1Al2Cl8,"[63, 1.0, 13, 2.0, 17, 8.0]"
Al21Pt8,"[13, 21.0, 78, 8.0]"
Al2Hg3Cl8,"[13, 2.0, 80, 3.0, 17, 8.0]"
K1Al2Br7,"[19, 1.0, 13, 2.0, 35, 7.0]"
K2Al2Sb3,"[19, 2.0, 13, 2.0, 51, 3.0]"
K3Al2As3,"[19, 3.0, 13, 2.0, 33, 3.0]"
Ca1Al2,"[20, 1.0, 13, 2.0]"
Ca1Al2Zn2,"[20, 1.0, 13, 2.0, 30, 2.0]"
Ca1Al2Ga2,"[20, 1.0, 13, 2.0, 31, 2.0]"
Ca1Al2Ge2,"[20, 1.0, 13, 2.0, 32, 2.0]"
Ca3Al2Ge2,"[20, 3.0, 13, 2.0, 32, 2.0]"
Ca3Al2Ge3,"[20, 3.0, 13, 2.0, 32, 3.0]"
Ca3Al2As4,"[20, 3.0, 13, 2.0, 33, 4.0]"
Ca5Al2Sb6,"[20, 5.0, 13, 2.0, 51, 6.0]"
Sc1Al2,"[21, 1.0, 13, 2.0]"
Sc11Al2Ge8,"[21, 11.0, 13, 2.0, 32, 8.0]"
Sc1Al2Ni1,"[21, 1.0, 13, 2.0, 28, 1.0]"
Ti1Al2,"[22, 1.0, 13, 2.0]"
Ti3Nb1Al2,"[22, 3.0, 41, 1.0, 13, 2.0]"
Mn1Al2Te4,"[25, 1.0, 13, 2.0, 52, 4.0]"
Y1Al2Co1,"[39, 1.0, 13, 2.0, 27, 1.0]"
Zr6Al2Co1,"[40, 6.0, 13, 2.0, 27, 1.0]"
Gd5Al2Co2,"[64, 5.0, 13, 2.0, 27, 2.0]"
Y1Al2Ni1,"[39, 1.0, 13, 2.0, 28, 1.0]"
Pr1Al2Ni1,"[59, 1.0, 13, 2.0, 28, 1.0]"
Nd1Al2Ni1,"[60, 1.0, 13, 2.0, 28, 1.0]"
Sm1Al2Ni1,"[62, 1.0, 13, 2.0, 28, 1.0]"
Gd1Al2Ni1,"[64, 1.0, 13, 2.0, 28, 1.0]"
Tb1Al2Ni1,"[65, 1.0, 13, 2.0, 28, 1.0]"
Dy1Al2Ni1,"[66, 1.0, 13, 2.0, 28, 1.0]"
Ho1Al2Ni1,"[67, 1.0, 13, 2.0, 28, 1.0]"
Er1Al2Ni1,"[68, 1.0, 13, 2.0, 28, 1.0]"
Tm1Al2Ni1,"[69, 1.0, 13, 2.0, 28, 1.0]"
Lu1Al2Ni1,"[71, 1.0, 13, 2.0, 28, 1.0]"
Hf6Al2Ni1,"[72, 6.0, 13, 2.0, 28, 1.0]"
Y3Al2Ni6,"[39, 3.0, 13, 2.0, 28, 6.0]"
Sm3Al2Ni6,"[62, 3.0, 13, 2.0, 28, 6.0]"
Gd3Al2Ni6,"[64, 3.0, 13, 2.0, 28, 6.0]"
Tb3Al2Ni6,"[65, 3.0, 13, 2.0, 28, 6.0]"
Dy3Al2Ni6,"[66, 3.0, 13, 2.0, 28, 6.0]"
Ho3Al2Ni6,"[67, 3.0, 13, 2.0, 28, 6.0]"
Er3Al2Ni6,"[68, 3.0, 13, 2.0, 28, 6.0]"
Tm3Al2Ni6,"[69, 3.0, 13, 2.0, 28, 6.0]"
Al2Cu1Ir1,"[13, 2.0, 29, 1.0, 77, 1.0]"
Al2Zn1Se4,"[13, 2.0, 30, 1.0, 34, 4.0]"
Al2Zn1Te4,"[13, 2.0, 30, 1.0, 52, 4.0]"
La1Al2Zn2,"[57, 1.0, 13, 2.0, 30, 2.0]"
Ce1Al2Zn2,"[58, 1.0, 13, 2.0, 30, 2.0]"
Pr1Al2Zn2,"[59, 1.0, 13, 2.0, 30, 2.0]"
Sm1Al2Zn2,"[62, 1.0, 13, 2.0, 30, 2.0]"
Al2Zn39Pd9,"[13, 2.0, 30, 39.0, 46, 9.0]"
Sr1Al2Ga2,"[38, 1.0, 13, 2.0, 31, 2.0]"
Ba1Al2Ga2,"[56, 1.0, 13, 2.0, 31, 2.0]"
La1Al2Ga2,"[57, 1.0, 13, 2.0, 31, 2.0]"
Ce1Al2Ga2,"[58, 1.0, 13, 2.0, 31, 2.0]"
Pr1Al2Ga2,"[59, 1.0, 13, 2.0, 31, 2.0]"
Nd1Al2Ga2,"[60, 1.0, 13, 2.0, 31, 2.0]"
Eu1Al2Ga2,"[63, 1.0, 13, 2.0, 31, 2.0]"
La2Al2Ge1,"[57, 2.0, 13, 2.0, 32, 1.0]"
Eu1Al2Ge1,"[63, 1.0, 13, 2.0, 32, 1.0]"
Sr1Al2Ge2,"[38, 1.0, 13, 2.0, 32, 2.0]"
Sr3Al2Ge2,"[38, 3.0, 13, 2.0, 32, 2.0]"
Y1Al2Ge2,"[39, 1.0, 13, 2.0, 32, 2.0]"
Ba1Al2Ge2,"[56, 1.0, 13, 2.0, 32, 2.0]"
Ba3Al2Ge2,"[56, 3.0, 13, 2.0, 32, 2.0]"
La1Al2Ge2,"[57, 1.0, 13, 2.0, 32, 2.0]"
Pr1Al2Ge2,"[59, 1.0, 13, 2.0, 32, 2.0]"
Nd1Al2Ge2,"[60, 1.0, 13, 2.0, 32, 2.0]"
Sm1Al2Ge2,"[62, 1.0, 13, 2.0, 32, 2.0]"
Eu1Al2Ge2,"[63, 1.0, 13, 2.0, 32, 2.0]"
Tb1Al2Ge2,"[65, 1.0, 13, 2.0, 32, 2.0]"
Dy1Al2Ge2,"[66, 1.0, 13, 2.0, 32, 2.0]"
Ho1Al2Ge2,"[67, 1.0, 13, 2.0, 32, 2.0]"
Er1Al2Ge2,"[68, 1.0, 13, 2.0, 32, 2.0]"
Tm1Al2Ge2,"[69, 1.0, 13, 2.0, 32, 2.0]"
Sr3Al2Ge4,"[38, 3.0, 13, 2.0, 32, 4.0]"
Ba5Al2Ge7,"[56, 5.0, 13, 2.0, 32, 7.0]"
Y4Al23Ni6,"[39, 4.0, 13, 23.0, 28, 6.0]"
Ce4Al23Ni6,"[58, 4.0, 13, 23.0, 28, 6.0]"
Sm4Al23Ni6,"[62, 4.0, 13, 23.0, 28, 6.0]"
Er11Al2Ge8,"[68, 11.0, 13, 2.0, 32, 8.0]"
Sr3Al2As4,"[38, 3.0, 13, 2.0, 33, 4.0]"
Ba3Al2As4,"[56, 3.0, 13, 2.0, 33, 4.0]"
Eu3Al2As4,"[63, 3.0, 13, 2.0, 33, 4.0]"
Al2Se3,"[13, 2.0, 34, 3.0]"
Sr1Al2Se4,"[38, 1.0, 13, 2.0, 34, 4.0]"
Al2Cd1Se4,"[13, 2.0, 48, 1.0, 34, 4.0]"
Eu1Al2Se4,"[63, 1.0, 13, 2.0, 34, 4.0]"
Al2Hg1Se4,"[13, 2.0, 80, 1.0, 34, 4.0]"
Al2Bi1Se4,"[13, 2.0, 83, 1.0, 34, 4.0]"
Al2Sb5Se6Br9,"[13, 2.0, 51, 5.0, 34, 6.0, 35, 9.0]"
Al2Cd1Br8,"[13, 2.0, 48, 1.0, 35, 8.0]"
Sr1Al2,"[38, 1.0, 13, 2.0]"
Sr1Al2Au2,"[38, 1.0, 13, 2.0, 79, 2.0]"
Sr1Al2Au3,"[38, 1.0, 13, 2.0, 79, 3.0]"
Sr3Al2Sn2,"[38, 3.0, 13, 2.0, 50, 2.0]"
Sr5Al2Sb6,"[38, 5.0, 13, 2.0, 51, 6.0]"
Y1Al2,"[39, 1.0, 13, 2.0]"
Y1Al2Pd5,"[39, 1.0, 13, 2.0, 46, 5.0]"
Zr1Al2,"[40, 1.0, 13, 2.0]"
Al2Ru1,"[13, 2.0, 44, 1.0]"
La5Al2Ru3,"[57, 5.0, 13, 2.0, 44, 3.0]"
Pr5Al2Ru3,"[59, 5.0, 13, 2.0, 44, 3.0]"
Tb4Al24Pd9,"[65, 4.0, 13, 24.0, 46, 9.0]"
Dy4Al24Pd9,"[66, 4.0, 13, 24.0, 46, 9.0]"
Ho4Al24Pd9,"[67, 4.0, 13, 24.0, 46, 9.0]"
Er4Al24Pd9,"[68, 4.0, 13, 24.0, 46, 9.0]"
Tm4Al24Pd9,"[69, 4.0, 13, 24.0, 46, 9.0]"
La1Al2Pd2,"[57, 1.0, 13, 2.0, 46, 2.0]"
Tb4Al24Pt9,"[65, 4.0, 13, 24.0, 78, 9.0]"
Ce1Al2Pd5,"[58, 1.0, 13, 2.0, 46, 5.0]"
Lu1Al2Pd5,"[71, 1.0, 13, 2.0, 46, 5.0]"
Dy4Al24Pt9,"[66, 4.0, 13, 24.0, 78, 9.0]"
Ho4Al24Pt9,"[67, 4.0, 13, 24.0, 78, 9.0]"
Er4Al24Pt9,"[68, 4.0, 13, 24.0, 78, 9.0]"
Tm4Al24Pt9,"[69, 4.0, 13, 24.0, 78, 9.0]"
Lu4Al24Pt9,"[71, 4.0, 13, 24.0, 78, 9.0]"
Pr1Al2Ag1,"[59, 1.0, 13, 2.0, 47, 1.0]"
Al2Cd1Te4,"[13, 2.0, 48, 1.0, 52, 4.0]"
Ba3Al2Sn2,"[56, 3.0, 13, 2.0, 50, 2.0]"
Al2Te3,"[13, 2.0, 52, 3.0]"
Ba1Al2Te4,"[56, 1.0, 13, 2.0, 52, 4.0]"
Al2Hg1Te4,"[13, 2.0, 80, 1.0, 52, 4.0]"
Al2Te5,"[13, 2.0, 52, 5.0]"
La2Al2I1,"[57, 2.0, 13, 2.0, 53, 1.0]"
La1Al2,"[57, 1.0, 13, 2.0]"
Ce1Al2,"[58, 1.0, 13, 2.0]"
Ce1Al2Au2,"[58, 1.0, 13, 2.0, 79, 2.0]"
Pr1Al2,"[59, 1.0, 13, 2.0]"
Pr1Al2Au2,"[59, 1.0, 13, 2.0, 79, 2.0]"
Nd1Al2,"[60, 1.0, 13, 2.0]"
Nd1Al2Au2,"[60, 1.0, 13, 2.0, 79, 2.0]"
Sm1Al2,"[62, 1.0, 13, 2.0]"
Sm1Al2Au2,"[62, 1.0, 13, 2.0, 79, 2.0]"
Eu1Al2,"[63, 1.0, 13, 2.0]"
Eu1Al2Au2,"[63, 1.0, 13, 2.0, 79, 2.0]"
Gd1Al2,"[64, 1.0, 13, 2.0]"
Tb1Al2,"[65, 1.0, 13, 2.0]"
Tb1Al2Au2,"[65, 1.0, 13, 2.0, 79, 2.0]"
Dy1Al2,"[66, 1.0, 13, 2.0]"
Ho1Al2,"[67, 1.0, 13, 2.0]"
Er1Al2,"[68, 1.0, 13, 2.0]"
Tm1Al2,"[69, 1.0, 13, 2.0]"
Tm3Al2,"[69, 3.0, 13, 2.0]"
Lu1Al2,"[71, 1.0, 13, 2.0]"
Lu3Al2,"[71, 3.0, 13, 2.0]"
Hf1Al2,"[72, 1.0, 13, 2.0]"
Hf6Al2Pt1,"[72, 6.0, 13, 2.0, 78, 1.0]"
Al2Os1,"[13, 2.0, 76, 1.0]"
Al2Pt1,"[13, 2.0, 78, 1.0]"
Al2Au1,"[13, 2.0, 79, 1.0]"
Th1Al2Au2,"[90, 1.0, 13, 2.0, 79, 2.0]"
Th1Al2,"[90, 1.0, 13, 2.0]"
U1Al2,"[92, 1.0, 13, 2.0]"
Np1Al2,"[93, 1.0, 13, 2.0]"
Pu1Al2,"[94, 1.0, 13, 2.0]"
Y2Al3Si2,"[39, 2.0, 13, 3.0, 14, 2.0]"
Tb2Al3Si2,"[65, 2.0, 13, 3.0, 14, 2.0]"
Dy2Al3Si2,"[66, 2.0, 13, 3.0, 14, 2.0]"
Ho2Al3Si2,"[67, 2.0, 13, 3.0, 14, 2.0]"
Er2Al3Si2,"[68, 2.0, 13, 3.0, 14, 2.0]"
Tm2Al3Si2,"[69, 2.0, 13, 3.0, 14, 2.0]"
Ba3Al3P5,"[56, 3.0, 13, 3.0, 15, 5.0]"
Ho1Al3Cl12,"[67, 1.0, 13, 3.0, 17, 12.0]"
Ca8Al3,"[20, 8.0, 13, 3.0]"
Sc1Al3,"[21, 1.0, 13, 3.0]"
Sc2Al3Ru1,"[21, 2.0, 13, 3.0, 44, 1.0]"
Ti1Al3,"[22, 1.0, 13, 3.0]"
Al3V1,"[13, 3.0, 23, 1.0]"
Er3Al3Co1Ge2,"[68, 3.0, 13, 3.0, 27, 1.0, 32, 2.0]"
Er2Al3Co1,"[68, 2.0, 13, 3.0, 27, 1.0]"
Lu2Al3Co1,"[71, 2.0, 13, 3.0, 27, 1.0]"
Al3Ni1,"[13, 3.0, 28, 1.0]"
Y3Al3Ni1Ge2,"[39, 3.0, 13, 3.0, 28, 1.0, 32, 2.0]"
Er3Al3Ni1Ge2,"[68, 3.0, 13, 3.0, 28, 1.0, 32, 2.0]"
Y1Al3Ni1,"[39, 1.0, 13, 3.0, 28, 1.0]"
Sm1Al3Ni1,"[62, 1.0, 13, 3.0, 28, 1.0]"
Al3Ni2,"[13, 3.0, 28, 2.0]"
Y1Al3Ni2,"[39, 1.0, 13, 3.0, 28, 2.0]"
La1Al3Ni2,"[57, 1.0, 13, 3.0, 28, 2.0]"
La5Al3Ni2,"[57, 5.0, 13, 3.0, 28, 2.0]"
Ce1Al3Ni2,"[58, 1.0, 13, 3.0, 28, 2.0]"
Nd1Al3Ni2,"[60, 1.0, 13, 3.0, 28, 2.0]"
Sm1Al3Ni2,"[62, 1.0, 13, 3.0, 28, 2.0]"
Gd1Al3Ni2,"[64, 1.0, 13, 3.0, 28, 2.0]"
Tb1Al3Ni2,"[65, 1.0, 13, 3.0, 28, 2.0]"
Dy1Al3Ni2,"[66, 1.0, 13, 3.0, 28, 2.0]"
Ho1Al3Ni2,"[67, 1.0, 13, 3.0, 28, 2.0]"
Er1Al3Ni2,"[68, 1.0, 13, 3.0, 28, 2.0]"
Tm1Al3Ni2,"[69, 1.0, 13, 3.0, 28, 2.0]"
Lu1Al3Ni2,"[71, 1.0, 13, 3.0, 28, 2.0]"
Th1Al3Ni2,"[90, 1.0, 13, 3.0, 28, 2.0]"
Er5Al3Ni3Ge4,"[68, 5.0, 13, 3.0, 28, 3.0, 32, 4.0]"
Al3Ni5,"[13, 3.0, 28, 5.0]"
La1Al3Cu1,"[57, 1.0, 13, 3.0, 29, 1.0]"
Ce1Al3Cu1,"[58, 1.0, 13, 3.0, 29, 1.0]"
Pr1Al3Cu1,"[59, 1.0, 13, 3.0, 29, 1.0]"
Nd1Al3Cu1,"[60, 1.0, 13, 3.0, 29, 1.0]"
Gd1Al3Cu1,"[64, 1.0, 13, 3.0, 29, 1.0]"
Eu1Al3Cu2,"[63, 1.0, 13, 3.0, 29, 2.0]"
Tb1Al3Cu2,"[65, 1.0, 13, 3.0, 29, 2.0]"
Ba3Al3Ga2,"[56, 3.0, 13, 3.0, 31, 2.0]"
Ce2Al3Ge4,"[58, 2.0, 13, 3.0, 32, 4.0]"
Ba3Al3As5,"[56, 3.0, 13, 3.0, 33, 5.0]"
La1Al3Br12,"[57, 1.0, 13, 3.0, 35, 12.0]"
Ce1Al3Br12,"[58, 1.0, 13, 3.0, 35, 12.0]"
Pr1Al3Br12,"[59, 1.0, 13, 3.0, 35, 12.0]"
