new_formula,composition_vector
Nd1Al3Br12,"[60, 1.0, 13, 3.0, 35, 12.0]"
Sm1Al3Br12,"[62, 1.0, 13, 3.0, 35, 12.0]"
Y1Al3,"[39, 1.0, 13, 3.0]"
Zr1Al3,"[40, 1.0, 13, 3.0]"
Zr4Al3,"[40, 4.0, 13, 3.0]"
Nb1Al3,"[41, 1.0, 13, 3.0]"
Al3Ru2,"[13, 3.0, 44, 2.0]"
Al3Pd2,"[13, 3.0, 46, 2.0]"
La1Al3Pd2,"[57, 1.0, 13, 3.0, 46, 2.0]"
Ce1Al3Pd2,"[58, 1.0, 13, 3.0, 46, 2.0]"
Nd1Al3Pd2,"[60, 1.0, 13, 3.0, 46, 2.0]"
Sm1Al3Pd2,"[62, 1.0, 13, 3.0, 46, 2.0]"
Eu1Al3Pd2,"[63, 1.0, 13, 3.0, 46, 2.0]"
Gd1Al3Pd2,"[64, 1.0, 13, 3.0, 46, 2.0]"
Al3Pd5,"[13, 3.0, 46, 5.0]"
La1Al3,"[57, 1.0, 13, 3.0]"
La1Al3Au1,"[57, 1.0, 13, 3.0, 79, 1.0]"
Ce1Al3,"[58, 1.0, 13, 3.0]"
Ce1Al3Au1,"[58, 1.0, 13, 3.0, 79, 1.0]"
Pr1Al3,"[59, 1.0, 13, 3.0]"
Nd1Al3,"[60, 1.0, 13, 3.0]"
Sm1Al3,"[62, 1.0, 13, 3.0]"
Eu2Al3Au6,"[63, 2.0, 13, 3.0, 79, 6.0]"
Lu1Al3,"[71, 1.0, 13, 3.0]"
Hf1Al3,"[72, 1.0, 13, 3.0]"
Hf4Al3,"[72, 4.0, 13, 3.0]"
Ta1Al3,"[73, 1.0, 13, 3.0]"
Al3Ir1,"[13, 3.0, 77, 1.0]"
Al3Pt2,"[13, 3.0, 78, 2.0]"
Al3Pt5,"[13, 3.0, 78, 5.0]"
Th1Al3,"[90, 1.0, 13, 3.0]"
U1Al3,"[92, 1.0, 13, 3.0]"
Tb6Al39Cr8,"[65, 6.0, 13, 39.0, 24, 8.0]"
Ba21Al40,"[56, 21.0, 13, 40.0]"
Ce1Al4Si2Rh1,"[58, 1.0, 13, 4.0, 14, 2.0, 45, 1.0]"
Ce1Al4Si2Ir1,"[58, 1.0, 13, 4.0, 14, 2.0, 77, 1.0]"
Th2Al4Si2Au3,"[90, 2.0, 13, 4.0, 14, 2.0, 79, 3.0]"
Ba1Al4S7,"[56, 1.0, 13, 4.0, 16, 7.0]"
Ca1Al4,"[20, 1.0, 13, 4.0]"
Gd2Al4Co1Ge2,"[64, 2.0, 13, 4.0, 27, 1.0, 32, 2.0]"
Er2Al4Co1Ge2,"[68, 2.0, 13, 4.0, 27, 1.0, 32, 2.0]"
La1Al4Co1,"[57, 1.0, 13, 4.0, 27, 1.0]"
Ce1Al4Co1,"[58, 1.0, 13, 4.0, 27, 1.0]"
Nd1Al4Co1,"[60, 1.0, 13, 4.0, 27, 1.0]"
Tb2Al4Ni1Ge2,"[65, 2.0, 13, 4.0, 28, 1.0, 32, 2.0]"
Er2Al4Ni1Ge2,"[68, 2.0, 13, 4.0, 28, 1.0, 32, 2.0]"
Y1Al4Ni1,"[39, 1.0, 13, 4.0, 28, 1.0]"
Ce1Al4Ni1,"[58, 1.0, 13, 4.0, 28, 1.0]"
Pr1Al4Ni1,"[59, 1.0, 13, 4.0, 28, 1.0]"
Nd1Al4Ni1,"[60, 1.0, 13, 4.0, 28, 1.0]"
Sm1Al4Ni1,"[62, 1.0, 13, 4.0, 28, 1.0]"
Gd1Al4Ni1,"[64, 1.0, 13, 4.0, 28, 1.0]"
Tb1Al4Ni1,"[65, 1.0, 13, 4.0, 28, 1.0]"
Dy1Al4Ni1,"[66, 1.0, 13, 4.0, 28, 1.0]"
Ho1Al4Ni1,"[67, 1.0, 13, 4.0, 28, 1.0]"
Er1Al4Ni1,"[68, 1.0, 13, 4.0, 28, 1.0]"
Tm1Al4Ni1,"[69, 1.0, 13, 4.0, 28, 1.0]"
Lu1Al4Ni1,"[71, 1.0, 13, 4.0, 28, 1.0]"
Al4Ni3,"[13, 4.0, 28, 3.0]"
Al4Cu9,"[13, 4.0, 29, 9.0]"
Ca6Al43W4,"[20, 6.0, 13, 43.0, 74, 4.0]"
Y6Ti4Al43,"[39, 6.0, 22, 4.0, 13, 43.0]"
Nd6Ti4Al43,"[60, 6.0, 22, 4.0, 13, 43.0]"
Sm6Ti4Al43,"[62, 6.0, 22, 4.0, 13, 43.0]"
Tb6Ti4Al43,"[65, 6.0, 22, 4.0, 13, 43.0]"
Dy6Ti4Al43,"[66, 6.0, 22, 4.0, 13, 43.0]"
Ho6Ti4Al43,"[67, 6.0, 22, 4.0, 13, 43.0]"
Er6Ti4Al43,"[68, 6.0, 22, 4.0, 13, 43.0]"
Tm6Ti4Al43,"[69, 6.0, 22, 4.0, 13, 43.0]"
Lu6Ti4Al43,"[71, 6.0, 22, 4.0, 13, 43.0]"
Nd6Al43V4,"[60, 6.0, 13, 43.0, 23, 4.0]"
Sm6Al43V4,"[62, 6.0, 13, 43.0, 23, 4.0]"
Tb6Al43V4,"[65, 6.0, 13, 43.0, 23, 4.0]"
Dy6Al43V4,"[66, 6.0, 13, 43.0, 23, 4.0]"
Ho6Al43V4,"[67, 6.0, 13, 43.0, 23, 4.0]"
Er6Al43V4,"[68, 6.0, 13, 43.0, 23, 4.0]"
Tm6Al43V4,"[69, 6.0, 13, 43.0, 23, 4.0]"
Lu6Al43V4,"[71, 6.0, 13, 43.0, 23, 4.0]"
Y6Al43Cr4,"[39, 6.0, 13, 43.0, 24, 4.0]"
Sm6Al43Cr4,"[62, 6.0, 13, 43.0, 24, 4.0]"
Tb6Al43Cr4,"[65, 6.0, 13, 43.0, 24, 4.0]"
Dy6Al43Cr4,"[66, 6.0, 13, 43.0, 24, 4.0]"
Ho6Al43Cr4,"[67, 6.0, 13, 43.0, 24, 4.0]"
Er6Al43Cr4,"[68, 6.0, 13, 43.0, 24, 4.0]"
Tm6Al43Cr4,"[69, 6.0, 13, 43.0, 24, 4.0]"
U6Al43Cr4,"[92, 6.0, 13, 43.0, 24, 4.0]"
Ba7Al4Ge9,"[56, 7.0, 13, 4.0, 32, 9.0]"
Y6Ta4Al43,"[39, 6.0, 73, 4.0, 13, 43.0]"
Y6Al43W4,"[39, 6.0, 13, 43.0, 74, 4.0]"
Sm6Nb4Al43,"[62, 6.0, 41, 4.0, 13, 43.0]"
Tm6Nb4Al43,"[69, 6.0, 41, 4.0, 13, 43.0]"
Lu6Nb4Al43,"[71, 6.0, 41, 4.0, 13, 43.0]"
U6Nb4Al43,"[92, 6.0, 41, 4.0, 13, 43.0]"
Nd6Al43Mo4,"[60, 6.0, 13, 43.0, 42, 4.0]"
Sm6Al43Mo4,"[62, 6.0, 13, 43.0, 42, 4.0]"
Tb6Al43Mo4,"[65, 6.0, 13, 43.0, 42, 4.0]"
Dy6Al43Mo4,"[66, 6.0, 13, 43.0, 42, 4.0]"
Ho6Al43Mo4,"[67, 6.0, 13, 43.0, 42, 4.0]"
Er6Al43Mo4,"[68, 6.0, 13, 43.0, 42, 4.0]"
Tm6Al43Mo4,"[69, 6.0, 13, 43.0, 42, 4.0]"
Lu6Al43Mo4,"[71, 6.0, 13, 43.0, 42, 4.0]"
Th6Al43Mo4,"[90, 6.0, 13, 43.0, 42, 4.0]"
U6Al43Mo4,"[92, 6.0, 13, 43.0, 42, 4.0]"
La5Al4Br4,"[57, 5.0, 13, 4.0, 35, 4.0]"
Sm6Ta4Al43,"[62, 6.0, 73, 4.0, 13, 43.0]"
Sm6Al43W4,"[62, 6.0, 13, 43.0, 74, 4.0]"
Tb6Ta4Al43,"[65, 6.0, 73, 4.0, 13, 43.0]"
Dy6Ta4Al43,"[66, 6.0, 73, 4.0, 13, 43.0]"
Dy6Al43W4,"[66, 6.0, 13, 43.0, 74, 4.0]"
Ho6Ta4Al43,"[67, 6.0, 73, 4.0, 13, 43.0]"
Ho6Al43W4,"[67, 6.0, 13, 43.0, 74, 4.0]"
Er6Ta4Al43,"[68, 6.0, 73, 4.0, 13, 43.0]"
Er6Al43W4,"[68, 6.0, 13, 43.0, 74, 4.0]"
Tm6Ta4Al43,"[69, 6.0, 73, 4.0, 13, 43.0]"
Tm6Al43W4,"[69, 6.0, 13, 43.0, 74, 4.0]"
Lu6Ta4Al43,"[71, 6.0, 73, 4.0, 13, 43.0]"
Lu6Al43W4,"[71, 6.0, 13, 43.0, 74, 4.0]"
U6Ta4Al43,"[92, 6.0, 73, 4.0, 13, 43.0]"
U6Al43W4,"[92, 6.0, 13, 43.0, 74, 4.0]"
Sr1Al4,"[38, 1.0, 13, 4.0]"
Al4Tc1,"[13, 4.0, 43, 1.0]"
Ce1Al4Pd1,"[58, 1.0, 13, 4.0, 46, 1.0]"
Ba7Al4Sb9,"[56, 7.0, 13, 4.0, 51, 9.0]"
Al45Cr7,"[13, 45.0, 24, 7.0]"
Ba1Al4,"[56, 1.0, 13, 4.0]"
Ba3Al4Pt4,"[56, 3.0, 13, 4.0, 78, 4.0]"
Eu1Al4,"[63, 1.0, 13, 4.0]"
Np1Al4,"[93, 1.0, 13, 4.0]"
Pu1Al4,"[94, 1.0, 13, 4.0]"
La6Al5Fe9,"[57, 6.0, 13, 5.0, 26, 9.0]"
Nd6Al5Fe9,"[60, 6.0, 13, 5.0, 26, 9.0]"
Al5Co2,"[13, 5.0, 27, 2.0]"
Zr1Al5Ni2,"[40, 1.0, 13, 5.0, 28, 2.0]"
La1Al5Ni2,"[57, 1.0, 13, 5.0, 28, 2.0]"
Ce1Al5Ni2,"[58, 1.0, 13, 5.0, 28, 2.0]"
Pr1Al5Ni2,"[59, 1.0, 13, 5.0, 28, 2.0]"
U1Al5Cu6,"[92, 1.0, 13, 5.0, 29, 6.0]"
La4Al5Br2,"[57, 4.0, 13, 5.0, 35, 2.0]"
La10Al5Br4,"[57, 10.0, 13, 5.0, 35, 4.0]"
Sr2Al5Pd4,"[38, 2.0, 13, 5.0, 46, 4.0]"
Al5Mo1,"[13, 5.0, 42, 1.0]"
Al5Rh2,"[13, 5.0, 45, 2.0]"
Ba1Al1B4H3O10,"[56, 1.0, 13, 1.0, 5, 4.0, 1, 3.0, 8, 10.0]"
Ba5Al5Sn1,"[56, 5.0, 13, 5.0, 50, 1.0]"
Ba4Al5,"[56, 4.0, 13, 5.0]"
Ba5Al5Pb1,"[56, 5.0, 13, 5.0, 82, 1.0]"
Ce1Al5Pt3,"[58, 1.0, 13, 5.0, 78, 3.0]"
Mn14Al56Ge3,"[25, 14.0, 13, 56.0, 32, 3.0]"
Al5W1,"[13, 5.0, 74, 1.0]"
Mn1Al6,"[25, 1.0, 13, 6.0]"
Al6Ru1,"[13, 6.0, 44, 1.0]"
Ce1Al6Pd1,"[58, 1.0, 13, 6.0, 46, 1.0]"
Ce3Al6Pt4,"[58, 3.0, 13, 6.0, 78, 4.0]"
Al1H3N1Cl3,"[13, 1.0, 1, 3.0, 7, 1.0, 17, 3.0]"
Y12Al7Si1,"[39, 12.0, 13, 7.0, 14, 1.0]"
Tm12Al7Si1,"[69, 12.0, 13, 7.0, 14, 1.0]"
Sc3Mn3Al7Si5,"[21, 3.0, 25, 3.0, 13, 7.0, 14, 5.0]"
Al7Tl3S12,"[13, 7.0, 81, 3.0, 16, 12.0]"
Ca3Al7Cu2,"[20, 3.0, 13, 7.0, 29, 2.0]"
Ca3Al7Ag2,"[20, 3.0, 13, 7.0, 47, 2.0]"
Al7Fe1Cu2,"[13, 7.0, 26, 1.0, 29, 2.0]"
Sm7Al7Co6,"[62, 7.0, 13, 7.0, 27, 6.0]"
Zr6Al7Cu16,"[40, 6.0, 13, 7.0, 29, 16.0]"
Dy6Al7Cu16,"[66, 6.0, 13, 7.0, 29, 16.0]"
Ho6Al7Cu16,"[67, 6.0, 13, 7.0, 29, 16.0]"
Er6Al7Cu16,"[68, 6.0, 13, 7.0, 29, 16.0]"
Tm6Al7Cu16,"[69, 6.0, 13, 7.0, 29, 16.0]"
Gd3Al7Ag2,"[64, 3.0, 13, 7.0, 47, 2.0]"
Pr1Al7Au3,"[59, 1.0, 13, 7.0, 79, 3.0]"
Nd1Al7Au3,"[60, 1.0, 13, 7.0, 79, 3.0]"
Sm1Al7Au3,"[62, 1.0, 13, 7.0, 79, 3.0]"
Gd1Al7Au3,"[64, 1.0, 13, 7.0, 79, 3.0]"
Tb1Al7Au3,"[65, 1.0, 13, 7.0, 79, 3.0]"
Dy1Al7Au3,"[66, 1.0, 13, 7.0, 79, 3.0]"
Ho1Al7Au3,"[67, 1.0, 13, 7.0, 79, 3.0]"
Er1Al7Au3,"[68, 1.0, 13, 7.0, 79, 3.0]"
Tm1Al7Au3,"[69, 1.0, 13, 7.0, 79, 3.0]"
Lu1Al7Au3,"[71, 1.0, 13, 7.0, 79, 3.0]"
Sm1Al8Si1Au4,"[62, 1.0, 13, 8.0, 14, 1.0, 79, 4.0]"
U6Al8Fe5Si9,"[92, 6.0, 13, 8.0, 26, 5.0, 14, 9.0]"
Ca1Al8Fe4,"[20, 1.0, 13, 8.0, 26, 4.0]"
Ca1Al8Co2,"[20, 1.0, 13, 8.0, 27, 2.0]"
Ca1Al8Cu4,"[20, 1.0, 13, 8.0, 29, 4.0]"
Sc1Mn4Al8,"[21, 1.0, 25, 4.0, 13, 8.0]"
Sc1Al8Fe4,"[21, 1.0, 13, 8.0, 26, 4.0]"
Y1Mn4Al8,"[39, 1.0, 25, 4.0, 13, 8.0]"
Ce1Mn4Al8,"[58, 1.0, 25, 4.0, 13, 8.0]"
Tb1Mn4Al8,"[65, 1.0, 25, 4.0, 13, 8.0]"
Dy1Mn4Al8,"[66, 1.0, 25, 4.0, 13, 8.0]"
Ho1Mn4Al8,"[67, 1.0, 25, 4.0, 13, 8.0]"
Er1Mn4Al8,"[68, 1.0, 25, 4.0, 13, 8.0]"
Tm1Mn4Al8,"[69, 1.0, 25, 4.0, 13, 8.0]"
Lu1Mn4Al8,"[71, 1.0, 25, 4.0, 13, 8.0]"
La1Al8Fe2,"[57, 1.0, 13, 8.0, 26, 2.0]"
Ce1Al8Fe2,"[58, 1.0, 13, 8.0, 26, 2.0]"
Pr1Al8Fe2,"[59, 1.0, 13, 8.0, 26, 2.0]"
Eu1Al8Fe2,"[63, 1.0, 13, 8.0, 26, 2.0]"
Y1Al8Fe4,"[39, 1.0, 13, 8.0, 26, 4.0]"
Zr1Al8Fe4,"[40, 1.0, 13, 8.0, 26, 4.0]"
La1Al8Fe4,"[57, 1.0, 13, 8.0, 26, 4.0]"
Ce1Al8Fe4,"[58, 1.0, 13, 8.0, 26, 4.0]"
Pr1Al8Fe4,"[59, 1.0, 13, 8.0, 26, 4.0]"
Nd1Al8Fe4,"[60, 1.0, 13, 8.0, 26, 4.0]"
Sm1Al8Fe4,"[62, 1.0, 13, 8.0, 26, 4.0]"
Eu1Al8Fe4,"[63, 1.0, 13, 8.0, 26, 4.0]"
Gd1Al8Fe4,"[64, 1.0, 13, 8.0, 26, 4.0]"
Tb1Al8Fe4,"[65, 1.0, 13, 8.0, 26, 4.0]"
Dy1Al8Fe4,"[66, 1.0, 13, 8.0, 26, 4.0]"
Ho1Al8Fe4,"[67, 1.0, 13, 8.0, 26, 4.0]"
Er1Al8Fe4,"[68, 1.0, 13, 8.0, 26, 4.0]"
Tm1Al8Fe4,"[69, 1.0, 13, 8.0, 26, 4.0]"
Lu1Al8Fe4,"[71, 1.0, 13, 8.0, 26, 4.0]"
Hf1Al8Fe4,"[72, 1.0, 13, 8.0, 26, 4.0]"
Th1Al8Fe4,"[90, 1.0, 13, 8.0, 26, 4.0]"
U1Al8Fe4,"[92, 1.0, 13, 8.0, 26, 4.0]"
Np1Al8Fe4,"[93, 1.0, 13, 8.0, 26, 4.0]"
Ce1Al8Co2,"[58, 1.0, 13, 8.0, 27, 2.0]"
Pr1Al8Co2,"[59, 1.0, 13, 8.0, 27, 2.0]"
Nd1Al8Co2,"[60, 1.0, 13, 8.0, 27, 2.0]"
Sm1Al8Co2,"[62, 1.0, 13, 8.0, 27, 2.0]"
Y1Al8Cu4,"[39, 1.0, 13, 8.0, 29, 4.0]"
Ce1Al8Cu4,"[58, 1.0, 13, 8.0, 29, 4.0]"
Pr1Al8Cu4,"[59, 1.0, 13, 8.0, 29, 4.0]"
Nd1Al8Cu4,"[60, 1.0, 13, 8.0, 29, 4.0]"
Sm1Al8Cu4,"[62, 1.0, 13, 8.0, 29, 4.0]"
Eu1Al8Cu4,"[63, 1.0, 13, 8.0, 29, 4.0]"
Gd1Al8Cu4,"[64, 1.0, 13, 8.0, 29, 4.0]"
Tb1Al8Cu4,"[65, 1.0, 13, 8.0, 29, 4.0]"
Dy1Al8Cu4,"[66, 1.0, 13, 8.0, 29, 4.0]"
Ho1Al8Cu4,"[67, 1.0, 13, 8.0, 29, 4.0]"
Er1Al8Cu4,"[68, 1.0, 13, 8.0, 29, 4.0]"
Tm1Al8Cu4,"[69, 1.0, 13, 8.0, 29, 4.0]"
Lu1Al8Cu4,"[71, 1.0, 13, 8.0, 29, 4.0]"
Th1Al8Cu4,"[90, 1.0, 13, 8.0, 29, 4.0]"
U1Al8Cu4,"[92, 1.0, 13, 8.0, 29, 4.0]"
Np1Al8Cu4,"[93, 1.0, 13, 8.0, 29, 4.0]"
Sr14Al8Ge3,"[38, 14.0, 13, 8.0, 32, 3.0]"
Al8Mo3,"[13, 8.0, 42, 3.0]"
Ca2Al3H3O8,"[20, 2.0, 13, 3.0, 1, 3.0, 8, 8.0]"
Al2P3H3O9,"[13, 2.0, 15, 3.0, 1, 3.0, 8, 9.0]"
Mn3Al9Si1,"[25, 3.0, 13, 9.0, 14, 1.0]"
Tb1Al9Fe4Si6,"[65, 1.0, 13, 9.0, 26, 4.0, 14, 6.0]"
Er1Al9Fe4Si6,"[68, 1.0, 13, 9.0, 26, 4.0, 14, 6.0]"
Ca1Al9Co2,"[20, 1.0, 13, 9.0, 27, 2.0]"
Ca1Al9Ni1,"[20, 1.0, 13, 9.0, 28, 1.0]"
Sc2Al9Co3,"[21, 2.0, 13, 9.0, 27, 3.0]"
Ba1Al9Fe2,"[56, 1.0, 13, 9.0, 26, 2.0]"
Al9Co2,"[13, 9.0, 27, 2.0]"
Sr1Al9Co2,"[38, 1.0, 13, 9.0, 27, 2.0]"
Eu1Al9Co2,"[63, 1.0, 13, 9.0, 27, 2.0]"
Y2Al9Co3,"[39, 2.0, 13, 9.0, 27, 3.0]"
Sm2Al9Co3,"[62, 2.0, 13, 9.0, 27, 3.0]"
Gd1Al9Ni3,"[64, 1.0, 13, 9.0, 28, 3.0]"
Er1Al9Ni3,"[68, 1.0, 13, 9.0, 28, 3.0]"
Sr5Al9,"[38, 5.0, 13, 9.0]"
Y2Al9Rh3,"[39, 2.0, 13, 9.0, 45, 3.0]"
Y2Al9Pd3,"[39, 2.0, 13, 9.0, 46, 3.0]"
Y2Al9Ir3,"[39, 2.0, 13, 9.0, 77, 3.0]"
Al9Rh2,"[13, 9.0, 45, 2.0]"
La2Al9Rh3,"[57, 2.0, 13, 9.0, 45, 3.0]"
Ce2Al9Rh3,"[58, 2.0, 13, 9.0, 45, 3.0]"
Pr2Al9Rh3,"[59, 2.0, 13, 9.0, 45, 3.0]"
Nd2Al9Rh3,"[60, 2.0, 13, 9.0, 45, 3.0]"
Sm2Al9Rh3,"[62, 2.0, 13, 9.0, 45, 3.0]"
Gd2Al9Rh3,"[64, 2.0, 13, 9.0, 45, 3.0]"
Tb2Al9Rh3,"[65, 2.0, 13, 9.0, 45, 3.0]"
Dy2Al9Rh3,"[66, 2.0, 13, 9.0, 45, 3.0]"
Er2Al9Rh3,"[68, 2.0, 13, 9.0, 45, 3.0]"
Tm2Al9Rh3,"[69, 2.0, 13, 9.0, 45, 3.0]"
Lu2Al9Rh3,"[71, 2.0, 13, 9.0, 45, 3.0]"
La2Al9Ir3,"[57, 2.0, 13, 9.0, 77, 3.0]"
Ce2Al9Ir3,"[58, 2.0, 13, 9.0, 77, 3.0]"
Pr2Al9Ir3,"[59, 2.0, 13, 9.0, 77, 3.0]"
Nd2Al9Ir3,"[60, 2.0, 13, 9.0, 77, 3.0]"
Sm2Al9Ir3,"[62, 2.0, 13, 9.0, 77, 3.0]"
Gd2Al9Ir3,"[64, 2.0, 13, 9.0, 77, 3.0]"
Tb2Al9Ir3,"[65, 2.0, 13, 9.0, 77, 3.0]"
Dy2Al9Ir3,"[66, 2.0, 13, 9.0, 77, 3.0]"
Ho2Al9Ir3,"[67, 2.0, 13, 9.0, 77, 3.0]"
Tm2Al9Ir3,"[69, 2.0, 13, 9.0, 77, 3.0]"
Lu2Al9Ir3,"[71, 2.0, 13, 9.0, 77, 3.0]"
Al9Ir2,"[13, 9.0, 77, 2.0]"
U2Al9Ir3,"[92, 2.0, 13, 9.0, 77, 3.0]"
Na1Al1H4,"[11, 1.0, 13, 1.0, 1, 4.0]"
K1Al1H4,"[19, 1.0, 13, 1.0, 1, 4.0]"
Rb1Al1H4,"[37, 1.0, 13, 1.0, 1, 4.0]"
Al1H4N1F4,"[13, 1.0, 1, 4.0, 7, 1.0, 9, 4.0]"
Na2Al2Si3H4O12,"[11, 2.0, 13, 2.0, 14, 3.0, 1, 4.0, 8, 12.0]"
K1Al1P4H4O14,"[19, 1.0, 13, 1.0, 15, 4.0, 1, 4.0, 8, 14.0]"
Cs1Al1H4O2F4,"[55, 1.0, 13, 1.0, 1, 4.0, 8, 2.0, 9, 4.0]"
Ca1Al1H5,"[20, 1.0, 13, 1.0, 1, 5.0]"
Sr1Al1H5,"[38, 1.0, 13, 1.0, 1, 5.0]"
Ba1Al1H5,"[56, 1.0, 13, 1.0, 1, 5.0]"
Al1H5Se2O8,"[13, 1.0, 1, 5.0, 34, 2.0, 8, 8.0]"
K2Na1Al1H6,"[19, 2.0, 11, 1.0, 13, 1.0, 1, 6.0]"
Na3Al1H6,"[11, 3.0, 13, 1.0, 1, 6.0]"
K3Al1H6,"[19, 3.0, 13, 1.0, 1, 6.0]"
La1Al1H6,"[57, 1.0, 13, 1.0, 1, 6.0]"
Pr1Al1H6,"[59, 1.0, 13, 1.0, 1, 6.0]"
Nd1Al1H6,"[60, 1.0, 13, 1.0, 1, 6.0]"
Na2Li1Al1H6,"[11, 2.0, 3, 1.0, 13, 1.0, 1, 6.0]"
Li1Mg1Al1H6,"[3, 1.0, 12, 1.0, 13, 1.0, 1, 6.0]"
K2Li1Al1H6,"[19, 2.0, 3, 1.0, 13, 1.0, 1, 6.0]"
Li1Al2H6Cl1O6,"[3, 1.0, 13, 2.0, 1, 6.0, 17, 1.0, 8, 6.0]"
Li3Al1H6,"[3, 3.0, 13, 1.0, 1, 6.0]"
Al1H6C2Se1Cl3,"[13, 1.0, 1, 6.0, 6, 2.0, 34, 1.0, 17, 3.0]"
Sr1Al2H6C2O11,"[38, 1.0, 13, 2.0, 1, 6.0, 6, 2.0, 8, 11.0]"
Al1H6N2Cl3,"[13, 1.0, 1, 6.0, 7, 2.0, 17, 3.0]"
K1Al1H6O2F6,"[19, 1.0, 13, 1.0, 1, 6.0, 8, 2.0, 9, 6.0]"
Al1H6Br1O4,"[13, 1.0, 1, 6.0, 35, 1.0, 8, 4.0]"
Al1H6I1O4,"[13, 1.0, 1, 6.0, 53, 1.0, 8, 4.0]"
Ba2Al1H7,"[56, 2.0, 13, 1.0, 1, 7.0]"
Al1H7C2S1Cl4,"[13, 1.0, 1, 7.0, 6, 2.0, 16, 1.0, 17, 4.0]"
Al1P1H8C2Cl4,"[13, 1.0, 15, 1.0, 1, 8.0, 6, 2.0, 17, 4.0]"
Na1Ca2Al4H8C4Cl1O20,"[11, 1.0, 20, 2.0, 13, 4.0, 1, 8.0, 6, 4.0, 17, 1.0, 8, 20.0]"
Al2Si3H8N2O10,"[13, 2.0, 14, 3.0, 1, 8.0, 7, 2.0, 8, 10.0]"
Rb1Al1H8N4,"[37, 1.0, 13, 1.0, 1, 8.0, 7, 4.0]"
Cs1Al1H8N4,"[55, 1.0, 13, 1.0, 1, 8.0, 7, 4.0]"
Al1P1H9C3Cl3,"[13, 1.0, 15, 1.0, 1, 9.0, 6, 3.0, 17, 3.0]"
Al1Si1H9C3Cl2O1,"[13, 1.0, 14, 1.0, 1, 9.0, 6, 3.0, 17, 2.0, 8, 1.0]"
Na2Li1Al1P2,"[11, 2.0, 3, 1.0, 13, 1.0, 15, 2.0]"
Li1Al1,"[3, 1.0, 13, 1.0]"
Li1Al1Si1,"[3, 1.0, 13, 1.0, 14, 1.0]"
Li1Al1P2S6,"[3, 1.0, 13, 1.0, 15, 2.0, 16, 6.0]"
K2Li1Al1P2,"[19, 2.0, 3, 1.0, 13, 1.0, 15, 2.0]"
Li1Al1S2,"[3, 1.0, 13, 1.0, 16, 2.0]"
Li1Al1Cl4,"[3, 1.0, 13, 1.0, 17, 4.0]"
Li1Al1Ge1,"[3, 1.0, 13, 1.0, 32, 1.0]"
Li1Al1Se2,"[3, 1.0, 13, 1.0, 34, 2.0]"
Li1Al1Ag2,"[3, 1.0, 13, 1.0, 47, 2.0]"
Li1Al1Te2,"[3, 1.0, 13, 1.0, 52, 2.0]"
Li1Al2Rh1,"[3, 1.0, 13, 2.0, 45, 1.0]"
Li1Al2Pd1,"[3, 1.0, 13, 2.0, 46, 1.0]"
Li1Al2Ir1,"[3, 1.0, 13, 2.0, 77, 1.0]"
Li1Al2Pt1,"[3, 1.0, 13, 2.0, 78, 1.0]"
Li1Al1B14,"[3, 1.0, 13, 1.0, 5, 14.0]"
Li1Al1C2N4,"[3, 1.0, 13, 1.0, 6, 2.0, 7, 4.0]"
Ba2Li1Al1C4N8,"[56, 2.0, 3, 1.0, 13, 1.0, 6, 4.0, 7, 8.0]"
Li1Ca1Al1N2,"[3, 1.0, 20, 1.0, 13, 1.0, 7, 2.0]"
Sr1Li1Al3N4,"[38, 1.0, 3, 1.0, 13, 3.0, 7, 4.0]"
Li1Al1O2,"[3, 1.0, 13, 1.0, 8, 2.0]"
Li1Al1Si1O4,"[3, 1.0, 13, 1.0, 14, 1.0, 8, 4.0]"
Cs2Li1Al3F12,"[55, 2.0, 3, 1.0, 13, 3.0, 9, 12.0]"
Li1Mg1Al1F6,"[3, 1.0, 12, 1.0, 13, 1.0, 9, 6.0]"
K2Li1Al1F6,"[19, 2.0, 3, 1.0, 13, 1.0, 9, 6.0]"
Li1Ca1Al1F6,"[3, 1.0, 20, 1.0, 13, 1.0, 9, 6.0]"
Sr1Li1Al1F6,"[38, 1.0, 3, 1.0, 13, 1.0, 9, 6.0]"
Cs2Li1Al1F6,"[55, 2.0, 3, 1.0, 13, 1.0, 9, 6.0]"
Ba1Li1Al1F6,"[56, 1.0, 3, 1.0, 13, 1.0, 9, 6.0]"
Li2Al1,"[3, 2.0, 13, 1.0]"
Li2Al1Pd1,"[3, 2.0, 13, 1.0, 46, 1.0]"
Li2Al1Ag1,"[3, 2.0, 13, 1.0, 47, 1.0]"
Li2Al1Pt1,"[3, 2.0, 13, 1.0, 78, 1.0]"
Li2Al1B5O10,"[3, 2.0, 13, 1.0, 5, 5.0, 8, 10.0]"
K3Ba3Li2Al4B6O20F1,"[19, 3.0, 56, 3.0, 3, 2.0, 13, 4.0, 5, 6.0, 8, 20.0, 9, 1.0]"
Li3Al2,"[3, 3.0, 13, 2.0]"
Li3Al1N2,"[3, 3.0, 13, 1.0, 7, 2.0]"
Li3Al1Si1O5,"[3, 3.0, 13, 1.0, 14, 1.0, 8, 5.0]"
Li3Al1Ge1O5,"[3, 3.0, 13, 1.0, 32, 1.0, 8, 5.0]"
Na3Li3Al2F12,"[11, 3.0, 3, 3.0, 13, 2.0, 9, 12.0]"
