new_formula,composition_vector
Hf1Fe1Si1,"[72, 1.0, 26, 1.0, 14, 1.0]"
Ta1Fe1Si1,"[73, 1.0, 26, 1.0, 14, 1.0]"
U1Fe1Si1,"[92, 1.0, 26, 1.0, 14, 1.0]"
Fe2Co1Si1,"[26, 2.0, 27, 1.0, 14, 1.0]"
Fe3Si1,"[26, 3.0, 14, 1.0]"
Zr2Fe3Si1,"[40, 2.0, 26, 3.0, 14, 1.0]"
Co1Si1,"[27, 1.0, 14, 1.0]"
Y1Co1Si1,"[39, 1.0, 27, 1.0, 14, 1.0]"
Zr1Co1Si1,"[40, 1.0, 27, 1.0, 14, 1.0]"
Nb1Co1Si1,"[41, 1.0, 27, 1.0, 14, 1.0]"
La1Co1Si1,"[57, 1.0, 27, 1.0, 14, 1.0]"
Ce1Co1Si1,"[58, 1.0, 27, 1.0, 14, 1.0]"
Pr1Co1Si1,"[59, 1.0, 27, 1.0, 14, 1.0]"
Nd1Co1Si1,"[60, 1.0, 27, 1.0, 14, 1.0]"
Sm1Co1Si1,"[62, 1.0, 27, 1.0, 14, 1.0]"
Gd1Co1Si1,"[64, 1.0, 27, 1.0, 14, 1.0]"
Tb1Co1Si1,"[65, 1.0, 27, 1.0, 14, 1.0]"
Dy1Co1Si1,"[66, 1.0, 27, 1.0, 14, 1.0]"
Ho1Co1Si1,"[67, 1.0, 27, 1.0, 14, 1.0]"
Er1Co1Si1,"[68, 1.0, 27, 1.0, 14, 1.0]"
Tm1Co1Si1,"[69, 1.0, 27, 1.0, 14, 1.0]"
Lu1Co1Si1,"[71, 1.0, 27, 1.0, 14, 1.0]"
Hf1Co1Si1,"[72, 1.0, 27, 1.0, 14, 1.0]"
Ta1Co1Si1,"[73, 1.0, 27, 1.0, 14, 1.0]"
Co2Si1,"[27, 2.0, 14, 1.0]"
Nb2Co3Si1,"[41, 2.0, 27, 3.0, 14, 1.0]"
U2Co3Si1,"[92, 2.0, 27, 3.0, 14, 1.0]"
Si1Ni1,"[14, 1.0, 28, 1.0]"
Y1Si1Ni1,"[39, 1.0, 14, 1.0, 28, 1.0]"
Zr1Si1Ni1,"[40, 1.0, 14, 1.0, 28, 1.0]"
Nb1Si1Ni1,"[41, 1.0, 14, 1.0, 28, 1.0]"
Si1Ni1Pd1,"[14, 1.0, 28, 1.0, 46, 1.0]"
La1Si1Ni1,"[57, 1.0, 14, 1.0, 28, 1.0]"
Ce1Si1Ni1,"[58, 1.0, 14, 1.0, 28, 1.0]"
Pr1Si1Ni1,"[59, 1.0, 14, 1.0, 28, 1.0]"
Nd1Si1Ni1,"[60, 1.0, 14, 1.0, 28, 1.0]"
Tb1Si1Ni1,"[65, 1.0, 14, 1.0, 28, 1.0]"
Dy1Si1Ni1,"[66, 1.0, 14, 1.0, 28, 1.0]"
Ho1Si1Ni1,"[67, 1.0, 14, 1.0, 28, 1.0]"
Er1Si1Ni1,"[68, 1.0, 14, 1.0, 28, 1.0]"
Hf1Si1Ni1,"[72, 1.0, 14, 1.0, 28, 1.0]"
Ta1Si1Ni1,"[73, 1.0, 14, 1.0, 28, 1.0]"
Th1Si1Ni1,"[90, 1.0, 14, 1.0, 28, 1.0]"
U1Si1Ni1,"[92, 1.0, 14, 1.0, 28, 1.0]"
Si1Ni2,"[14, 1.0, 28, 2.0]"
Zn3Si1Ni2,"[30, 3.0, 14, 1.0, 28, 2.0]"
Si1Ni3,"[14, 1.0, 28, 3.0]"
Y1Si1Ni4,"[39, 1.0, 14, 1.0, 28, 4.0]"
La1Si1Ni4,"[57, 1.0, 14, 1.0, 28, 4.0]"
Ce1Si1Ni4,"[58, 1.0, 14, 1.0, 28, 4.0]"
Nd1Si1Ni4,"[60, 1.0, 14, 1.0, 28, 4.0]"
Sm1Si1Ni4,"[62, 1.0, 14, 1.0, 28, 4.0]"
Tb1Si1Ni4,"[65, 1.0, 14, 1.0, 28, 4.0]"
Dy1Si1Ni4,"[66, 1.0, 14, 1.0, 28, 4.0]"
Ho1Si1Ni4,"[67, 1.0, 14, 1.0, 28, 4.0]"
Zr1Cu1Si1As1,"[40, 1.0, 29, 1.0, 14, 1.0, 33, 1.0]"
Hf1Cu1Si1As1,"[72, 1.0, 29, 1.0, 14, 1.0, 33, 1.0]"
Y3Cu1Si1Se7,"[39, 3.0, 29, 1.0, 14, 1.0, 34, 7.0]"
La3Cu1Si1Se7,"[57, 3.0, 29, 1.0, 14, 1.0, 34, 7.0]"
Ce3Cu1Si1Se7,"[58, 3.0, 29, 1.0, 14, 1.0, 34, 7.0]"
Pr3Cu1Si1Se7,"[59, 3.0, 29, 1.0, 14, 1.0, 34, 7.0]"
Nd3Cu1Si1Se7,"[60, 3.0, 29, 1.0, 14, 1.0, 34, 7.0]"
Sm3Cu1Si1Se7,"[62, 3.0, 29, 1.0, 14, 1.0, 34, 7.0]"
Gd3Cu1Si1Se7,"[64, 3.0, 29, 1.0, 14, 1.0, 34, 7.0]"
Tb3Cu1Si1Se7,"[65, 3.0, 29, 1.0, 14, 1.0, 34, 7.0]"
Dy3Cu1Si1Se7,"[66, 3.0, 29, 1.0, 14, 1.0, 34, 7.0]"
Sr1Cu1Si1,"[38, 1.0, 29, 1.0, 14, 1.0]"
Y1Cu1Si1,"[39, 1.0, 29, 1.0, 14, 1.0]"
Zr1Cu1Si1,"[40, 1.0, 29, 1.0, 14, 1.0]"
La1Cu1Si1,"[57, 1.0, 29, 1.0, 14, 1.0]"
Ce1Cu1Si1,"[58, 1.0, 29, 1.0, 14, 1.0]"
Pr1Cu1Si1,"[59, 1.0, 29, 1.0, 14, 1.0]"
Nd1Cu1Si1,"[60, 1.0, 29, 1.0, 14, 1.0]"
Sm1Cu1Si1,"[62, 1.0, 29, 1.0, 14, 1.0]"
Gd1Cu1Si1,"[64, 1.0, 29, 1.0, 14, 1.0]"
Tb1Cu1Si1,"[65, 1.0, 29, 1.0, 14, 1.0]"
Dy1Cu1Si1,"[66, 1.0, 29, 1.0, 14, 1.0]"
Ho1Cu1Si1,"[67, 1.0, 29, 1.0, 14, 1.0]"
Er1Cu1Si1,"[68, 1.0, 29, 1.0, 14, 1.0]"
Tm1Cu1Si1,"[69, 1.0, 29, 1.0, 14, 1.0]"
Lu1Cu1Si1,"[71, 1.0, 29, 1.0, 14, 1.0]"
Hf1Cu1Si1,"[72, 1.0, 29, 1.0, 14, 1.0]"
Zn1Cu2Si1Te4,"[30, 1.0, 29, 2.0, 14, 1.0, 52, 4.0]"
Cu2Si1Se3,"[29, 2.0, 14, 1.0, 34, 3.0]"
Cd1Cu2Si1Se4,"[48, 1.0, 29, 2.0, 14, 1.0, 34, 4.0]"
Cu2Si1Hg1Se4,"[29, 2.0, 14, 1.0, 80, 1.0, 34, 4.0]"
Cd1Cu2Si1Te4,"[48, 1.0, 29, 2.0, 14, 1.0, 52, 4.0]"
Cu2Si1Hg1Te4,"[29, 2.0, 14, 1.0, 80, 1.0, 52, 4.0]"
Zn1Si1As2,"[30, 1.0, 14, 1.0, 33, 2.0]"
Sr1Zn1Si1,"[38, 1.0, 30, 1.0, 14, 1.0]"
Ba1Zn1Si1,"[56, 1.0, 30, 1.0, 14, 1.0]"
Eu1Zn1Si1,"[63, 1.0, 30, 1.0, 14, 1.0]"
Zr6Zn23Si1,"[40, 6.0, 30, 23.0, 14, 1.0]"
Nb1Si1As1,"[41, 1.0, 14, 1.0, 33, 1.0]"
Ta1Si1As1,"[73, 1.0, 14, 1.0, 33, 1.0]"
Si1As2,"[14, 1.0, 33, 2.0]"
Rb2Si1As2,"[37, 2.0, 14, 1.0, 33, 2.0]"
Cd1Si1As2,"[48, 1.0, 14, 1.0, 33, 2.0]"
Cs2Si1As2,"[55, 2.0, 14, 1.0, 33, 2.0]"
Rb5Si1As3,"[37, 5.0, 14, 1.0, 33, 3.0]"
Cs5Si1As3,"[55, 5.0, 14, 1.0, 33, 3.0]"
Sr4Si1As4,"[38, 4.0, 14, 1.0, 33, 4.0]"
Ba4Si1As4,"[56, 4.0, 14, 1.0, 33, 4.0]"
Ba4Si1Sb2Se11,"[56, 4.0, 14, 1.0, 51, 2.0, 34, 11.0]"
Zr1Si1Se1,"[40, 1.0, 14, 1.0, 34, 1.0]"
Hf1Si1Se1,"[72, 1.0, 14, 1.0, 34, 1.0]"
Si1Pt1Se1,"[14, 1.0, 78, 1.0, 34, 1.0]"
Th1Si1Se1,"[90, 1.0, 14, 1.0, 34, 1.0]"
Tl2Si1Se3,"[81, 2.0, 14, 1.0, 34, 3.0]"
Cs1Ce1Si1Se4,"[55, 1.0, 58, 1.0, 14, 1.0, 34, 4.0]"
Cs2Si1Se4,"[55, 2.0, 14, 1.0, 34, 4.0]"
Cs4Si1Se4,"[55, 4.0, 14, 1.0, 34, 4.0]"
Ba2Si1Se4,"[56, 2.0, 14, 1.0, 34, 4.0]"
Tl4Si1Se4,"[81, 4.0, 14, 1.0, 34, 4.0]"
Si1Pb2Se4,"[14, 1.0, 82, 2.0, 34, 4.0]"
La3Si1Ag1Se7,"[57, 3.0, 14, 1.0, 47, 1.0, 34, 7.0]"
Ce3Si1Ag1Se7,"[58, 3.0, 14, 1.0, 47, 1.0, 34, 7.0]"
Pr3Si1Ag1Se7,"[59, 3.0, 14, 1.0, 47, 1.0, 34, 7.0]"
Nd3Si1Ag1Se7,"[60, 3.0, 14, 1.0, 47, 1.0, 34, 7.0]"
Si1Br3,"[14, 1.0, 35, 3.0]"
La3Si1Br3,"[57, 3.0, 14, 1.0, 35, 3.0]"
Gd3Si1Br3,"[64, 3.0, 14, 1.0, 35, 3.0]"
Tb3Si1Br3,"[65, 3.0, 14, 1.0, 35, 3.0]"
Si1Br4,"[14, 1.0, 35, 4.0]"
Tb4Si1Br6,"[65, 4.0, 14, 1.0, 35, 6.0]"
Rb1Si1,"[37, 1.0, 14, 1.0]"
Sr1Si1,"[38, 1.0, 14, 1.0]"
Sr1Si1Pd1,"[38, 1.0, 14, 1.0, 46, 1.0]"
Sr1Si1Pt1,"[38, 1.0, 14, 1.0, 78, 1.0]"
Sr2Si1,"[38, 2.0, 14, 1.0]"
Y1Si1,"[39, 1.0, 14, 1.0]"
Y1Si1Ru1,"[39, 1.0, 14, 1.0, 44, 1.0]"
Y1Si1Rh1,"[39, 1.0, 14, 1.0, 45, 1.0]"
Y1Si1Rh2,"[39, 1.0, 14, 1.0, 45, 2.0]"
Y1Si1Pd1,"[39, 1.0, 14, 1.0, 46, 1.0]"
Y1Si1Pd2,"[39, 1.0, 14, 1.0, 46, 2.0]"
Y1Si1Ag1,"[39, 1.0, 14, 1.0, 47, 1.0]"
Y1Si1Ir1,"[39, 1.0, 14, 1.0, 77, 1.0]"
Y1Si1Pt1,"[39, 1.0, 14, 1.0, 78, 1.0]"
Y1Si1Pt2,"[39, 1.0, 14, 1.0, 78, 2.0]"
Y1Si1Au1,"[39, 1.0, 14, 1.0, 79, 1.0]"
Zr1Si1,"[40, 1.0, 14, 1.0]"
Zr1Si1Mo1,"[40, 1.0, 14, 1.0, 42, 1.0]"
Zr1Si1Ru1,"[40, 1.0, 14, 1.0, 44, 1.0]"
Zr1Si1Pd1,"[40, 1.0, 14, 1.0, 46, 1.0]"
Zr1Si1Te1,"[40, 1.0, 14, 1.0, 52, 1.0]"
Zr1Re1Si1,"[40, 1.0, 75, 1.0, 14, 1.0]"
Zr1Si1Os1,"[40, 1.0, 14, 1.0, 76, 1.0]"
Zr1Si1Ir1,"[40, 1.0, 14, 1.0, 77, 1.0]"
Zr1Si1Pt1,"[40, 1.0, 14, 1.0, 78, 1.0]"
Zr2Si1,"[40, 2.0, 14, 1.0]"
Zr5Si1Sn3,"[40, 5.0, 14, 1.0, 50, 3.0]"
Zr5Si1Sb3,"[40, 5.0, 14, 1.0, 51, 3.0]"
Zr5Si1Pb3,"[40, 5.0, 14, 1.0, 82, 3.0]"
Zr6Si1I14,"[40, 6.0, 14, 1.0, 53, 14.0]"
Si1H4,"[14, 1.0, 1, 4.0]"
Nb1Si1Ru1,"[41, 1.0, 14, 1.0, 44, 1.0]"
Nb1Si1Rh1,"[41, 1.0, 14, 1.0, 45, 1.0]"
Nb1Si1Pd1,"[41, 1.0, 14, 1.0, 46, 1.0]"
Nb1Re1Si1,"[41, 1.0, 75, 1.0, 14, 1.0]"
Nb1Si1Ir1,"[41, 1.0, 14, 1.0, 77, 1.0]"
Nb1Si1Pt1,"[41, 1.0, 14, 1.0, 78, 1.0]"
Nb2Si1Te4,"[41, 2.0, 14, 1.0, 52, 4.0]"
Nb4Si1Te4,"[41, 4.0, 14, 1.0, 52, 4.0]"
Nb5Si1Sn2,"[41, 5.0, 14, 1.0, 50, 2.0]"
Hf1Si1Mo1,"[72, 1.0, 14, 1.0, 42, 1.0]"
Si1Mo3,"[14, 1.0, 42, 3.0]"
Ho5Co4Si14,"[67, 5.0, 27, 4.0, 14, 14.0]"
Er5Co4Si14,"[68, 5.0, 27, 4.0, 14, 14.0]"
Tm5Co4Si14,"[69, 5.0, 27, 4.0, 14, 14.0]"
Lu5Co4Si14,"[71, 5.0, 27, 4.0, 14, 14.0]"
Si1Tc1,"[14, 1.0, 43, 1.0]"
Y5Si14Os4,"[39, 5.0, 14, 14.0, 76, 4.0]"
Si1Ru1,"[14, 1.0, 44, 1.0]"
La1Si1Ru1,"[57, 1.0, 14, 1.0, 44, 1.0]"
Ce1Si1Ru1,"[58, 1.0, 14, 1.0, 44, 1.0]"
Pr1Si1Ru1,"[59, 1.0, 14, 1.0, 44, 1.0]"
Nd1Si1Ru1,"[60, 1.0, 14, 1.0, 44, 1.0]"
Sm1Si1Ru1,"[62, 1.0, 14, 1.0, 44, 1.0]"
Gd1Si1Ru1,"[64, 1.0, 14, 1.0, 44, 1.0]"
Tb1Si1Ru1,"[65, 1.0, 14, 1.0, 44, 1.0]"
Dy1Si1Ru1,"[66, 1.0, 14, 1.0, 44, 1.0]"
Ho1Si1Ru1,"[67, 1.0, 14, 1.0, 44, 1.0]"
Er1Si1Ru1,"[68, 1.0, 14, 1.0, 44, 1.0]"
Tm1Si1Ru1,"[69, 1.0, 14, 1.0, 44, 1.0]"
Hf1Si1Ru1,"[72, 1.0, 14, 1.0, 44, 1.0]"
Ta1Si1Ru1,"[73, 1.0, 14, 1.0, 44, 1.0]"
U1Si1Ru1,"[92, 1.0, 14, 1.0, 44, 1.0]"
Si1Rh1,"[14, 1.0, 45, 1.0]"
Ce4Si1Rh12,"[58, 4.0, 14, 1.0, 45, 12.0]"
La1Si1Rh1,"[57, 1.0, 14, 1.0, 45, 1.0]"
Dy1Si1Rh1,"[66, 1.0, 14, 1.0, 45, 1.0]"
Ho1Si1Rh1,"[67, 1.0, 14, 1.0, 45, 1.0]"
Er1Si1Rh1,"[68, 1.0, 14, 1.0, 45, 1.0]"
Lu1Si1Rh1,"[71, 1.0, 14, 1.0, 45, 1.0]"
Hf1Si1Rh1,"[72, 1.0, 14, 1.0, 45, 1.0]"
Ta1Si1Rh1,"[73, 1.0, 14, 1.0, 45, 1.0]"
Th1Si1Rh1,"[90, 1.0, 14, 1.0, 45, 1.0]"
Si1Rh2,"[14, 1.0, 45, 2.0]"
Ce1Si1Rh2,"[58, 1.0, 14, 1.0, 45, 2.0]"
Er1Si1Rh2,"[68, 1.0, 14, 1.0, 45, 2.0]"
Ce2Si1Pd14,"[58, 2.0, 14, 1.0, 46, 14.0]"
Ba1Si1Pd1,"[56, 1.0, 14, 1.0, 46, 1.0]"
La1Si1Pd1,"[57, 1.0, 14, 1.0, 46, 1.0]"
Ce1Si1Pd1,"[58, 1.0, 14, 1.0, 46, 1.0]"
Pr1Si1Pd1,"[59, 1.0, 14, 1.0, 46, 1.0]"
Nd1Si1Pd1,"[60, 1.0, 14, 1.0, 46, 1.0]"
Sm1Si1Pd1,"[62, 1.0, 14, 1.0, 46, 1.0]"
Eu1Si1Pd1,"[63, 1.0, 14, 1.0, 46, 1.0]"
Tb1Si1Pd1,"[65, 1.0, 14, 1.0, 46, 1.0]"
Er1Si1Pd1,"[68, 1.0, 14, 1.0, 46, 1.0]"
Hf1Si1Pd1,"[72, 1.0, 14, 1.0, 46, 1.0]"
Si1Pd2,"[14, 1.0, 46, 2.0]"
Pr1Si1Pd2,"[59, 1.0, 14, 1.0, 46, 2.0]"
Nd1Si1Pd2,"[60, 1.0, 14, 1.0, 46, 2.0]"
Sm1Si1Pd2,"[62, 1.0, 14, 1.0, 46, 2.0]"
Tb1Si1Pd2,"[65, 1.0, 14, 1.0, 46, 2.0]"
Dy1Si1Pd2,"[66, 1.0, 14, 1.0, 46, 2.0]"
Ho1Si1Pd2,"[67, 1.0, 14, 1.0, 46, 2.0]"
Er1Si1Pd2,"[68, 1.0, 14, 1.0, 46, 2.0]"
Tm1Si1Pd2,"[69, 1.0, 14, 1.0, 46, 2.0]"
Lu1Si1Pd2,"[71, 1.0, 14, 1.0, 46, 2.0]"
Si1Pd3,"[14, 1.0, 46, 3.0]"
Si1Sn1Pd5,"[14, 1.0, 50, 1.0, 46, 5.0]"
La3Si1Pd5,"[57, 3.0, 14, 1.0, 46, 5.0]"
Ce3Si1Pd5,"[58, 3.0, 14, 1.0, 46, 5.0]"
Sm1Si1Ag1,"[62, 1.0, 14, 1.0, 47, 1.0]"
Gd1Si1Ag1,"[64, 1.0, 14, 1.0, 47, 1.0]"
Dy1Si1Ag1,"[66, 1.0, 14, 1.0, 47, 1.0]"
Er1Si1Ag1,"[68, 1.0, 14, 1.0, 47, 1.0]"
Tm1Si1Ag1,"[69, 1.0, 14, 1.0, 47, 1.0]"
Lu1Si1Ag1,"[71, 1.0, 14, 1.0, 47, 1.0]"
In1Si1Te3,"[49, 1.0, 14, 1.0, 52, 3.0]"
In1Si1Pt5,"[49, 1.0, 14, 1.0, 78, 5.0]"
Si1Sn1Pt5,"[14, 1.0, 50, 1.0, 78, 5.0]"
Si1Sb1Pt1,"[14, 1.0, 51, 1.0, 78, 1.0]"
Hf1Si1Te1,"[72, 1.0, 14, 1.0, 52, 1.0]"
Si1Te1Pt1,"[14, 1.0, 52, 1.0, 78, 1.0]"
Cs1Si1Te3,"[55, 1.0, 14, 1.0, 52, 3.0]"
Tl3Si1Te3,"[81, 3.0, 14, 1.0, 52, 3.0]"
Cs4Si1Te4,"[55, 4.0, 14, 1.0, 52, 4.0]"
Ba2Si1Te4,"[56, 2.0, 14, 1.0, 52, 4.0]"
Ta4Si1Te4,"[73, 4.0, 14, 1.0, 52, 4.0]"
Ta3Si1Te6,"[73, 3.0, 14, 1.0, 52, 6.0]"
La1Si1I1,"[57, 1.0, 14, 1.0, 53, 1.0]"
Ce1Si1I1,"[58, 1.0, 14, 1.0, 53, 1.0]"
Pr1Si1I1,"[59, 1.0, 14, 1.0, 53, 1.0]"
Ba3Si1I2,"[56, 3.0, 14, 1.0, 53, 2.0]"
Si1I3,"[14, 1.0, 53, 3.0]"
La3Si1I3,"[57, 3.0, 14, 1.0, 53, 3.0]"
Ce3Si1I3,"[58, 3.0, 14, 1.0, 53, 3.0]"
Si1I4,"[14, 1.0, 53, 4.0]"
La4Si1I5,"[57, 4.0, 14, 1.0, 53, 5.0]"
Ce4Si1I5,"[58, 4.0, 14, 1.0, 53, 5.0]"
Cs1Si1,"[55, 1.0, 14, 1.0]"
Ba1Si1,"[56, 1.0, 14, 1.0]"
Ba1Si1Pt1,"[56, 1.0, 14, 1.0, 78, 1.0]"
Ba2Si1,"[56, 2.0, 14, 1.0]"
La1Si1,"[57, 1.0, 14, 1.0]"
La1Si1Ir1,"[57, 1.0, 14, 1.0, 77, 1.0]"
La1Si1Pt1,"[57, 1.0, 14, 1.0, 78, 1.0]"
La1Si1Pt3,"[57, 1.0, 14, 1.0, 78, 3.0]"
Ce1Si1,"[58, 1.0, 14, 1.0]"
Ce1Si1Os1,"[58, 1.0, 14, 1.0, 76, 1.0]"
Ce1Si1Ir1,"[58, 1.0, 14, 1.0, 77, 1.0]"
Ce1Si1Ir2,"[58, 1.0, 14, 1.0, 77, 2.0]"
Ce1Si1Pt1,"[58, 1.0, 14, 1.0, 78, 1.0]"
Ce1Si1Pt3,"[58, 1.0, 14, 1.0, 78, 3.0]"
Ce3Si1Pt5,"[58, 3.0, 14, 1.0, 78, 5.0]"
Pr1Si1,"[59, 1.0, 14, 1.0]"
Pr1Si1Ir1,"[59, 1.0, 14, 1.0, 77, 1.0]"
Pr1Si1Pt1,"[59, 1.0, 14, 1.0, 78, 1.0]"
Nd1Si1,"[60, 1.0, 14, 1.0]"
Nd1Si1Ir1,"[60, 1.0, 14, 1.0, 77, 1.0]"
Nd1Si1Pt1,"[60, 1.0, 14, 1.0, 78, 1.0]"
Nd1Si1Pt3,"[60, 1.0, 14, 1.0, 78, 3.0]"
Sm1Si1,"[62, 1.0, 14, 1.0]"
Sm1Si1Pt1,"[62, 1.0, 14, 1.0, 78, 1.0]"
Sm1Si1Pt3,"[62, 1.0, 14, 1.0, 78, 3.0]"
Eu1Si1,"[63, 1.0, 14, 1.0]"
Eu1Si1Pt1,"[63, 1.0, 14, 1.0, 78, 1.0]"
Eu2Si1,"[63, 2.0, 14, 1.0]"
Gd1Si1,"[64, 1.0, 14, 1.0]"
Gd1Si1Pt1,"[64, 1.0, 14, 1.0, 78, 1.0]"
Gd1Si1Pt2,"[64, 1.0, 14, 1.0, 78, 2.0]"
Tb1Si1,"[65, 1.0, 14, 1.0]"
Tb1Si1Ir1,"[65, 1.0, 14, 1.0, 77, 1.0]"
Tb1Si1Pt1,"[65, 1.0, 14, 1.0, 78, 1.0]"
Tb1Si1Pt2,"[65, 1.0, 14, 1.0, 78, 2.0]"
Dy1Si1,"[66, 1.0, 14, 1.0]"
Dy1Si1Ir1,"[66, 1.0, 14, 1.0, 77, 1.0]"
Dy1Si1Pt1,"[66, 1.0, 14, 1.0, 78, 1.0]"
Dy1Si1Pt2,"[66, 1.0, 14, 1.0, 78, 2.0]"
Ho1Si1,"[67, 1.0, 14, 1.0]"
Ho1Si1Ir1,"[67, 1.0, 14, 1.0, 77, 1.0]"
Ho1Si1Pt1,"[67, 1.0, 14, 1.0, 78, 1.0]"
Ho1Si1Pt2,"[67, 1.0, 14, 1.0, 78, 2.0]"
Er1Si1,"[68, 1.0, 14, 1.0]"
Er1Si1Ir1,"[68, 1.0, 14, 1.0, 77, 1.0]"
Er1Si1Pt1,"[68, 1.0, 14, 1.0, 78, 1.0]"
Tm1Si1,"[69, 1.0, 14, 1.0]"
Tm1Si1Ir1,"[69, 1.0, 14, 1.0, 77, 1.0]"
Tm1Si1Pt1,"[69, 1.0, 14, 1.0, 78, 1.0]"
Tm1Si1Pt2,"[69, 1.0, 14, 1.0, 78, 2.0]"
Lu1Si1,"[71, 1.0, 14, 1.0]"
Lu1Si1Ir1,"[71, 1.0, 14, 1.0, 77, 1.0]"
Lu1Si1Pt1,"[71, 1.0, 14, 1.0, 78, 1.0]"
Lu1Si1Pt2,"[71, 1.0, 14, 1.0, 78, 2.0]"
Lu1Si1Au1,"[71, 1.0, 14, 1.0, 79, 1.0]"
Hf1Si1,"[72, 1.0, 14, 1.0]"
Hf1Si1W1,"[72, 1.0, 14, 1.0, 74, 1.0]"
Hf1Re1Si1,"[72, 1.0, 75, 1.0, 14, 1.0]"
Hf1Si1Os1,"[72, 1.0, 14, 1.0, 76, 1.0]"
Hf1Si1Pt1,"[72, 1.0, 14, 1.0, 78, 1.0]"
Hf2Si1,"[72, 2.0, 14, 1.0]"
Hf9Re4Si1,"[72, 9.0, 75, 4.0, 14, 1.0]"
Ta1Re1Si1,"[73, 1.0, 75, 1.0, 14, 1.0]"
Ta1Si1Ir1,"[73, 1.0, 14, 1.0, 77, 1.0]"
Ta1Si1Pt1,"[73, 1.0, 14, 1.0, 78, 1.0]"
Ta2Si1,"[73, 2.0, 14, 1.0]"
Ta3Si1,"[73, 3.0, 14, 1.0]"
Si1Os1,"[14, 1.0, 76, 1.0]"
Dy10Si17,"[66, 10.0, 14, 17.0]"
Ho10Si17,"[67, 10.0, 14, 17.0]"
Si1Ir1,"[14, 1.0, 77, 1.0]"
Th1Si1Ir1,"[90, 1.0, 14, 1.0, 77, 1.0]"
U1Si1Ir1,"[92, 1.0, 14, 1.0, 77, 1.0]"
Si1Ir3,"[14, 1.0, 77, 3.0]"
Si1Pt1,"[14, 1.0, 78, 1.0]"
Th1Si1Pt1,"[90, 1.0, 14, 1.0, 78, 1.0]"
Si1Pt2,"[14, 1.0, 78, 2.0]"
Th1Si1Au1,"[90, 1.0, 14, 1.0, 79, 1.0]"
Th1Si1,"[90, 1.0, 14, 1.0]"
U6Co30Si19,"[92, 6.0, 27, 30.0, 14, 19.0]"
Pu1Si1,"[94, 1.0, 14, 1.0]"
Ba4Cu3Si20,"[56, 4.0, 29, 3.0, 14, 20.0]"
Ca3Si2P4,"[20, 3.0, 14, 2.0, 15, 4.0]"
Cu5Si2S7,"[29, 5.0, 14, 2.0, 16, 7.0]"
La3Si2S8Cl1,"[57, 3.0, 14, 2.0, 16, 8.0, 17, 1.0]"
Ce3Si2S8Cl1,"[58, 3.0, 14, 2.0, 16, 8.0, 17, 1.0]"
Pr3Si2S8Cl1,"[59, 3.0, 14, 2.0, 16, 8.0, 17, 1.0]"
La3Si2S8Br1,"[57, 3.0, 14, 2.0, 16, 8.0, 35, 1.0]"
Ce3Si2S8Br1,"[58, 3.0, 14, 2.0, 16, 8.0, 35, 1.0]"
Pr3Si2S8Br1,"[59, 3.0, 14, 2.0, 16, 8.0, 35, 1.0]"
Nd3Si2S8Br1,"[60, 3.0, 14, 2.0, 16, 8.0, 35, 1.0]"
Sm3Si2S8Br1,"[62, 3.0, 14, 2.0, 16, 8.0, 35, 1.0]"
La3Si2S8I1,"[57, 3.0, 14, 2.0, 16, 8.0, 53, 1.0]"
Ce3Si2S8I1,"[58, 3.0, 14, 2.0, 16, 8.0, 53, 1.0]"
Pr3Si2S8I1,"[59, 3.0, 14, 2.0, 16, 8.0, 53, 1.0]"
Nd3Si2S8I1,"[60, 3.0, 14, 2.0, 16, 8.0, 53, 1.0]"
Sm3Si2S8I1,"[62, 3.0, 14, 2.0, 16, 8.0, 53, 1.0]"
Ca1Si2,"[20, 1.0, 14, 2.0]"
Ca1Co2Si2,"[20, 1.0, 27, 2.0, 14, 2.0]"
Ca1Si2Ni2,"[20, 1.0, 14, 2.0, 28, 2.0]"
Ca1Cu2Si2,"[20, 1.0, 29, 2.0, 14, 2.0]"
Ca1Si2Rh2,"[20, 1.0, 14, 2.0, 45, 2.0]"
Ca1Si2Pd2,"[20, 1.0, 14, 2.0, 46, 2.0]"
Ca1Si2Au2,"[20, 1.0, 14, 2.0, 79, 2.0]"
Ca3Si2Ni3,"[20, 3.0, 14, 2.0, 28, 3.0]"
Ca3Si2As4,"[20, 3.0, 14, 2.0, 33, 4.0]"
Sc1Mn1Si2,"[21, 1.0, 25, 1.0, 14, 2.0]"
Sc1Fe2Si2,"[21, 1.0, 26, 2.0, 14, 2.0]"
Sc1Fe4Si2,"[21, 1.0, 26, 4.0, 14, 2.0]"
Sc1Co2Si2,"[21, 1.0, 27, 2.0, 14, 2.0]"
Sc1Si2Ni2,"[21, 1.0, 14, 2.0, 28, 2.0]"
Sc1Cu2Si2,"[21, 1.0, 29, 2.0, 14, 2.0]"
Sc1Si2Rh1,"[21, 1.0, 14, 2.0, 45, 1.0]"
Pr2Sc1Si2,"[59, 2.0, 21, 1.0, 14, 2.0]"
Nd2Sc1Si2,"[60, 2.0, 21, 1.0, 14, 2.0]"
Sm2Sc1Si2,"[62, 2.0, 21, 1.0, 14, 2.0]"
Sc2Fe1Si2,"[21, 2.0, 26, 1.0, 14, 2.0]"
Sc2Co1Si2,"[21, 2.0, 27, 1.0, 14, 2.0]"
