new_formula,composition_vector
Sc2Si2Pt3,"[21, 2.0, 14, 2.0, 78, 3.0]"
Sc4Si2Pt7,"[21, 4.0, 14, 2.0, 78, 7.0]"
Ti1Si2,"[22, 1.0, 14, 2.0]"
Ti1Mn1Si2,"[22, 1.0, 25, 1.0, 14, 2.0]"
Ti1Fe1Si2,"[22, 1.0, 26, 1.0, 14, 2.0]"
V1Si2,"[23, 1.0, 14, 2.0]"
Cr1Si2,"[24, 1.0, 14, 2.0]"
Hf1Cr1Si2,"[72, 1.0, 24, 1.0, 14, 2.0]"
La1Mn1Si2,"[57, 1.0, 25, 1.0, 14, 2.0]"
Ce1Mn1Si2,"[58, 1.0, 25, 1.0, 14, 2.0]"
Nd1Mn1Si2,"[60, 1.0, 25, 1.0, 14, 2.0]"
Sm1Mn1Si2,"[62, 1.0, 25, 1.0, 14, 2.0]"
Hf1Mn1Si2,"[72, 1.0, 25, 1.0, 14, 2.0]"
Y1Mn2Si2,"[39, 1.0, 25, 2.0, 14, 2.0]"
La1Mn2Si2,"[57, 1.0, 25, 2.0, 14, 2.0]"
Ce1Mn2Si2,"[58, 1.0, 25, 2.0, 14, 2.0]"
Pr1Mn2Si2,"[59, 1.0, 25, 2.0, 14, 2.0]"
Nd1Mn2Si2,"[60, 1.0, 25, 2.0, 14, 2.0]"
Sm1Mn2Si2,"[62, 1.0, 25, 2.0, 14, 2.0]"
Tb1Mn2Si2,"[65, 1.0, 25, 2.0, 14, 2.0]"
Dy1Mn2Si2,"[66, 1.0, 25, 2.0, 14, 2.0]"
Ho1Mn2Si2,"[67, 1.0, 25, 2.0, 14, 2.0]"
Er1Mn2Si2,"[68, 1.0, 25, 2.0, 14, 2.0]"
Tm1Mn2Si2,"[69, 1.0, 25, 2.0, 14, 2.0]"
Lu1Mn2Si2,"[71, 1.0, 25, 2.0, 14, 2.0]"
Th1Mn2Si2,"[90, 1.0, 25, 2.0, 14, 2.0]"
Fe1Si2,"[26, 1.0, 14, 2.0]"
Nb1Fe1Si2,"[41, 1.0, 26, 1.0, 14, 2.0]"
La1Fe1Si2,"[57, 1.0, 26, 1.0, 14, 2.0]"
Ce1Fe1Si2,"[58, 1.0, 26, 1.0, 14, 2.0]"
Pr1Fe1Si2,"[59, 1.0, 26, 1.0, 14, 2.0]"
Nd1Fe1Si2,"[60, 1.0, 26, 1.0, 14, 2.0]"
Sm1Fe1Si2,"[62, 1.0, 26, 1.0, 14, 2.0]"
Tb1Fe1Si2,"[65, 1.0, 26, 1.0, 14, 2.0]"
Er2Fe1Si2,"[68, 2.0, 26, 1.0, 14, 2.0]"
Tm2Fe1Si2,"[69, 2.0, 26, 1.0, 14, 2.0]"
Hf1Fe1Si2,"[72, 1.0, 26, 1.0, 14, 2.0]"
Y1Fe2Si2,"[39, 1.0, 26, 2.0, 14, 2.0]"
La1Fe2Si2,"[57, 1.0, 26, 2.0, 14, 2.0]"
Ce1Fe2Si2,"[58, 1.0, 26, 2.0, 14, 2.0]"
Pr1Fe2Si2,"[59, 1.0, 26, 2.0, 14, 2.0]"
Nd1Fe2Si2,"[60, 1.0, 26, 2.0, 14, 2.0]"
Sm1Fe2Si2,"[62, 1.0, 26, 2.0, 14, 2.0]"
Eu1Fe2Si2,"[63, 1.0, 26, 2.0, 14, 2.0]"
Gd1Fe2Si2,"[64, 1.0, 26, 2.0, 14, 2.0]"
Tb1Fe2Si2,"[65, 1.0, 26, 2.0, 14, 2.0]"
Dy1Fe2Si2,"[66, 1.0, 26, 2.0, 14, 2.0]"
Ho1Fe2Si2,"[67, 1.0, 26, 2.0, 14, 2.0]"
Er1Fe2Si2,"[68, 1.0, 26, 2.0, 14, 2.0]"
Tm1Fe2Si2,"[69, 1.0, 26, 2.0, 14, 2.0]"
Lu1Fe2Si2,"[71, 1.0, 26, 2.0, 14, 2.0]"
Th1Fe2Si2,"[90, 1.0, 26, 2.0, 14, 2.0]"
U1Fe2Si2,"[92, 1.0, 26, 2.0, 14, 2.0]"
Co1Si2,"[27, 1.0, 14, 2.0]"
Y1Co1Si2,"[39, 1.0, 27, 1.0, 14, 2.0]"
Zr2Co1Si2,"[40, 2.0, 27, 1.0, 14, 2.0]"
La1Co1Si2,"[57, 1.0, 27, 1.0, 14, 2.0]"
Ce1Co1Si2,"[58, 1.0, 27, 1.0, 14, 2.0]"
Nd1Co1Si2,"[60, 1.0, 27, 1.0, 14, 2.0]"
Sm1Co1Si2,"[62, 1.0, 27, 1.0, 14, 2.0]"
Tb1Co1Si2,"[65, 1.0, 27, 1.0, 14, 2.0]"
Dy1Co1Si2,"[66, 1.0, 27, 1.0, 14, 2.0]"
Ho1Co1Si2,"[67, 1.0, 27, 1.0, 14, 2.0]"
Er1Co1Si2,"[68, 1.0, 27, 1.0, 14, 2.0]"
Tm2Co1Si2,"[69, 2.0, 27, 1.0, 14, 2.0]"
Th1Co1Si2,"[90, 1.0, 27, 1.0, 14, 2.0]"
Sr1Co2Si2,"[38, 1.0, 27, 2.0, 14, 2.0]"
Y1Co2Si2,"[39, 1.0, 27, 2.0, 14, 2.0]"
Zr1Co2Si2,"[40, 1.0, 27, 2.0, 14, 2.0]"
La1Co2Si2,"[57, 1.0, 27, 2.0, 14, 2.0]"
Ce1Co2Si2,"[58, 1.0, 27, 2.0, 14, 2.0]"
Pr1Co2Si2,"[59, 1.0, 27, 2.0, 14, 2.0]"
Nd1Co2Si2,"[60, 1.0, 27, 2.0, 14, 2.0]"
Sm1Co2Si2,"[62, 1.0, 27, 2.0, 14, 2.0]"
Eu1Co2Si2,"[63, 1.0, 27, 2.0, 14, 2.0]"
Gd1Co2Si2,"[64, 1.0, 27, 2.0, 14, 2.0]"
Tb1Co2Si2,"[65, 1.0, 27, 2.0, 14, 2.0]"
Dy1Co2Si2,"[66, 1.0, 27, 2.0, 14, 2.0]"
Ho1Co2Si2,"[67, 1.0, 27, 2.0, 14, 2.0]"
Er1Co2Si2,"[68, 1.0, 27, 2.0, 14, 2.0]"
Tm1Co2Si2,"[69, 1.0, 27, 2.0, 14, 2.0]"
Hf1Co2Si2,"[72, 1.0, 27, 2.0, 14, 2.0]"
Th1Co2Si2,"[90, 1.0, 27, 2.0, 14, 2.0]"
U1Co2Si2,"[92, 1.0, 27, 2.0, 14, 2.0]"
Np1Co2Si2,"[93, 1.0, 27, 2.0, 14, 2.0]"
Pu1Co2Si2,"[94, 1.0, 27, 2.0, 14, 2.0]"
Er1Co3Si2,"[68, 1.0, 27, 3.0, 14, 2.0]"
Si2Ni1,"[14, 2.0, 28, 1.0]"
Tb1Si2Ni10,"[65, 1.0, 14, 2.0, 28, 10.0]"
Dy1Si2Ni10,"[66, 1.0, 14, 2.0, 28, 10.0]"
Ho1Si2Ni10,"[67, 1.0, 14, 2.0, 28, 10.0]"
Er1Si2Ni10,"[68, 1.0, 14, 2.0, 28, 10.0]"
Tm1Si2Ni10,"[69, 1.0, 14, 2.0, 28, 10.0]"
Y1Si2Ni1,"[39, 1.0, 14, 2.0, 28, 1.0]"
La1Si2Ni1,"[57, 1.0, 14, 2.0, 28, 1.0]"
Ce1Si2Ni1,"[58, 1.0, 14, 2.0, 28, 1.0]"
Pr1Si2Ni1,"[59, 1.0, 14, 2.0, 28, 1.0]"
Nd1Si2Ni1,"[60, 1.0, 14, 2.0, 28, 1.0]"
Sm1Si2Ni1,"[62, 1.0, 14, 2.0, 28, 1.0]"
Sm3Si2Ni1,"[62, 3.0, 14, 2.0, 28, 1.0]"
Eu1Si2Ni1,"[63, 1.0, 14, 2.0, 28, 1.0]"
Gd1Si2Ni1,"[64, 1.0, 14, 2.0, 28, 1.0]"
Tb1Si2Ni1,"[65, 1.0, 14, 2.0, 28, 1.0]"
Tb3Si2Ni1,"[65, 3.0, 14, 2.0, 28, 1.0]"
Dy1Si2Ni1,"[66, 1.0, 14, 2.0, 28, 1.0]"
Dy3Si2Ni1,"[66, 3.0, 14, 2.0, 28, 1.0]"
Ho1Si2Ni1,"[67, 1.0, 14, 2.0, 28, 1.0]"
Er1Si2Ni1,"[68, 1.0, 14, 2.0, 28, 1.0]"
Tm1Si2Ni1,"[69, 1.0, 14, 2.0, 28, 1.0]"
Lu1Si2Ni1,"[71, 1.0, 14, 2.0, 28, 1.0]"
Th1Si2Ni1,"[90, 1.0, 14, 2.0, 28, 1.0]"
Y1Si2Ni2,"[39, 1.0, 14, 2.0, 28, 2.0]"
Zr1Si2Ni2,"[40, 1.0, 14, 2.0, 28, 2.0]"
Ba1Si2Ni2,"[56, 1.0, 14, 2.0, 28, 2.0]"
La1Si2Ni2,"[57, 1.0, 14, 2.0, 28, 2.0]"
Ce1Si2Ni2,"[58, 1.0, 14, 2.0, 28, 2.0]"
Pr1Si2Ni2,"[59, 1.0, 14, 2.0, 28, 2.0]"
Nd1Si2Ni2,"[60, 1.0, 14, 2.0, 28, 2.0]"
Sm1Si2Ni2,"[62, 1.0, 14, 2.0, 28, 2.0]"
Eu1Si2Ni2,"[63, 1.0, 14, 2.0, 28, 2.0]"
Gd1Si2Ni2,"[64, 1.0, 14, 2.0, 28, 2.0]"
Gd4Si2Ni2Bi1,"[64, 4.0, 14, 2.0, 28, 2.0, 83, 1.0]"
Tb1Si2Ni2,"[65, 1.0, 14, 2.0, 28, 2.0]"
Dy1Si2Ni2,"[66, 1.0, 14, 2.0, 28, 2.0]"
Ho1Si2Ni2,"[67, 1.0, 14, 2.0, 28, 2.0]"
Er1Si2Ni2,"[68, 1.0, 14, 2.0, 28, 2.0]"
Tm1Si2Ni2,"[69, 1.0, 14, 2.0, 28, 2.0]"
Lu1Si2Ni2,"[71, 1.0, 14, 2.0, 28, 2.0]"
Hf1Si2Ni2,"[72, 1.0, 14, 2.0, 28, 2.0]"
Th1Si2Ni2,"[90, 1.0, 14, 2.0, 28, 2.0]"
U1Si2Ni2,"[92, 1.0, 14, 2.0, 28, 2.0]"
Pu1Si2Ni2,"[94, 1.0, 14, 2.0, 28, 2.0]"
Y3Si2Ni6,"[39, 3.0, 14, 2.0, 28, 6.0]"
Ce3Si2Ni6,"[58, 3.0, 14, 2.0, 28, 6.0]"
Gd3Si2Ni6,"[64, 3.0, 14, 2.0, 28, 6.0]"
Dy3Si2Ni6,"[66, 3.0, 14, 2.0, 28, 6.0]"
Ho3Si2Ni6,"[67, 3.0, 14, 2.0, 28, 6.0]"
Er3Si2Ni6,"[68, 3.0, 14, 2.0, 28, 6.0]"
Tm3Si2Ni6,"[69, 3.0, 14, 2.0, 28, 6.0]"
Lu3Si2Ni6,"[71, 3.0, 14, 2.0, 28, 6.0]"
La1Si2Ni9,"[57, 1.0, 14, 2.0, 28, 9.0]"
Ce1Si2Ni9,"[58, 1.0, 14, 2.0, 28, 9.0]"
Pr1Si2Ni9,"[59, 1.0, 14, 2.0, 28, 9.0]"
Nd1Si2Ni9,"[60, 1.0, 14, 2.0, 28, 9.0]"
Eu1Si2Ni9,"[63, 1.0, 14, 2.0, 28, 9.0]"
Hf1Cu1Si2,"[72, 1.0, 29, 1.0, 14, 2.0]"
Sr1Cu2Si2,"[38, 1.0, 29, 2.0, 14, 2.0]"
Y1Cu2Si2,"[39, 1.0, 29, 2.0, 14, 2.0]"
La1Cu2Si2,"[57, 1.0, 29, 2.0, 14, 2.0]"
Ce1Cu2Si2,"[58, 1.0, 29, 2.0, 14, 2.0]"
Pr1Cu2Si2,"[59, 1.0, 29, 2.0, 14, 2.0]"
Nd1Cu2Si2,"[60, 1.0, 29, 2.0, 14, 2.0]"
Sm1Cu2Si2,"[62, 1.0, 29, 2.0, 14, 2.0]"
Eu1Cu2Si2,"[63, 1.0, 29, 2.0, 14, 2.0]"
Gd1Cu2Si2,"[64, 1.0, 29, 2.0, 14, 2.0]"
Tb1Cu2Si2,"[65, 1.0, 29, 2.0, 14, 2.0]"
Dy1Cu2Si2,"[66, 1.0, 29, 2.0, 14, 2.0]"
Ho1Cu2Si2,"[67, 1.0, 29, 2.0, 14, 2.0]"
Er1Cu2Si2,"[68, 1.0, 29, 2.0, 14, 2.0]"
Tm1Cu2Si2,"[69, 1.0, 29, 2.0, 14, 2.0]"
Lu1Cu2Si2,"[71, 1.0, 29, 2.0, 14, 2.0]"
Th1Cu2Si2,"[90, 1.0, 29, 2.0, 14, 2.0]"
U1Cu2Si2,"[92, 1.0, 29, 2.0, 14, 2.0]"
Zr3Cu4Si2,"[40, 3.0, 29, 4.0, 14, 2.0]"
Hf3Cu4Si2,"[72, 3.0, 29, 4.0, 14, 2.0]"
Ba1Zn2Si2,"[56, 1.0, 30, 2.0, 14, 2.0]"
Eu1Zn2Si2,"[63, 1.0, 30, 2.0, 14, 2.0]"
Pr5Si2Ge1,"[59, 5.0, 14, 2.0, 32, 1.0]"
Sr3Si2As4,"[38, 3.0, 14, 2.0, 33, 4.0]"
Ba3Si2As4,"[56, 3.0, 14, 2.0, 33, 4.0]"
Eu3Si2As4,"[63, 3.0, 14, 2.0, 33, 4.0]"
Rb2Si2Se5,"[37, 2.0, 14, 2.0, 34, 5.0]"
Cs2Si2Se5,"[55, 2.0, 14, 2.0, 34, 5.0]"
Ta11Si2Se8,"[73, 11.0, 14, 2.0, 34, 8.0]"
Sr1Si2,"[38, 1.0, 14, 2.0]"
Sr1Si2Pd2,"[38, 1.0, 14, 2.0, 46, 2.0]"
Sr1Si2Ag2,"[38, 1.0, 14, 2.0, 47, 2.0]"
Sr1Si2Au2,"[38, 1.0, 14, 2.0, 79, 2.0]"
Y1Si2Ru2,"[39, 1.0, 14, 2.0, 44, 2.0]"
Y1Si2Rh2,"[39, 1.0, 14, 2.0, 45, 2.0]"
Y1Si2Rh3,"[39, 1.0, 14, 2.0, 45, 3.0]"
Y1Si2Pd2,"[39, 1.0, 14, 2.0, 46, 2.0]"
Y1Re4Si2,"[39, 1.0, 75, 4.0, 14, 2.0]"
Y1Si2Os2,"[39, 1.0, 14, 2.0, 76, 2.0]"
Y1Si2Ir2,"[39, 1.0, 14, 2.0, 77, 2.0]"
Y1Si2Pt2,"[39, 1.0, 14, 2.0, 78, 2.0]"
Y1Si2Au2,"[39, 1.0, 14, 2.0, 79, 2.0]"
Y2Si2Rh1,"[39, 2.0, 14, 2.0, 45, 1.0]"
Y3Si2Rh2,"[39, 3.0, 14, 2.0, 45, 2.0]"
Y5Si2Sb2,"[39, 5.0, 14, 2.0, 51, 2.0]"
Zr1Si2,"[40, 1.0, 14, 2.0]"
Zr3Si2,"[40, 3.0, 14, 2.0]"
Nb1Si2,"[41, 1.0, 14, 2.0]"
Si2Mo1,"[14, 2.0, 42, 1.0]"
Th1Si2Tc2,"[90, 1.0, 14, 2.0, 43, 2.0]"
Si2Ru1,"[14, 2.0, 44, 1.0]"
La1Si2Ru1,"[57, 1.0, 14, 2.0, 44, 1.0]"
Ce1Si2Ru1,"[58, 1.0, 14, 2.0, 44, 1.0]"
Pr1Si2Ru1,"[59, 1.0, 14, 2.0, 44, 1.0]"
Nd1Si2Ru1,"[60, 1.0, 14, 2.0, 44, 1.0]"
La1Si2Ru2,"[57, 1.0, 14, 2.0, 44, 2.0]"
Ce1Si2Ru2,"[58, 1.0, 14, 2.0, 44, 2.0]"
Pr1Si2Ru2,"[59, 1.0, 14, 2.0, 44, 2.0]"
Nd1Si2Ru2,"[60, 1.0, 14, 2.0, 44, 2.0]"
Sm1Si2Ru2,"[62, 1.0, 14, 2.0, 44, 2.0]"
Eu1Si2Ru2,"[63, 1.0, 14, 2.0, 44, 2.0]"
Gd1Si2Ru2,"[64, 1.0, 14, 2.0, 44, 2.0]"
Tb1Si2Ru2,"[65, 1.0, 14, 2.0, 44, 2.0]"
Dy1Si2Ru2,"[66, 1.0, 14, 2.0, 44, 2.0]"
Ho1Si2Ru2,"[67, 1.0, 14, 2.0, 44, 2.0]"
Er1Si2Ru2,"[68, 1.0, 14, 2.0, 44, 2.0]"
Tm1Si2Ru2,"[69, 1.0, 14, 2.0, 44, 2.0]"
Lu1Si2Ru2,"[71, 1.0, 14, 2.0, 44, 2.0]"
Th1Si2Ru2,"[90, 1.0, 14, 2.0, 44, 2.0]"
U1Si2Ru2,"[92, 1.0, 14, 2.0, 44, 2.0]"
Np1Si2Ru2,"[93, 1.0, 14, 2.0, 44, 2.0]"
Pu1Si2Ru2,"[94, 1.0, 14, 2.0, 44, 2.0]"
Ba1Si2Rh2,"[56, 1.0, 14, 2.0, 45, 2.0]"
La1Si2Rh2,"[57, 1.0, 14, 2.0, 45, 2.0]"
Ce1Si2Rh2,"[58, 1.0, 14, 2.0, 45, 2.0]"
Ce3Si2Rh2,"[58, 3.0, 14, 2.0, 45, 2.0]"
Pr1Si2Rh2,"[59, 1.0, 14, 2.0, 45, 2.0]"
Nd1Si2Rh2,"[60, 1.0, 14, 2.0, 45, 2.0]"
Sm1Si2Rh2,"[62, 1.0, 14, 2.0, 45, 2.0]"
Sm3Si2Rh2,"[62, 3.0, 14, 2.0, 45, 2.0]"
Eu1Si2Rh2,"[63, 1.0, 14, 2.0, 45, 2.0]"
Gd1Si2Rh2,"[64, 1.0, 14, 2.0, 45, 2.0]"
Tb1Si2Rh2,"[65, 1.0, 14, 2.0, 45, 2.0]"
Dy1Si2Rh2,"[66, 1.0, 14, 2.0, 45, 2.0]"
Ho1Si2Rh2,"[67, 1.0, 14, 2.0, 45, 2.0]"
Er1Si2Rh2,"[68, 1.0, 14, 2.0, 45, 2.0]"
Tm1Si2Rh2,"[69, 1.0, 14, 2.0, 45, 2.0]"
Lu1Si2Rh2,"[71, 1.0, 14, 2.0, 45, 2.0]"
Th1Si2Rh2,"[90, 1.0, 14, 2.0, 45, 2.0]"
U1Si2Rh2,"[92, 1.0, 14, 2.0, 45, 2.0]"
Np1Si2Rh2,"[93, 1.0, 14, 2.0, 45, 2.0]"
Pu1Si2Rh2,"[94, 1.0, 14, 2.0, 45, 2.0]"
Si2Rh3,"[14, 2.0, 45, 3.0]"
La1Si2Rh3,"[57, 1.0, 14, 2.0, 45, 3.0]"
La3Si2Rh3,"[57, 3.0, 14, 2.0, 45, 3.0]"
Ce1Si2Rh3,"[58, 1.0, 14, 2.0, 45, 3.0]"
Ce3Si2Rh3,"[58, 3.0, 14, 2.0, 45, 3.0]"
Nd1Si2Rh3,"[60, 1.0, 14, 2.0, 45, 3.0]"
Sm1Si2Rh3,"[62, 1.0, 14, 2.0, 45, 3.0]"
Gd1Si2Rh3,"[64, 1.0, 14, 2.0, 45, 3.0]"
Dy1Si2Rh3,"[66, 1.0, 14, 2.0, 45, 3.0]"
Ho1Si2Rh3,"[67, 1.0, 14, 2.0, 45, 3.0]"
Er1Si2Rh3,"[68, 1.0, 14, 2.0, 45, 3.0]"
Ho3Si2Sn3Rh9,"[67, 3.0, 14, 2.0, 50, 3.0, 45, 9.0]"
La1Si2Pd2,"[57, 1.0, 14, 2.0, 46, 2.0]"
Ce1Si2Pd2,"[58, 1.0, 14, 2.0, 46, 2.0]"
Pr1Si2Pd2,"[59, 1.0, 14, 2.0, 46, 2.0]"
Nd1Si2Pd2,"[60, 1.0, 14, 2.0, 46, 2.0]"
Sm1Si2Pd2,"[62, 1.0, 14, 2.0, 46, 2.0]"
Eu1Si2Pd2,"[63, 1.0, 14, 2.0, 46, 2.0]"
Gd1Si2Pd2,"[64, 1.0, 14, 2.0, 46, 2.0]"
Tb1Si2Pd2,"[65, 1.0, 14, 2.0, 46, 2.0]"
Dy1Si2Pd2,"[66, 1.0, 14, 2.0, 46, 2.0]"
Ho1Si2Pd2,"[67, 1.0, 14, 2.0, 46, 2.0]"
Er1Si2Pd2,"[68, 1.0, 14, 2.0, 46, 2.0]"
Tm1Si2Pd2,"[69, 1.0, 14, 2.0, 46, 2.0]"
Lu1Si2Pd2,"[71, 1.0, 14, 2.0, 46, 2.0]"
Th1Si2Pd2,"[90, 1.0, 14, 2.0, 46, 2.0]"
U1Si2Pd2,"[92, 1.0, 14, 2.0, 46, 2.0]"
Np1Si2Pd2,"[93, 1.0, 14, 2.0, 46, 2.0]"
Pu1Si2Pd2,"[94, 1.0, 14, 2.0, 46, 2.0]"
Si2Pd9,"[14, 2.0, 46, 9.0]"
La1Si2Ag1,"[57, 1.0, 14, 2.0, 47, 1.0]"
Ce1Si2Ag1,"[58, 1.0, 14, 2.0, 47, 1.0]"
Pr1Si2Ag1,"[59, 1.0, 14, 2.0, 47, 1.0]"
Nd1Si2Ag1,"[60, 1.0, 14, 2.0, 47, 1.0]"
Nd1Si2Ag2,"[60, 1.0, 14, 2.0, 47, 2.0]"
Sm1Si2Ag2,"[62, 1.0, 14, 2.0, 47, 2.0]"
Eu1Si2Ag2,"[63, 1.0, 14, 2.0, 47, 2.0]"
Gd1Si2Ag2,"[64, 1.0, 14, 2.0, 47, 2.0]"
Tb1Si2Ag2,"[65, 1.0, 14, 2.0, 47, 2.0]"
Dy1Si2Ag2,"[66, 1.0, 14, 2.0, 47, 2.0]"
La2In1Si2,"[57, 2.0, 49, 1.0, 14, 2.0]"
Ce2Si2Sn1,"[58, 2.0, 14, 2.0, 50, 1.0]"
Tb5Si2Sb2,"[65, 5.0, 14, 2.0, 51, 2.0]"
Dy5Si2Sb2,"[66, 5.0, 14, 2.0, 51, 2.0]"
Ho5Si2Sb2,"[67, 5.0, 14, 2.0, 51, 2.0]"
Er5Si2Sb2,"[68, 5.0, 14, 2.0, 51, 2.0]"
Tm5Si2Sb2,"[69, 5.0, 14, 2.0, 51, 2.0]"
Ba1Si2,"[56, 1.0, 14, 2.0]"
Ba1La1Si2,"[56, 1.0, 57, 1.0, 14, 2.0]"
Ba1Si2Ir2,"[56, 1.0, 14, 2.0, 77, 2.0]"
La1Si2,"[57, 1.0, 14, 2.0]"
La1Re2Si2,"[57, 1.0, 75, 2.0, 14, 2.0]"
La1Si2Os2,"[57, 1.0, 14, 2.0, 76, 2.0]"
La1Si2Ir2,"[57, 1.0, 14, 2.0, 77, 2.0]"
La1Si2Pt1,"[57, 1.0, 14, 2.0, 78, 1.0]"
La1Si2Pt2,"[57, 1.0, 14, 2.0, 78, 2.0]"
La1Si2Au2,"[57, 1.0, 14, 2.0, 79, 2.0]"
Ce1Si2,"[58, 1.0, 14, 2.0]"
Ce1Re4Si2,"[58, 1.0, 75, 4.0, 14, 2.0]"
Ce1Si2Os2,"[58, 1.0, 14, 2.0, 76, 2.0]"
Ce1Si2Ir1,"[58, 1.0, 14, 2.0, 77, 1.0]"
Ce1Si2Ir2,"[58, 1.0, 14, 2.0, 77, 2.0]"
Ce1Si2Ir3,"[58, 1.0, 14, 2.0, 77, 3.0]"
Ce1Si2Pt1,"[58, 1.0, 14, 2.0, 78, 1.0]"
Ce1Si2Pt2,"[58, 1.0, 14, 2.0, 78, 2.0]"
Ce1Si2Au2,"[58, 1.0, 14, 2.0, 79, 2.0]"
Ce1Si2Au4,"[58, 1.0, 14, 2.0, 79, 4.0]"
Pr1Si2,"[59, 1.0, 14, 2.0]"
Pr1Re4Si2,"[59, 1.0, 75, 4.0, 14, 2.0]"
Pr1Si2Os2,"[59, 1.0, 14, 2.0, 76, 2.0]"
Pr1Si2Ir3,"[59, 1.0, 14, 2.0, 77, 3.0]"
Pr1Si2Pt2,"[59, 1.0, 14, 2.0, 78, 2.0]"
Pr1Si2Au2,"[59, 1.0, 14, 2.0, 79, 2.0]"
Pr3Si2,"[59, 3.0, 14, 2.0]"
Nd1Si2,"[60, 1.0, 14, 2.0]"
Nd1Re4Si2,"[60, 1.0, 75, 4.0, 14, 2.0]"
Nd1Si2Os2,"[60, 1.0, 14, 2.0, 76, 2.0]"
Nd1Si2Ir2,"[60, 1.0, 14, 2.0, 77, 2.0]"
Nd1Si2Ir3,"[60, 1.0, 14, 2.0, 77, 3.0]"
Nd1Si2Pt2,"[60, 1.0, 14, 2.0, 78, 2.0]"
Nd1Si2Au2,"[60, 1.0, 14, 2.0, 79, 2.0]"
Sm1Si2,"[62, 1.0, 14, 2.0]"
Sm1Re4Si2,"[62, 1.0, 75, 4.0, 14, 2.0]"
Sm1Si2Os2,"[62, 1.0, 14, 2.0, 76, 2.0]"
Sm1Si2Ir2,"[62, 1.0, 14, 2.0, 77, 2.0]"
Sm1Si2Pt2,"[62, 1.0, 14, 2.0, 78, 2.0]"
Sm1Si2Au2,"[62, 1.0, 14, 2.0, 79, 2.0]"
Sm3Si2Ir2,"[62, 3.0, 14, 2.0, 77, 2.0]"
Eu1Si2,"[63, 1.0, 14, 2.0]"
Eu1Si2Ir2,"[63, 1.0, 14, 2.0, 77, 2.0]"
Eu1Si2Pt1,"[63, 1.0, 14, 2.0, 78, 1.0]"
Eu1Si2Pt2,"[63, 1.0, 14, 2.0, 78, 2.0]"
Eu1Si2Au2,"[63, 1.0, 14, 2.0, 79, 2.0]"
Gd1Si2,"[64, 1.0, 14, 2.0]"
Gd1Re4Si2,"[64, 1.0, 75, 4.0, 14, 2.0]"
Gd1Si2Os2,"[64, 1.0, 14, 2.0, 76, 2.0]"
Gd1Si2Pt2,"[64, 1.0, 14, 2.0, 78, 2.0]"
Gd1Si2Au2,"[64, 1.0, 14, 2.0, 79, 2.0]"
Tb1Si2Os2,"[65, 1.0, 14, 2.0, 76, 2.0]"
Tb1Si2Ir2,"[65, 1.0, 14, 2.0, 77, 2.0]"
Tb1Si2Pt2,"[65, 1.0, 14, 2.0, 78, 2.0]"
Tb1Si2Au2,"[65, 1.0, 14, 2.0, 79, 2.0]"
Dy1Si2Os2,"[66, 1.0, 14, 2.0, 76, 2.0]"
Dy1Si2Ir2,"[66, 1.0, 14, 2.0, 77, 2.0]"
Dy1Si2Pt2,"[66, 1.0, 14, 2.0, 78, 2.0]"
Dy1Si2Au2,"[66, 1.0, 14, 2.0, 79, 2.0]"
Ho1Si2Os2,"[67, 1.0, 14, 2.0, 76, 2.0]"
Ho1Si2Ir2,"[67, 1.0, 14, 2.0, 77, 2.0]"
Ho1Si2Pt2,"[67, 1.0, 14, 2.0, 78, 2.0]"
Ho1Si2Au2,"[67, 1.0, 14, 2.0, 79, 2.0]"
Er1Si2Os2,"[68, 1.0, 14, 2.0, 76, 2.0]"
Er1Si2Ir2,"[68, 1.0, 14, 2.0, 77, 2.0]"
Er1Si2Pt2,"[68, 1.0, 14, 2.0, 78, 2.0]"
Tm1Si2Os2,"[69, 1.0, 14, 2.0, 76, 2.0]"
Tm1Si2Pt2,"[69, 1.0, 14, 2.0, 78, 2.0]"
Lu1Si2Os2,"[71, 1.0, 14, 2.0, 76, 2.0]"
Hf3Si2,"[72, 3.0, 14, 2.0]"
Ta1Si2,"[73, 1.0, 14, 2.0]"
Si2W1,"[14, 2.0, 74, 1.0]"
Th1Re4Si2,"[90, 1.0, 75, 4.0, 14, 2.0]"
Si2Os1,"[14, 2.0, 76, 1.0]"
Th1Si2Os2,"[90, 1.0, 14, 2.0, 76, 2.0]"
U1Si2Os2,"[92, 1.0, 14, 2.0, 76, 2.0]"
Np1Si2Os2,"[93, 1.0, 14, 2.0, 76, 2.0]"
Pu1Si2Os2,"[94, 1.0, 14, 2.0, 76, 2.0]"
Th1Si2Ir2,"[90, 1.0, 14, 2.0, 77, 2.0]"
U1Si2Ir2,"[92, 1.0, 14, 2.0, 77, 2.0]"
Np1Si2Ir2,"[93, 1.0, 14, 2.0, 77, 2.0]"
Pu1Si2Ir2,"[94, 1.0, 14, 2.0, 77, 2.0]"
Th1Si2Pt2,"[90, 1.0, 14, 2.0, 78, 2.0]"
U1Si2Pt2,"[92, 1.0, 14, 2.0, 78, 2.0]"
Np1Si2Pt2,"[93, 1.0, 14, 2.0, 78, 2.0]"
Pu1Si2Pt2,"[94, 1.0, 14, 2.0, 78, 2.0]"
Th1Si2Au2,"[90, 1.0, 14, 2.0, 79, 2.0]"
Np1Si2Au2,"[93, 1.0, 14, 2.0, 79, 2.0]"
